category,texture,installed_source,status,region,art_kind,target,dimensions,sha256,note
fortifications,gfx/interface/illustrations/location/fortifications/iroquois/iroquois_starfort_metadata_os2654x440_d0x50.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\fortifications\iroquois\iroquois_starfort_metadata_os2654x440_d0x50.dds,replaced_ad1,woodland,fortification,main_menu\gfx\interface\illustrations\location\fortifications\iroquois\iroquois_starfort_metadata_os2654x440_d0x50.dds,446x144,ad8eb341335ca56e3a247d69fdbce9836494021b77a5bf47a02502b7a654e4b0,generated four-up against exact installed EU5 references
fortifications,gfx/interface/illustrations/location/fortifications/north_german/north_german_bastion_metadata_os2654x440_d0x50.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\fortifications\north_german\north_german_bastion_metadata_os2654x440_d0x50.dds,replaced_ad1,germanic_celtic,fortification,main_menu\gfx\interface\illustrations\location\fortifications\north_german\north_german_bastion_metadata_os2654x440_d0x50.dds,210x126,182482826b322a3f3a1c04d923e12dceeb265ab8ad6c260caed0996fe76598b2,generated four-up against exact installed EU5 references
fortifications,gfx/interface/illustrations/location/fortifications/north_german/north_german_castle_metadata_os2654x440_d0x75.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\fortifications\north_german\north_german_castle_metadata_os2654x440_d0x75.dds,replaced_ad1,germanic_celtic,fortification,main_menu\gfx\interface\illustrations\location\fortifications\north_german\north_german_castle_metadata_os2654x440_d0x75.dds,199x98,199b7007744e5b39df6f692b66042d1d37ffe3ba5f724a468fc52c3c61a748f5,generated four-up against exact installed EU5 references
fortifications,gfx/interface/illustrations/location/fortifications/north_german/north_german_fortress_metadata_os2654x440_d0x95.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\fortifications\north_german\north_german_fortress_metadata_os2654x440_d0x95.dds,replaced_ad1,germanic_celtic,fortification,main_menu\gfx\interface\illustrations\location\fortifications\north_german\north_german_fortress_metadata_os2654x440_d0x95.dds,576x88,61c5e070e7a2e096ba590dbe34b9891df4d9ee1560acc490504d493acf34970e,generated four-up against exact installed EU5 references
fortifications,gfx/interface/illustrations/location/fortifications/north_german/north_german_starfort_metadata_os2654x440_d0x80.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\fortifications\north_german\north_german_starfort_metadata_os2654x440_d0x80.dds,replaced_ad1,germanic_celtic,fortification,main_menu\gfx\interface\illustrations\location\fortifications\north_german\north_german_starfort_metadata_os2654x440_d0x80.dds,324x86,5448f84d48a1f98bbfdde0b73266b05cbb9e716e71509a2b5cbcd880a925d839,generated four-up against exact installed EU5 references
fortifications,gfx/interface/illustrations/location/fortifications/stockade/stockade_metadata_os2654x440_d0x90.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\fortifications\stockade\stockade_metadata_os2654x440_d0x90.dds,replaced_ad1,woodland,fortification,main_menu\gfx\interface\illustrations\location\fortifications\stockade\stockade_metadata_os2654x440_d0x90.dds,198x90,b830ed7f1b964e94d89515496aad65064feff6d3f105d4839e1c703de36c2d0f,generated four-up against exact installed EU5 references
fortifications,gfx/interface/illustrations/location/fortifications/syrian/syrian_bastion_metadata_os2654x440_d0x40.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\fortifications\syrian\syrian_bastion_metadata_os2654x440_d0x40.dds,replaced_ad1,iranian_syrian,fortification,main_menu\gfx\interface\illustrations\location\fortifications\syrian\syrian_bastion_metadata_os2654x440_d0x40.dds,234x140,787b4fa41481e1230ed776809ae0327739575b4b7d1d09d572959d3e92d022c5,generated four-up against exact installed EU5 references
fortifications,gfx/interface/illustrations/location/fortifications/syrian/syrian_castle_metadata_os2654x440_d0x60.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\fortifications\syrian\syrian_castle_metadata_os2654x440_d0x60.dds,replaced_ad1,iranian_syrian,fortification,main_menu\gfx\interface\illustrations\location\fortifications\syrian\syrian_castle_metadata_os2654x440_d0x60.dds,244x129,e0b8a229be9be5323dde5dd387c16ee0f1e96614a4f2fee3945669426b72e44d,generated four-up against exact installed EU5 references
fortifications,gfx/interface/illustrations/location/fortifications/syrian/syrian_fortress_metadata_os2654x440_d0x20.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\fortifications\syrian\syrian_fortress_metadata_os2654x440_d0x20.dds,replaced_ad1,iranian_syrian,fortification,main_menu\gfx\interface\illustrations\location\fortifications\syrian\syrian_fortress_metadata_os2654x440_d0x20.dds,527x150,30e4379d20853eda84c37bffe51478b7c3984f1b63dfde4ddf27d1c502d46848,generated four-up against exact installed EU5 references
fortifications,gfx/interface/illustrations/location/fortifications/syrian/syrian_starfort_metadata_os2654x440_d0x50.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\fortifications\syrian\syrian_starfort_metadata_os2654x440_d0x50.dds,replaced_ad1,iranian_syrian,fortification,main_menu\gfx\interface\illustrations\location\fortifications\syrian\syrian_starfort_metadata_os2654x440_d0x50.dds,335x119,88c61410861c702f7a2aadff9a4622f128df25368ae6a74c280daf635f7778c1,generated four-up against exact installed EU5 references
fx,gfx/interface/illustrations/location/fx/location_fx_metadata_os2654x440_d0x180.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\fx\location_fx_metadata_os2654x440_d0x180.dds,retained_engine_period_neutral,,,,2654x202,,natural/effect layer; no built structure
ground1,gfx/interface/illustrations/location/ground1/arctic/arctic_forest_ground1_metadata_os2654x440_d0x70.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground1\arctic\arctic_forest_ground1_metadata_os2654x440_d0x70.dds,retained_engine_period_neutral,,,,2654x369,,natural/effect layer; no built structure
ground1,gfx/interface/illustrations/location/ground1/arctic/arctic_grassland_ground1_metadata_os2654x440_d0x292.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground1\arctic\arctic_grassland_ground1_metadata_os2654x440_d0x292.dds,retained_engine_period_neutral,,,,2654x148,,natural/effect layer; no built structure
ground1,gfx/interface/illustrations/location/ground1/arctic/arctic_sparse_ground1_metadata_os2654x440_d0x292.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground1\arctic\arctic_sparse_ground1_metadata_os2654x440_d0x292.dds,retained_engine_period_neutral,,,,2654x148,,natural/effect layer; no built structure
ground1,gfx/interface/illustrations/location/ground1/arctic/arctic_woods_ground1_metadata_os2654x440_d0x70.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground1\arctic\arctic_woods_ground1_metadata_os2654x440_d0x70.dds,retained_engine_period_neutral,,,,2654x369,,natural/effect layer; no built structure
ground1,gfx/interface/illustrations/location/ground1/arid/arid_desert_ground1_metadata_os2654x440_d0x304.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground1\arid\arid_desert_ground1_metadata_os2654x440_d0x304.dds,retained_engine_period_neutral,,,,2654x135,,natural/effect layer; no built structure
ground1,gfx/interface/illustrations/location/ground1/arid/arid_forest_ground1_metadata_os2654x440_d0x66.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground1\arid\arid_forest_ground1_metadata_os2654x440_d0x66.dds,retained_engine_period_neutral,,,,2654x375,,natural/effect layer; no built structure
ground1,gfx/interface/illustrations/location/ground1/arid/arid_grassland_ground1_metadata_os2654x440_d0x304.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground1\arid\arid_grassland_ground1_metadata_os2654x440_d0x304.dds,retained_engine_period_neutral,,,,2654x135,,natural/effect layer; no built structure
ground1,gfx/interface/illustrations/location/ground1/arid/arid_sparse_ground1_metadata_os2654x440_d0x304.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground1\arid\arid_sparse_ground1_metadata_os2654x440_d0x304.dds,retained_engine_period_neutral,,,,2654x135,,natural/effect layer; no built structure
ground1,gfx/interface/illustrations/location/ground1/arid/arid_woods_ground1_metadata_os2654x440_d0x66.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground1\arid\arid_woods_ground1_metadata_os2654x440_d0x66.dds,retained_engine_period_neutral,,,,2654x375,,natural/effect layer; no built structure
ground1,gfx/interface/illustrations/location/ground1/continental/continental_forest_ground1_metadata_os2654x440_d0x64.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground1\continental\continental_forest_ground1_metadata_os2654x440_d0x64.dds,retained_engine_period_neutral,,,,2654x375,,natural/effect layer; no built structure
ground1,gfx/interface/illustrations/location/ground1/continental/continental_grassland_ground1_metadata_os2654x440_d0x310.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground1\continental\continental_grassland_ground1_metadata_os2654x440_d0x310.dds,retained_engine_period_neutral,,,,2654x130,,natural/effect layer; no built structure
ground1,gfx/interface/illustrations/location/ground1/continental/continental_sparse_ground1_metadata_os2654x440_d0x310.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground1\continental\continental_sparse_ground1_metadata_os2654x440_d0x310.dds,retained_engine_period_neutral,,,,2654x130,,natural/effect layer; no built structure
ground1,gfx/interface/illustrations/location/ground1/continental/continental_woods_ground1_metadata_os2654x440_d0x64.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground1\continental\continental_woods_ground1_metadata_os2654x440_d0x64.dds,retained_engine_period_neutral,,,,2654x375,,natural/effect layer; no built structure
ground1,gfx/interface/illustrations/location/ground1/mediterranean/mediterranean_forest_ground1_metadata_os2654x440_d0x58.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground1\mediterranean\mediterranean_forest_ground1_metadata_os2654x440_d0x58.dds,retained_engine_period_neutral,,,,2654x382,,natural/effect layer; no built structure
ground1,gfx/interface/illustrations/location/ground1/mediterranean/mediterranean_grassland_ground1_metadata_os2654x440_d0x288.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground1\mediterranean\mediterranean_grassland_ground1_metadata_os2654x440_d0x288.dds,retained_engine_period_neutral,,,,2654x151,,natural/effect layer; no built structure
ground1,gfx/interface/illustrations/location/ground1/mediterranean/mediterranean_sparse_ground1_metadata_os2654x440_d0x288.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground1\mediterranean\mediterranean_sparse_ground1_metadata_os2654x440_d0x288.dds,retained_engine_period_neutral,,,,2654x151,,natural/effect layer; no built structure
ground1,gfx/interface/illustrations/location/ground1/mediterranean/mediterranean_woods_ground1_metadata_os2654x440_d0x58.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground1\mediterranean\mediterranean_woods_ground1_metadata_os2654x440_d0x58.dds,retained_engine_period_neutral,,,,2654x382,,natural/effect layer; no built structure
ground1,gfx/interface/illustrations/location/ground1/oceanic/oceanic_forest_ground1_metadata_os2654x440_d0x58.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground1\oceanic\oceanic_forest_ground1_metadata_os2654x440_d0x58.dds,retained_engine_period_neutral,,,,2654x382,,natural/effect layer; no built structure
ground1,gfx/interface/illustrations/location/ground1/oceanic/oceanic_grassland_ground1_metadata_os2654x440_d0x288.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground1\oceanic\oceanic_grassland_ground1_metadata_os2654x440_d0x288.dds,retained_engine_period_neutral,,,,2654x151,,natural/effect layer; no built structure
ground1,gfx/interface/illustrations/location/ground1/oceanic/oceanic_sparse_ground1_metadata_os2654x440_d0x288.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground1\oceanic\oceanic_sparse_ground1_metadata_os2654x440_d0x288.dds,retained_engine_period_neutral,,,,2654x151,,natural/effect layer; no built structure
ground1,gfx/interface/illustrations/location/ground1/oceanic/oceanic_woods_ground1_metadata_os2654x440_d0x58.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground1\oceanic\oceanic_woods_ground1_metadata_os2654x440_d0x58.dds,retained_engine_period_neutral,,,,2654x382,,natural/effect layer; no built structure
ground1,gfx/interface/illustrations/location/ground1/subtropical/subtropical_forest_ground1_metadata_os2654x440_d0x58.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground1\subtropical\subtropical_forest_ground1_metadata_os2654x440_d0x58.dds,retained_engine_period_neutral,,,,2654x382,,natural/effect layer; no built structure
ground1,gfx/interface/illustrations/location/ground1/subtropical/subtropical_grassland_ground1_metadata_os2654x440_d0x288.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground1\subtropical\subtropical_grassland_ground1_metadata_os2654x440_d0x288.dds,retained_engine_period_neutral,,,,2654x151,,natural/effect layer; no built structure
ground1,gfx/interface/illustrations/location/ground1/subtropical/subtropical_jungle_ground1_metadata_os2654x440_d0x58.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground1\subtropical\subtropical_jungle_ground1_metadata_os2654x440_d0x58.dds,retained_engine_period_neutral,,,,2654x382,,natural/effect layer; no built structure
ground1,gfx/interface/illustrations/location/ground1/subtropical/subtropical_sparse_ground1_metadata_os2654x440_d0x288.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground1\subtropical\subtropical_sparse_ground1_metadata_os2654x440_d0x288.dds,retained_engine_period_neutral,,,,2654x151,,natural/effect layer; no built structure
ground1,gfx/interface/illustrations/location/ground1/subtropical/subtropical_woods_ground1_metadata_os2654x440_d0x58.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground1\subtropical\subtropical_woods_ground1_metadata_os2654x440_d0x58.dds,retained_engine_period_neutral,,,,2654x382,,natural/effect layer; no built structure
ground1,gfx/interface/illustrations/location/ground1/tropical/tropical_forest_ground1_metadata_os2654x440_d0x58.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground1\tropical\tropical_forest_ground1_metadata_os2654x440_d0x58.dds,retained_engine_period_neutral,,,,2654x382,,natural/effect layer; no built structure
ground1,gfx/interface/illustrations/location/ground1/tropical/tropical_grassland_ground1_metadata_os2654x440_d0x288.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground1\tropical\tropical_grassland_ground1_metadata_os2654x440_d0x288.dds,retained_engine_period_neutral,,,,2654x151,,natural/effect layer; no built structure
ground1,gfx/interface/illustrations/location/ground1/tropical/tropical_jungle_ground1_metadata_os2654x440_d0x58.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground1\tropical\tropical_jungle_ground1_metadata_os2654x440_d0x58.dds,retained_engine_period_neutral,,,,2654x382,,natural/effect layer; no built structure
ground1,gfx/interface/illustrations/location/ground1/tropical/tropical_sparse_ground1_metadata_os2654x440_d0x288.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground1\tropical\tropical_sparse_ground1_metadata_os2654x440_d0x288.dds,retained_engine_period_neutral,,,,2654x151,,natural/effect layer; no built structure
ground1,gfx/interface/illustrations/location/ground1/tropical/tropical_woods_ground1_metadata_os2654x440_d0x58.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground1\tropical\tropical_woods_ground1_metadata_os2654x440_d0x58.dds,retained_engine_period_neutral,,,,2654x382,,natural/effect layer; no built structure
ground3,gfx/interface/illustrations/location/ground3/arctic/arctic_forest_ground3_metadata_os2654x440_d0x34.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground3\arctic\arctic_forest_ground3_metadata_os2654x440_d0x34.dds,retained_engine_period_neutral,,,,2654x406,,natural/effect layer; no built structure
ground3,gfx/interface/illustrations/location/ground3/arctic/arctic_grassland_ground3_metadata_os2654x440_d0x76.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground3\arctic\arctic_grassland_ground3_metadata_os2654x440_d0x76.dds,retained_engine_period_neutral,,,,2654x364,,natural/effect layer; no built structure
ground3,gfx/interface/illustrations/location/ground3/arctic/arctic_sparse_ground3_metadata_os2654x440_d0x76.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground3\arctic\arctic_sparse_ground3_metadata_os2654x440_d0x76.dds,retained_engine_period_neutral,,,,2654x363,,natural/effect layer; no built structure
ground3,gfx/interface/illustrations/location/ground3/arctic/arctic_woods_ground3_metadata_os2654x440_d0x82.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground3\arctic\arctic_woods_ground3_metadata_os2654x440_d0x82.dds,retained_engine_period_neutral,,,,2654x362,,natural/effect layer; no built structure
ground3,gfx/interface/illustrations/location/ground3/arid/arid_desert_ground3_metadata_os2654x440_d0x74.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground3\arid\arid_desert_ground3_metadata_os2654x440_d0x74.dds,retained_engine_period_neutral,,,,2654x366,,natural/effect layer; no built structure
ground3,gfx/interface/illustrations/location/ground3/arid/arid_forest_ground3_metadata_os2654x440_d0x78.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground3\arid\arid_forest_ground3_metadata_os2654x440_d0x78.dds,retained_engine_period_neutral,,,,2654x367,,natural/effect layer; no built structure
ground3,gfx/interface/illustrations/location/ground3/arid/arid_grassland_ground3_metadata_os2654x440_d0x80.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground3\arid\arid_grassland_ground3_metadata_os2654x440_d0x80.dds,retained_engine_period_neutral,,,,2654x360,,natural/effect layer; no built structure
ground3,gfx/interface/illustrations/location/ground3/arid/arid_sparse_ground3_metadata_os2654x440_d0x80.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground3\arid\arid_sparse_ground3_metadata_os2654x440_d0x80.dds,retained_engine_period_neutral,,,,2654x362,,natural/effect layer; no built structure
ground3,gfx/interface/illustrations/location/ground3/arid/arid_woods_ground3_metadata_os2654x440_d0x70.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground3\arid\arid_woods_ground3_metadata_os2654x440_d0x70.dds,retained_engine_period_neutral,,,,2654x364,,natural/effect layer; no built structure
ground3,gfx/interface/illustrations/location/ground3/continental/continental_forest_ground3_metadata_os2654x440_d0x62.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground3\continental\continental_forest_ground3_metadata_os2654x440_d0x62.dds,retained_engine_period_neutral,,,,2654x376,,natural/effect layer; no built structure
ground3,gfx/interface/illustrations/location/ground3/continental/continental_grassland_ground3_metadata_os2654x440_d0x66.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground3\continental\continental_grassland_ground3_metadata_os2654x440_d0x66.dds,retained_engine_period_neutral,,,,2654x378,,natural/effect layer; no built structure
ground3,gfx/interface/illustrations/location/ground3/continental/continental_sparse_ground3_metadata_os2654x440_d0x70.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground3\continental\continental_sparse_ground3_metadata_os2654x440_d0x70.dds,retained_engine_period_neutral,,,,2654x371,,natural/effect layer; no built structure
ground3,gfx/interface/illustrations/location/ground3/continental/continental_woods_ground3_metadata_os2654x440_d0x56.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground3\continental\continental_woods_ground3_metadata_os2654x440_d0x56.dds,retained_engine_period_neutral,,,,2654x383,,natural/effect layer; no built structure
ground3,gfx/interface/illustrations/location/ground3/farmlands_metadata_os2654x440_d0x102.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground3\farmlands_metadata_os2654x440_d0x102.dds,retained_engine_period_neutral,,,,2654x243,,natural/effect layer; no built structure
ground3,gfx/interface/illustrations/location/ground3/mediterranean/mediterranean_forest_ground3_metadata_os2654x440_d0x66.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground3\mediterranean\mediterranean_forest_ground3_metadata_os2654x440_d0x66.dds,retained_engine_period_neutral,,,,2654x369,,natural/effect layer; no built structure
ground3,gfx/interface/illustrations/location/ground3/mediterranean/mediterranean_grassland_ground3_metadata_os2654x440_d0x70.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground3\mediterranean\mediterranean_grassland_ground3_metadata_os2654x440_d0x70.dds,retained_engine_period_neutral,,,,2654x371,,natural/effect layer; no built structure
ground3,gfx/interface/illustrations/location/ground3/mediterranean/mediterranean_sparse_ground3_metadata_os2654x440_d0x78.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground3\mediterranean\mediterranean_sparse_ground3_metadata_os2654x440_d0x78.dds,retained_engine_period_neutral,,,,2654x364,,natural/effect layer; no built structure
ground3,gfx/interface/illustrations/location/ground3/mediterranean/mediterranean_woods_ground3_metadata_os2654x440_d0x74.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground3\mediterranean\mediterranean_woods_ground3_metadata_os2654x440_d0x74.dds,retained_engine_period_neutral,,,,2654x367,,natural/effect layer; no built structure
ground3,gfx/interface/illustrations/location/ground3/oceanic/oceanic_forest_ground3_metadata_os2654x440_d0x64.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground3\oceanic\oceanic_forest_ground3_metadata_os2654x440_d0x64.dds,retained_engine_period_neutral,,,,2654x375,,natural/effect layer; no built structure
ground3,gfx/interface/illustrations/location/ground3/oceanic/oceanic_grassland_ground3_metadata_os2654x440_d0x68.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground3\oceanic\oceanic_grassland_ground3_metadata_os2654x440_d0x68.dds,retained_engine_period_neutral,,,,2654x369,,natural/effect layer; no built structure
ground3,gfx/interface/illustrations/location/ground3/oceanic/oceanic_sparse_ground3_metadata_os2654x440_d0x66.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground3\oceanic\oceanic_sparse_ground3_metadata_os2654x440_d0x66.dds,retained_engine_period_neutral,,,,2654x371,,natural/effect layer; no built structure
ground3,gfx/interface/illustrations/location/ground3/oceanic/oceanic_woods_ground3_metadata_os2654x440_d0x64.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground3\oceanic\oceanic_woods_ground3_metadata_os2654x440_d0x64.dds,retained_engine_period_neutral,,,,2654x372,,natural/effect layer; no built structure
ground3,gfx/interface/illustrations/location/ground3/subtropical/subtropical_forest_ground3_metadata_os2654x440_d0x70.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground3\subtropical\subtropical_forest_ground3_metadata_os2654x440_d0x70.dds,retained_engine_period_neutral,,,,2654x368,,natural/effect layer; no built structure
ground3,gfx/interface/illustrations/location/ground3/subtropical/subtropical_grassland_ground3_metadata_os2654x440_d0x76.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground3\subtropical\subtropical_grassland_ground3_metadata_os2654x440_d0x76.dds,retained_engine_period_neutral,,,,2654x361,,natural/effect layer; no built structure
ground3,gfx/interface/illustrations/location/ground3/subtropical/subtropical_jungle_ground3_metadata_os2654x440_d0x56.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground3\subtropical\subtropical_jungle_ground3_metadata_os2654x440_d0x56.dds,retained_engine_period_neutral,,,,2654x382,,natural/effect layer; no built structure
ground3,gfx/interface/illustrations/location/ground3/subtropical/subtropical_sparse_ground3_metadata_os2654x440_d0x76.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground3\subtropical\subtropical_sparse_ground3_metadata_os2654x440_d0x76.dds,retained_engine_period_neutral,,,,2654x359,,natural/effect layer; no built structure
ground3,gfx/interface/illustrations/location/ground3/subtropical/subtropical_woods_ground3_metadata_os2654x440_d0x74.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground3\subtropical\subtropical_woods_ground3_metadata_os2654x440_d0x74.dds,retained_engine_period_neutral,,,,2654x364,,natural/effect layer; no built structure
ground3,gfx/interface/illustrations/location/ground3/tropical/tropical_forest_ground3_metadata_os2654x440_d0x70.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground3\tropical\tropical_forest_ground3_metadata_os2654x440_d0x70.dds,retained_engine_period_neutral,,,,2654x373,,natural/effect layer; no built structure
ground3,gfx/interface/illustrations/location/ground3/tropical/tropical_grassland_ground3_metadata_os2654x440_d0x70.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground3\tropical\tropical_grassland_ground3_metadata_os2654x440_d0x70.dds,retained_engine_period_neutral,,,,2654x373,,natural/effect layer; no built structure
ground3,gfx/interface/illustrations/location/ground3/tropical/tropical_jungle_ground3_metadata_os2654x440_d0x58.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground3\tropical\tropical_jungle_ground3_metadata_os2654x440_d0x58.dds,retained_engine_period_neutral,,,,2654x382,,natural/effect layer; no built structure
ground3,gfx/interface/illustrations/location/ground3/tropical/tropical_sparse_ground3_metadata_os2654x440_d0x70.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground3\tropical\tropical_sparse_ground3_metadata_os2654x440_d0x70.dds,retained_engine_period_neutral,,,,2654x373,,natural/effect layer; no built structure
ground3,gfx/interface/illustrations/location/ground3/tropical/tropical_woods_ground3_metadata_os2654x440_d0x70.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\ground3\tropical\tropical_woods_ground3_metadata_os2654x440_d0x70.dds,retained_engine_period_neutral,,,,2654x373,,natural/effect layer; no built structure
holy_sites,gfx/interface/illustrations/location/holy_sites/asian/enryakuji_temple_metadata_os5115x848_d2500x200.dds,<GAME_DIR>\game\dlc\D017_sacred_sites_pack\in_game\gfx\interface\illustrations\location\holy_sites\asian\enryakuji_temple_metadata_os5115x848_d2500x200.dds,replaced_ad1,han,religious,main_menu\gfx\interface\illustrations\location\holy_sites\asian\enryakuji_temple_metadata_os5115x848_d2500x200.dds,592x185,1149f790095817528631b1bcdd561134f9e0537432f1835130da7570901fdf2e,generated four-up against exact installed EU5 references
holy_sites,gfx/interface/illustrations/location/holy_sites/asian/temple_confucius_metadata_os5115x848_d2500x125.dds,<GAME_DIR>\game\dlc\D017_sacred_sites_pack\in_game\gfx\interface\illustrations\location\holy_sites\asian\temple_confucius_metadata_os5115x848_d2500x125.dds,replaced_ad1,han,religious,main_menu\gfx\interface\illustrations\location\holy_sites\asian\temple_confucius_metadata_os5115x848_d2500x125.dds,533x190,157f38955920d9741d248b22c17e0125be3fb1a9a396f533fe8e43db828e6af5,generated four-up against exact installed EU5 references
holy_sites,gfx/interface/illustrations/location/holy_sites/aztec/great_pyramid_cholula_metadata_os5115x848_d2000x125.dds,<GAME_DIR>\game\dlc\D017_sacred_sites_pack\in_game\gfx\interface\illustrations\location\holy_sites\aztec\great_pyramid_cholula_metadata_os5115x848_d2000x125.dds,replaced_ad1,mesoamerican,religious,main_menu\gfx\interface\illustrations\location\holy_sites\aztec\great_pyramid_cholula_metadata_os5115x848_d2000x125.dds,990x322,89bf92afa5afabbfd3dd120192411c02037fa913dab421edeaaef5d283dbd82b,generated four-up against exact installed EU5 references
holy_sites,gfx/interface/illustrations/location/holy_sites/deccan/mahabodhi_metadata_os5115x848_d2500x50.dds,<GAME_DIR>\game\dlc\D017_sacred_sites_pack\in_game\gfx\interface\illustrations\location\holy_sites\deccan\mahabodhi_metadata_os5115x848_d2500x50.dds,replaced_ad1,indian,religious,main_menu\gfx\interface\illustrations\location\holy_sites\deccan\mahabodhi_metadata_os5115x848_d2500x50.dds,710x400,9ab254156a996d9b0e06eb7de8562eaec9fd8b0f0b051c7ef1a84983c0434c1b,generated four-up against exact installed EU5 references
