# Review queue only: no row is a game-visible name until it is source-reviewed and added to dynamic_location_name_overrides.csv.
location,vanilla_name,pleiades_title,pleiades_id,feature_types,min_date,max_date,latitude,longitude,offset_px,source
qarasuvbazar,Qarasuvbazar,Neapolis,226695,settlement,-330,300,44.94227,34.12019,2.03,PLE:226695
qasr_shirin,Qasr-e Shirin,[Hulwan]/Valashfarr/Beth Lashpar/Chala/Albania,903043,settlement,-750,1599,34.46511,45.85589,2.84,PLE:903043
qastal,Al Qastal,Qastal,668347,settlement,-30,300,35.14734,37.62474,2.83,PLE:668347
qastal,Al Qastal,Khirbet ed-Douse,668283,settlement,-30,640,35.16491,37.57014,3.07,PLE:668283
qayyarah,Qayyarah,Tell Unuq Jaddala,894157,settlement,-30,300,35.74788,43.03370,2.10,PLE:894157
qayyarah,Qayyarah,Khirbet Jaddala,894023,settlement,-30,300,35.79599,43.01523,3.17,PLE:894023
qirq_yer,Qırq Yer,Stena 1,43240983,"settlement, archaeological-site",-700,2099,44.67502,33.72423,2.41,PLE:43240983
qirq_yer,Qırq Yer,Krasnozorinskoye,226669,settlement,-330,300,44.73249,33.78026,3.10,PLE:226669
qirq_yer,Qırq Yer,Topchikoy,226790,settlement,-330,300,44.74995,33.76669,3.23,PLE:226790
qusayr,Al Qusayr,(Tri)Paradeisos,668393,settlement,-330,300,34.44357,36.59498,0.49,PLE:668393
qusayr,Al Qusayr,Rablê,431124909,settlement,-1000,2100,34.43215,36.54914,1.79,PLE:431124909
rajapur,Rajapur,Toparon?,50308,settlement,-30,300,16.22011,73.58469,2.39,PLE:50308
rander,Rander,Surat,50290,settlement,-30,300,21.18813,72.82255,2.99,PLE:50290
reading,Reading,Spinis,79692,settlement,-30,640,51.41196,-1.34393,0.45,PLE:79692
rhaetian_alps5,rhaetian_alps5,Leucerae,383693,settlement,-30,640,45.85299,9.39003,2.87,PLE:383693
rhaetian_alps6,rhaetian_alps6,Parra,383739,settlement,-750,640,45.87257,9.88791,2.55,PLE:383739
rhodope_mountains2,rhodope_mountains2,Doberos,491573,settlement,-550,640,41.38799,22.75324,3.05,PLE:491573
rijeka,Rijeka,Lauriana,197347,settlement,-30,640,45.29127,14.27584,1.14,PLE:197347
riom,Riom,Corent,138309,"settlement, archaeological-site",-30,640,45.66425,3.18754,2.66,PLE:138309
ripoll,Ripoll,Auso,246212,settlement,-330,2100,41.93023,2.25431,1.09,PLE:246212
ripoll,Ripoll,La Esquerda,128255409,settlement,-2000,640,41.97414,2.31286,3.14,PLE:128255409
rodez,Rodez,Saint-Sernin-sur-Rance,165170193,"sanctuary, settlement-modern, temple-2",-330,2100,43.88479,2.60344,2.87,PLE:165170193
rome,Rome,Vicus Alexandri,423120,"settlement, port",-330,640,41.85275,12.46155,2.58,PLE:423120
rome,Rome,Antemnae,422836,settlement,-750,300,41.93753,12.50066,2.77,PLE:422836
roucy,Roucy,Coucy-lès-Eppes,108912,settlement,-30,640,49.55247,3.76922,2.17,PLE:108912
rovinj,Rovinj,Parentium,197427,settlement,-330,2100,45.22735,13.59490,2.28,PLE:197427
rusafa,Al-Rusafa,[Girsu]/Tello(h),912855,"settlement, archaeological-site",-6500,2100,31.56039,46.17764,2.45,PLE:912855
safranbolu,Taraklıborglu,*Kimista,844983,settlement,-30,300,40.98429,32.58546,0.95,PLE:844983
safranbolu,Taraklıborglu,*Karza,844973,settlement,-30,300,40.99601,32.52445,2.84,PLE:844973
safranbolu,Taraklıborglu,*Endeira,844916,settlement,-30,300,40.96765,32.63857,3.12,PLE:844916
saint_avold,Saint-Avold,Grostenquin,109021,settlement,-30,300,48.97980,6.73842,2.04,PLE:109021
saint_malo,Saint-Malo,Iffendic,69517,settlement,-30,300,48.12907,-2.03210,2.54,PLE:69517
sale,Salé,Khedis,275651,settlement,-30,300,33.98940,-6.76337,1.57,PLE:275651
sanlucar,Sanlúcar de Barrameda,Ceret,256091,settlement,-330,1453,36.68662,-6.13734,3.10,PLE:256091
sanlucar_la_mayor,Sanlúcar la Mayor,Olontigi,256339,settlement,-330,300,37.30518,-6.24839,0.69,PLE:256339
sansevero,San Severo,Teanum Apulum,442815,settlement,-330,640,41.73937,15.26128,1.49,PLE:442815
santangelo,Sant'Angelo dei Lombardi,Piano dei Tivoli,442716,"sanctuary, settlement",-330,1999,40.93002,15.24378,2.71,PLE:442716
santangelo,Sant'Angelo dei Lombardi,Carife,442528,settlement,-550,1999,41.02735,15.20984,3.23,PLE:442528
santarcangelo,Sant'Arcangelo,Noepoli,452392,settlement,-750,1999,40.08781,16.33064,0.73,PLE:452392
santarcangelo,Sant'Arcangelo,Cersosimo,452298,"fortified-settlement, settlement",-550,1999,40.04380,16.35412,2.14,PLE:452298
santiago_compostela,Santiago de Compostela,Turris Augusti,236698,settlement,-30,300,42.67660,-8.72578,1.46,PLE:236698
sbiba,Sbiba,Untitled,208943535,"settlement, unlabeled",-30,300,35.21856,9.07456,0.17,PLE:208943535
sbiba,Sbiba,Sufetula,324816,"settlement, archaeological-site",-30,1599,35.24103,9.11899,2.31,PLE:324816
sbiba_mountain,Aures Mountains,Untitled,208942554,"settlement, feature",-30,640,35.07248,7.81699,2.86,PLE:208942554
scalea,Scalea,Laos/Lavinium?,452361,settlement,-750,1999,39.76670,15.82983,2.48,PLE:452361
scalea,Scalea,Cerilli,452296,settlement,-330,640,39.71563,15.81034,2.60,PLE:452296
schesslitz,Schesslitz,Altendorf,118558,settlement,-30,300,49.79975,11.01380,1.84,PLE:118558
schesslitz,Schesslitz,Hirschaid,118743,settlement,-30,300,49.81690,10.98917,2.01,PLE:118743
schleusingen,Schleusingen,Henfstädt,118738,settlement,-330,640,50.51662,10.58853,1.46,PLE:118738
sea_galilee,Sea of Galilee,Tiberias,678431,settlement,-30,640,32.78769,35.54229,1.03,PLE:678431
sea_galilee,Sea of Galilee,Beth Maon,678062,settlement,-30,640,32.78261,35.51499,2.02,PLE:678062
sea_galilee,Sea of Galilee,Magdala/Taricheai,678272,settlement,-330,640,32.81449,35.52058,2.90,PLE:678272
sea_galilee,Sea of Galilee,Arbela,678029,settlement,-330,300,32.80706,35.50487,3.08,PLE:678029
sebkhat_kelbia,Sebkhat Kelbia,Untitled,208943114,"settlement, unlabeled",-30,300,35.51443,10.28546,2.02,PLE:208943114
sebkhat_sokhna,Sebkhat Sokhna,Untitled,208943181,"settlement, feature",-30,640,35.55924,5.75604,1.40,PLE:208943181
sebkhat_zehrez_gharbi,Sebkhat Zehrez Gharbi,Charef,334529,settlement,-30,300,34.61640,2.79978,2.84,PLE:334529
sejnane,Sejnane,Henchir-Negachia,315015,settlement,-30,640,36.83450,9.25602,1.34,PLE:315015
sejnane,Sejnane,*Thunigaba,315225,settlement,-30,640,36.87317,9.21268,2.90,PLE:315225
senlis,Senlis,Litanobriga?,109116,settlement,-30,2100,49.24817,2.43047,2.28,PLE:109116
serres,Sérres,Terpni/Paliokastro,114689183,"settlement, archaeological-site",-30,2099,40.90530,23.44595,1.83,PLE:114689183
serres,Sérres,Nikoklei,491673,settlement,-30,300,40.93498,23.42397,2.48,PLE:491673
serres,Sérres,Kapatsi,491629,settlement,-30,300,40.94824,23.40369,3.19,PLE:491629
setubal,Setúbal,Tróia,256485,"production, settlement",-30,640,38.48630,-8.88460,1.40,PLE:256485
setubal,Setúbal,Caetobriga,256040,settlement,-750,640,38.52451,-8.89307,2.12,PLE:256040
severin,Severin,Drobeta,207100,settlement,-30,640,44.62927,22.65717,2.81,PLE:207100
sfaqes,Sfaqes,Macomades Minores/Iunci,324772,settlement,-330,640,34.52586,10.49732,3.13,PLE:324772
sharuna,Sharuna,Tholthis,737087,settlement,-330,640,28.85006,30.82726,1.24,PLE:737087
sharuna,Sharuna,Isieion Kato,736930,settlement,-30,640,28.85960,30.84296,2.15,PLE:736930
sharuna,Sharuna,Psebthonembe,737020,settlement,-330,300,28.82528,30.85306,2.40,PLE:737020
sharuna,Sharuna,Talao,737064,settlement,-330,640,28.86996,30.85001,2.78,PLE:737064
shtip,Štip,Stobi,491731,settlement,-330,640,41.55233,21.97440,1.24,PLE:491731
shushtar,Shūshtar,Rostag Kavad/[Askar Mukram],912927,settlement,-30,640,31.65750,48.88096,3.21,PLE:912927
sialkot,Sialkot,Euthymedeia/Sangala,59812,settlement,-330,300,32.23820,74.54154,2.50,PLE:59812
sinj,Sinj,*Osinium,197423,settlement,-30,640,43.70190,16.63790,2.35,PLE:197423
sisteron,Sisteron,L’Escale,157849,settlement,-330,2100,44.08448,6.02532,2.81,PLE:157849
sivrihisar,Sivrihisar,Pessinous/Iustinianoupolis,609500,settlement,-330,2100,39.33288,31.58356,2.17,PLE:609500
soma,Soma,Kamai,550612,settlement,-30,300,38.95652,27.52382,2.71,PLE:550612
southern_apennines,southern_apennines,Muranum,452386,settlement,-30,640,39.84284,16.13737,0.82,PLE:452386
southern_apennines,southern_apennines,Castrovillari,452294,settlement,-750,1999,39.81247,16.20257,2.92,PLE:452294
sredets,Sredets,Alino,481712,settlement,-30,640,42.40196,23.38310,3.15,PLE:481712
st_aignan,Saint-Aignan,Leprosum,138416,settlement,-330,640,46.97412,1.61362,2.74,PLE:138416
st_ambroix,Saint-Ambroix,*Briginnum?,148024,settlement,-550,300,43.98566,4.20705,1.73,PLE:148024
stafford,Stafford,Pennocrucium,79638,"fort-2, settlement",-30,640,52.69398,-2.14552,1.27,PLE:79638
strait_kerch,Strait of Kerch,Akra,854663,"settlement, archaeological-site",-550,2099,45.13328,36.42413,2.97,PLE:854663
strumica,Strumica,(E)Idomene,491586,settlement,-550,640,41.27747,22.49371,1.22,PLE:491586
strumica,Strumica,Pirava,491699,settlement,-30,640,41.33215,22.53298,2.64,PLE:491699
strumica,Strumica,Kazandol,491634,settlement,-30,300,41.28356,22.57000,2.91,PLE:491634
strymonian_gulf,Strymonian Gulf,Thyssos,501643,settlement,-550,300,40.28802,24.15867,0.96,PLE:501643
sughar,Sughar,Thamara?,688039,settlement,-30,640,30.81574,35.23762,1.94,PLE:688039
surat,Surat,Nagdhara,50154,settlement,-30,300,20.92161,73.09077,1.50,PLE:50154
susaco,Susaco,Torikos/Pagras Limen/Heptalou Limen,825407,"settlement, port",-750,640,44.56817,38.02373,0.86,PLE:825407
susaco,Susaco,Ashamba 2,825229,settlement,-330,640,44.59375,38.00822,2.54,PLE:825229
suwayda,As Suwayda,*Airita,678008,settlement,-30,640,32.88993,36.48140,3.00,PLE:678008
tabarka,Tabarka,Untitled,208942372,settlement,-30,300,36.58186,8.82781,2.85,PLE:208942372
tabarka,Tabarka,Untitled,208942379,"settlement, unlabeled",-30,300,36.56249,8.94675,3.23,PLE:208942379
tablat,Tablat,Untitled,208942963,"settlement, feature",-30,640,35.97147,3.29838,2.83,PLE:208942963
tabuk_arabia,Tabūk,Baclanaza,814662,settlement,-1200,2000,28.38805,36.57275,3.09,PLE:814662
tancarville,Tancarville,Iuliobona,109069,settlement,-30,2100,49.51961,0.53567,1.60,PLE:109069
tarascon,Tarascon,Fossae Marianae?,148084,"canal, settlement",-330,300,43.43771,4.94453,1.55,PLE:148084
tarascon,Tarascon,St-Blaise,148178,settlement,-750,2100,43.46300,4.98182,2.99,PLE:148178
tavira,Tavira,Quinta do Trindade,256392,settlement,-30,640,37.12373,-7.68770,1.72,PLE:256392
tazroute,Tazroute,el Adeb,275578,settlement,-30,640,35.15000,-5.96000,3.04,PLE:275578
tebessa,Tébessa,Untitled,208942559,"settlement, feature",-30,640,35.14656,7.95582,2.38,PLE:208942559
tebessa,Tébessa,Untitled,208942561,"settlement, feature",-30,640,35.17221,7.93368,2.84,PLE:208942561
tebourba,Tebourba,Pagus Fortunalis,315103,settlement,-30,300,36.61089,9.95453,1.59,PLE:315103
tebourba,Tebourba,Sutunurca,315181,settlement,-330,300,36.58130,9.98367,1.84,PLE:315181
tedelles,Tedelles,el Biar,295227,settlement,-30,300,36.52274,3.88812,3.06,PLE:295227
tekouch,Tekouch,Aquae Thibilitanae,305030,"settlement, settlement-modern",-30,640,36.45987,7.27013,1.40,PLE:305030
terrassa,Terrassa,Col. Barcino,246343,"settlement, amphitheatre",-30,2100,41.38791,2.16991,3.12,PLE:246343
tessala,Tessala,Kaputtasaccora,285456,settlement,-30,300,34.94730,-0.71949,2.81,PLE:285456
thermaic_gulf,Thermaic Gulf,Eurymenai,540784,"settlement, settlement-modern",-330,2099,39.83321,22.79224,3.20,PLE:540784
thionville,Thionville,Yutz,109468,settlement,-30,2100,49.35569,6.19285,0.43,PLE:109468
thionville,Thionville,Florange-Daspich,108984,settlement,-30,2100,49.33065,6.13473,2.76,PLE:108984
thoire,Thoire,*Brioratis,167693,settlement,-30,640,45.78221,5.45929,2.81,PLE:167693
tiffech,Tīffech,Untitled,208942616,"settlement, feature",-30,640,35.68776,7.38145,2.04,PLE:208942616
tiffech,Tīffech,Untitled,208942613,"settlement, feature",-30,640,35.65320,7.33062,2.41,PLE:208942613
tiffech,Tīffech,Untitled,208942612,"settlement, feature",-30,640,35.72688,7.29330,2.83,PLE:208942612
tijis,Tijis,Untitled,208942785,"settlement, feature",-30,640,35.70519,6.73907,2.26,PLE:208942785
tivoli,Tivoli,Montelibretti,413212,settlement,-750,1999,42.13540,12.73812,2.92,PLE:413212
tolmezzo,Tolmezzo,Castelraimondo,187340,settlement,-330,640,46.22394,12.97374,2.45,PLE:187340
tolosa,Tolosa,Alba,246153,settlement,-30,640,42.85604,-2.29095,3.01,PLE:246153
tomar,Tomar,Tubucci,256486,settlement,-30,300,39.44554,-8.28126,1.30,PLE:256486
tortona,Tortona,Libarna,383694,settlement,-550,640,44.71489,8.86106,2.85,PLE:383694
tournai,Tournai,Turnacum,109398,settlement,-30,2100,50.60568,3.38829,2.25,PLE:109398
trikala,Tríkala,Phaika,541031,settlement,-330,300,39.52520,21.62821,1.97,PLE:541031
tripolitsa,Tripolitsá,Oresthasion,570536,settlement,-550,300,37.34599,22.20651,0.94,PLE:570536
tripolitsa,Tripolitsá,Aphrodision,570093,settlement,-750,300,37.38737,22.21822,1.76,PLE:570093
tripolitsa,Tripolitsá,Athenaion (settlement),570137,settlement,-550,2099,37.39300,22.24400,2.36,PLE:570137
tripolitsa,Tripolitsá,Eutaia,570249,settlement,-550,300,37.37170,22.28526,3.11,PLE:570249
troyes,Troyes,Augustobona,108775,settlement,-30,2100,48.29747,4.07481,2.49,PLE:108775
tulcea,Tulcea,Gratiana?,226611,settlement,-330,640,45.03664,29.16174,2.48,PLE:226611
tulcea,Tulcea,Halmyris?,226617,"settlement, fort",-30,640,45.02469,29.19734,3.22,PLE:226617
uluborlu,Uluborlu,*Plinnena,639064,settlement,-30,300,38.04714,30.35474,2.11,PLE:639064
uzes,Uzès,Rhodanousia,148167,settlement,-550,2100,43.68329,4.43307,2.28,PLE:148167
valenciennes,Valenciennes,Fanum Martis,108977,settlement,-30,2100,50.31186,3.51783,1.03,PLE:108977
velletri,Velletri,S. Gennaro,423044,settlement,-30,1999,41.68346,12.72048,1.82,PLE:423044
velletri,Velletri,Velitrae,423117,settlement,-750,640,41.68743,12.77721,2.05,PLE:423117
velletri,Velletri,Lanuvium,422956,settlement,-750,640,41.67470,12.69759,2.88,PLE:422956
velletri,Velletri,Aricia,422844,settlement,-750,2100,41.72140,12.67335,3.21,PLE:422844
vercors_massif,Vercors Massif,Lucus Augusti,167815,settlement,-30,640,44.61573,5.45142,1.78,PLE:167815
vertus,Vertus,Morains,109175,settlement,-30,640,48.81237,3.99249,3.04,PLE:109175
vic,Vic,Lauro,246463,settlement,-330,640,41.64788,2.29822,1.54,PLE:246463
villanueva_de_la_serena,Villanueva de la Serena,Iulipa,256236,settlement,-330,300,38.64967,-5.65701,1.68,PLE:256236
villars,Villars,Ad VIII,167621,"station, settlement-modern",-30,2099,45.56130,5.02050,2.93,PLE:167621
villefranche,Villefranche,Albiga,246155,settlement,-30,2100,43.92838,2.14450,2.50,PLE:246155
viterbo,Viterbo,Gran Carro (Bolsena),943717699,settlement,-2000,2099,42.59156,11.99515,1.82,PLE:943717699
viterbo,Viterbo,Mons Faliscorum,587180153,settlement,-750,2099,42.54028,12.03694,2.25,PLE:587180153
vitoria,Vitoria,Vetrusa,246738,settlement,-330,300,42.68245,-2.86042,1.00,PLE:246738
vitoria,Vitoria,La Ermita,246385,settlement,-330,300,42.65998,-2.87936,2.69,PLE:246385
vitoria,Vitoria,Deobriga,246365,settlement,-30,640,42.70790,-2.91202,3.09,PLE:246365
vizianagaram,Vizianagaram,Gumada,49992,settlement,-30,300,17.90034,83.40706,0.78,PLE:49992
volterra,Volterra,Velathri/Volaterrae,403292,"urban, settlement",-750,2100,43.40160,10.86006,1.26,PLE:403292
vyskov,Vyškov,Borkovany,128366,settlement,-30,1999,49.02835,16.81032,2.85,PLE:128366
walden,Walden,Great Chesterford,79488,"fort-2, settlement",-30,2099,52.06620,0.19132,2.68,PLE:79488
weilheim,Weilheim,Oberammergau,187493,settlement,-330,300,47.59589,11.06560,2.98,PLE:187493
west_taurus_2,Western Taurus,Pharax,648735,settlement,-30,640,36.63160,32.62419,3.00,PLE:648735
west_taurus_2,Western Taurus,Sariveliler,648763,settlement,-30,640,36.69764,32.64005,3.24,PLE:648763
west_taurus_3,Western Taurus,Kasai,638904,settlement,-30,640,36.84959,31.95985,1.73,PLE:638904
western_ghats_bombay,western_ghats_bombay,Junnar,50012,settlement,-30,300,19.20886,73.88351,1.79,PLE:50012
winklern,Winklern,Oberdrauburg,187494,settlement,-330,1999,46.74867,12.97117,2.74,PLE:187494
xylokastro,Xylókastro,Kaphyai,570329,"settlement, archaeological-site",-10000,1999,37.76440,22.25790,2.79,PLE:570329
yellel,Yellel,Oued Haddad,285498,settlement,-30,300,35.37861,0.52580,2.83,PLE:285498
yenicepazari,Yenicepazarı,Kavacik,844977,settlement,-30,300,40.99860,32.13440,3.09,PLE:844977
yuksekkum,Köyceğiz,Kalynda,638891,settlement,-550,2099,36.75065,28.83586,2.74,PLE:638891
zadar,Zadar,Iader,197312,"urban, settlement, port, plaza",-330,2100,44.11550,15.22378,3.09,PLE:197312
zadian,Zadian,Toprakkale,971894,"settlement, archaeological-site",-330,640,37.03741,67.18108,2.14,PLE:971894
zalavar,Zalavár,Volgum,197585,"fortified-settlement, fort-2, fort",-30,640,46.71147,17.24613,2.95,PLE:197585
zetounion,Zetoúnion,Drymaia,540743,settlement,-750,640,38.70616,22.54099,2.62,PLE:540743
zetounion,Zetoúnion,Kytinion,540899,settlement,-550,300,38.71539,22.50877,3.08,PLE:540899
zimnicea,Zimnicea,Novae,216899,"fort-2, settlement",-30,1999,43.61303,25.39399,1.58,PLE:216899
zweibrucken,Zweibrücken,Blickweiler,108814,settlement,-30,300,49.21275,7.25178,2.45,PLE:108814
