section,key,location,parent,size_thousands,share_percent,source,confidence,note
global_culture,antq_kangju,,world,184.333,0.080,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_vaccaean,,world,179.791,0.078,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_ceutronian,,world,179.254,0.078,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_petrocorian,,world,175.791,0.076,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_colima_coahuayana,,world,175.591,0.076,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_carian,,world,175.355,0.076,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_tamtoc_panuco,,world,174.310,0.076,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_bastetan,,world,173.490,0.075,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_aulerci_cenomanian,,world,172.324,0.075,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_yanqi_oasis,,world,172.149,0.075,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_chupicuaro_bajio,,world,171.419,0.075,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_paphlagonian,,world,169.392,0.074,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_bellovacian,,world,168.607,0.073,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_vocontian,,world,168.503,0.073,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_vasconian,,world,167.014,0.073,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_new_guinean,,world,166.400,0.072,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_cadurcian,,world,166.108,0.072,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_micronesian,,world,165.457,0.072,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_helvian,,world,164.245,0.071,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_basin_south_lake,,world,163.796,0.071,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_henetian,,world,161.349,0.070,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_arjunayana_prakrit,,world,160.997,0.070,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_kashgar_oasis,,world,160.076,0.070,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_brigantian,,world,158.882,0.069,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_elusatian,,world,158.117,0.069,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_mysian,,world,158.093,0.069,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_doyang_dhansiri,,world,156.847,0.068,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_coriosolitan,,world,156.285,0.068,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_corieltauvian,,world,155.816,0.068,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_northern_horn_coastal,,world,154.851,0.067,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_ancestral_sonoran_desert,,world,153.494,0.067,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_gulf_lowland_sierra,,world,152.943,0.066,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_drichu_highland,,world,152.838,0.066,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_guerrero_pacific,,world,152.393,0.066,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_upper_brahmaputra,,world,152.086,0.066,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_bastar_megalithic,,world,149.545,0.065,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_elisycean,,world,148.110,0.064,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_austronesian,,world,146.994,0.064,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_epi_olmec,,world,146.723,0.064,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_lacetanian,,world,145.579,0.063,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_cheruscan,,world,144.471,0.063,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_rewa_kantha,,world,144.199,0.063,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_morinian,,world,143.211,0.062,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_bracaran,,world,143.200,0.062,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_bithynian,,world,142.192,0.062,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_suessionian,,world,142.000,0.062,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_remian,,world,140.996,0.061,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_oaxaca_northwest_highland,,world,140.162,0.061,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_convenian,,world,140.103,0.061,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_brushed_pottery_baltic,,world,138.555,0.060,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_dobunnic,,world,136.069,0.059,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_qiang,,world,135.807,0.059,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_gur,,world,134.564,0.059,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_gigurrian,,world,134.402,0.058,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_ambarrian,,world,133.522,0.058,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_carmanian,,world,133.280,0.058,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_mariandynian,,world,131.469,0.057,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_turmodigian,,world,131.409,0.057,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_bigerrionian,,world,130.999,0.057,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_sa_huynh,,world,130.709,0.057,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_asturian,,world,130.274,0.057,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_catuvellaunian,,world,129.249,0.056,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_quadi,,world,128.050,0.056,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_cantabrian,,world,127.869,0.056,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_getic,,world,127.636,0.055,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_treverian,,world,126.953,0.055,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_zarubintsy,,world,126.146,0.055,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_cabalian,,world,125.800,0.055,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_viromanduian,,world,124.683,0.054,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_akan_forest,,world,123.928,0.054,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_khasi_jaintia_highland,,world,123.838,0.054,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_aksu_oasis,,world,123.650,0.054,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_dentheletian,,world,123.187,0.054,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_patzcuaro_highland,,world,123.141,0.054,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_cavaric,,world,122.045,0.053,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_istvaeonic,,world,120.642,0.052,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_chattic,,world,120.050,0.052,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_indigetan,,world,119.896,0.052,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_chorasmian,,world,119.567,0.052,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_ausetanian,,world,118.920,0.052,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_taulantian,,world,118.651,0.052,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_bastulian,,world,115.533,0.050,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_aulerci_diablintian,,world,113.824,0.049,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_przeworsk,,world,113.679,0.049,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_ambianian,,world,112.377,0.049,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_semnonic,,world,111.767,0.049,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_leucian,,world,111.457,0.048,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_paeonian,,world,111.306,0.048,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_maedian,,world,110.957,0.048,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_arakan_littoral,,world,110.816,0.048,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_breucian,,world,110.106,0.048,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_mediomatrician,,world,110.098,0.048,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_dingling,,world,108.529,0.047,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_soanian,,world,108.501,0.047,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_further_jushi,,world,107.516,0.047,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_celtician,,world,106.855,0.046,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_dumnonian,,world,105.656,0.046,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_nitiobrigian,,world,101.723,0.044,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_limican,,world,101.453,0.044,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_galatian_tectosagian,,world,100.740,0.044,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_ruvuma_lurio,,world,99.821,0.043,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_lycaonian,,world,99.720,0.043,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_oretan,,world,98.666,0.043,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_olcadian,,world,97.317,0.042,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_eastern_plateau_corridor,,world,96.880,0.042,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_turpan_oasis,,world,95.853,0.042,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_atico_caraveli,,world,95.201,0.041,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_dardanian,,world,94.645,0.041,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_dnieper_dvina,,world,92.257,0.040,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_aquitanian,,world,91.939,0.040,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_mezcala_balsas_preurban,,world,91.769,0.040,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_gabalian,,world,91.299,0.040,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_venetian,,world,91.052,0.040,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_zhangzhung,,world,88.376,0.038,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_lydian,,world,87.194,0.038,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_tolistobogian,,world,86.949,0.038,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_suessetanian,,world,85.173,0.037,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_samad,,world,83.601,0.036,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_sumpa,,world,83.121,0.036,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_autrigonian,,world,82.822,0.036,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_pisidian,,world,82.357,0.036,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_venedi,,world,82.056,0.036,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_yarkand_oasis,,world,81.123,0.035,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_nervian,,world,80.281,0.035,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_trocmian,,world,79.717,0.035,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_lelang_gojoseon,,world,79.539,0.035,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_british_belgic,,world,78.944,0.034,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_tarbellian,,world,78.142,0.034,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_vicus,,world,77.862,0.034,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_batavian,,world,77.625,0.034,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_pelagonian,,world,77.407,0.034,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_artabrian,,world,76.709,0.033,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_edetan,,world,76.170,0.033,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_carib,,world,75.000,0.033,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_tupi,,world,75.000,0.033,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_vardulian,,world,73.859,0.032,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_wadai_plateau,,world,73.839,0.032,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_british_atrebatic,,world,73.567,0.032,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_jalisco_zacatecas_highland,,world,73.099,0.032,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_gothic,,world,72.778,0.032,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_eblanian,,world,71.953,0.031,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_contestanian,,world,71.178,0.031,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_consorannian,,world,70.980,0.031,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_lycian,,world,70.384,0.031,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_qiemo_oasis,,world,69.572,0.030,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_trinovantian,,world,69.516,0.030,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_cynetan,,world,69.512,0.030,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_qamdo_corridor,,world,68.044,0.030,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_ceretanian,,world,67.861,0.030,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_monyul_highland,,world,67.822,0.029,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_lipita,,world,67.319,0.029,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_british_cornovian,,world,67.278,0.029,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_luggonian,,world,66.230,0.029,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_votadinian,,world,65.919,0.029,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_vettonian,,world,65.829,0.029,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_novantaean,,world,65.469,0.028,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_regnian,,world,65.336,0.028,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_paesician,,world,65.005,0.028,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_moesian,,world,64.975,0.028,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_turdulian,,world,64.968,0.028,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_phrygian,,world,63.533,0.028,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_west_lithuanian_circle,,world,61.782,0.027,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_lyncestian,,world,61.761,0.027,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_alan,,world,61.577,0.027,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_mande,,world,60.529,0.026,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_western_sahel,,world,59.756,0.026,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_yancai_aorsi,,world,59.572,0.026,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_upper_mekong_upland,,world,58.645,0.025,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_ardiaean,,world,58.256,0.025,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_pamphylian,,world,55.660,0.024,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_iacetanian,,world,55.651,0.024,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_cantiacian,,world,55.092,0.024,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_silurian,,world,54.979,0.024,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_upper_utcubamba,,world,54.767,0.024,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_iapodian,,world,54.410,0.024,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_caristian,,world,54.096,0.024,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_late_dyakovo,,world,53.834,0.023,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_scordiscan,,world,53.231,0.023,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_gobir_tarka,,world,53.144,0.023,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_triballian,,world,53.015,0.023,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_ilergetian,,world,52.714,0.023,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_angrivarian,,world,52.528,0.023,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_parthinian,,world,52.424,0.023,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_zamfara_plateau,,world,52.110,0.023,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_kebbi_river,,world,52.079,0.023,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_aestian,,world,51.922,0.023,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_khotan_oasis,,world,51.630,0.022,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_bellian,,world,50.759,0.022,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_liburnian_culture,,world,50.613,0.022,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_dnieper_venedi,,world,50.609,0.022,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_early_tarand,,world,50.113,0.022,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_middle_amur_poltsian,,world,49.516,0.022,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_sikkim_foothill,,world,48.929,0.021,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_arian,,world,48.770,0.021,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_limpopo_hunter_herder,,world,48.717,0.021,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_orestian,,world,48.465,0.021,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_central_tsangpo,,world,48.049,0.021,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_frisian,,world,47.650,0.021,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_west_balt_barrows,,world,47.536,0.021,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_sadiya_foothill,,world,47.027,0.020,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_ordovician,,world,46.773,0.020,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_central_jalisco_teuchitlan,,world,46.565,0.020,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_gorodets,,world,46.405,0.020,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_demetian,,world,45.970,0.020,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_delmatian,,world,45.410,0.020,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_autariatan,,world,44.835,0.019,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_altai_xiongnu_contact,,world,44.725,0.019,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_katsina_plain,,world,44.350,0.019,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_enchelean,,world,42.394,0.018,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_upper_salween_shweli,,world,42.107,0.018,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_southern_jalisco_basin,,world,41.841,0.018,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_pleraean,,world,41.294,0.018,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_homonadean,,world,40.904,0.018,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_kok_ing_nan_iron_age,,world,40.039,0.017,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_kucha_oasis,,world,40.000,0.017,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_nabataean_arab,,world,40.000,0.017,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_burian,,world,39.897,0.017,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_vandalic,,world,38.752,0.017,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_durotrigian,,world,38.375,0.017,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_cataonian,,world,38.007,0.017,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_saryarka_late_iron,,world,37.271,0.016,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_usdiaean,,world,36.661,0.016,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_british_parisian,,world,36.329,0.016,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_sedetanian,,world,35.682,0.016,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_western_tsang,,world,34.691,0.015,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_varinian,,world,34.060,0.015,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_yilou,,world,34.016,0.015,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_selgovaean,,world,33.471,0.015,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_bructerian,,world,31.892,0.014,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_ping_wang_iron_age,,world,31.323,0.014,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_avionian,,world,30.852,0.013,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_carvetian,,world,30.502,0.013,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_striated_pottery_neman,,world,29.481,0.013,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_imphal_valley,,world,29.312,0.013,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_central_vietnam_highland,,world,29.032,0.013,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_lusonian,,world,28.924,0.013,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_caulcian,,world,28.526,0.012,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_gamabrivian,,world,28.229,0.012,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_caucian,,world,28.111,0.012,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_manapian,,world,27.829,0.012,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_scythian,,world,27.606,0.012,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_southern_plateau_corridor,,world,26.903,0.012,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_manila_bay_laguna,,world,25.567,0.011,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_damnonian,,world,25.397,0.011,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_lower_amur_estuary,,world,25.108,0.011,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_sugambrian,,world,24.320,0.011,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_nilotic,,world,24.003,0.010,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_patkai_upper_irrawaddy,,world,23.735,0.010,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_late_dyakovo_north,,world,23.713,0.010,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_chattuarian,,world,23.695,0.010,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_sargat,,world,23.221,0.010,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_pyanobor,,world,23.057,0.010,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_veniconian,,world,22.757,0.010,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_helisian,,world,22.394,0.010,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_suardonian,,world,22.187,0.010,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_voluntian,,world,22.169,0.010,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_puli_highland,,world,22.121,0.010,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_hami_oasis,,world,22.055,0.010,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_banjar_paser,,world,22.004,0.010,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_caledonian,,world,21.627,0.009,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_darinian,,world,21.487,0.009,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_chaucian,,world,20.810,0.009,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_ivernian,,world,20.763,0.009,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_nayarit_shaft_tomb,,world,20.161,0.009,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_langobardic,,world,19.954,0.009,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_gutonian,,world,19.667,0.009,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_striated_pottery_north,,world,19.453,0.008,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_kengtung_basin,,world,19.423,0.008,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_cimbric,,world,19.415,0.008,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_moyobamba_foothill,,world,19.327,0.008,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_adena_woodland,,world,19.097,0.008,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_marsignian,,world,18.036,0.008,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_nuithonian,,world,17.862,0.008,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_epidian,,world,17.806,0.008,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_anglian,,world,17.153,0.007,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_campsian,,world,17.020,0.007,generated-cross-table,audit,Generated AD 1 base-pop total
global_culture,antq_mugilonian,,world,16.653,0.007,generated-cross-table,audit,Generated AD 1 base-pop total
