location,culture,historical_name,source,confidence,note
mecca,antq_arab,Macoraba,PLE:29652;PLN:29652/macoraba;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 29652/macoraba; nearest installed city field at 2.08px; lower-confidence map proxy.
medina_sidonia,antq_turdetanian,Baesippo,PLE:256007;PLN:256007/baesippo;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 256007/baesippo; nearest installed city field at 2.78px; lower-confidence map proxy.
medjez_el_bab,antq_phoenician_punic,Tapphugabensis,PLE:315185;PLN:315185/tapphugabensis;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 315185/tapphugabensis; nearest installed city field at 2.34px; lower-confidence map proxy.
megri,antq_carian,Pinara,PLE:639058;PLN:639058/pinara;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 639058/pinara; nearest installed city field at 2.66px; lower-confidence map proxy.
milas,antq_ionian,Karyanda,PLE:599693;PLN:599693/karyanda;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 599693/karyanda; nearest installed city field at 3.00px; lower-confidence map proxy.
minbya,antq_mon,Sada,PLE:50243;PLN:50243/sada;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 50243/sada; nearest installed city field at 2.33px; lower-confidence map proxy.
mistretta,antq_greek_koine,Imáchara,PLE:462259;PLN:462259/imachara;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 462259/imachara; nearest installed city field at 3.03px; lower-confidence map proxy.
monforte_de_lemos,antq_gallaecian,Aurium,PLE:236357;PLN:236357/aurium;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 236357/aurium; nearest installed city field at 2.23px; lower-confidence map proxy.
montefeltro,antq_cisalpine_gallic,Monteferetra,PLE:413210;PLN:413210/monteferetra;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 413210/monteferetra; nearest installed city field at 2.78px; lower-confidence map proxy.
monza,antq_cisalpine_gallic,Modicia,PLE:383711;PLN:383711/modicia;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 383711/modicia; nearest installed city field at 2.93px; lower-confidence map proxy.
mullheim,antq_suebian,Col. Augusta Raurica,PLE:177494;PLN:177494/col-augusta-raurica;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 177494/col-augusta-raurica; nearest installed city field at 1.70px; lower-confidence map proxy.
nabeul,antq_phoenician_punic,Pupput,PLE:315121;PLN:315121/pupput;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 315121/pupput; nearest installed city field at 2.51px; lower-confidence map proxy.
nablus,antq_judean,Akraba,PLE:687820;PLN:687820/akraba;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 687820/akraba; nearest installed city field at 2.74px; lower-confidence map proxy.
nafpaktos,antq_greek_koine,Patrae,PLE:570567;PLN:570567/patrae;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 570567/patrae; nearest installed city field at 2.16px; lower-confidence map proxy.
narni,antq_oscan_umbrian,Carsulae,PLE:413065;PLN:413065/carsulae;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 413065/carsulae; nearest installed city field at 2.83px; lower-confidence map proxy.
nazilli,antq_ionian,Bargasa,PLE:599548;PLN:599548/bargasa;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 599548/bargasa; nearest installed city field at 3.15px; lower-confidence map proxy.
nicosia_cyp,antq_aramaic,Tamassos,PLE:707628;PLN:707628/tamassos;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 707628/tamassos; nearest installed city field at 2.61px; lower-confidence map proxy.
niksar,antq_macronian,Syderos,PLE:857339;PLN:857339/syderos;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 857339/syderos; nearest installed city field at 2.85px; lower-confidence map proxy.
nontron,antq_lemovician,Vesunna,PLE:138650;PLN:138650/vesunna;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 138650/vesunna; nearest installed city field at 2.87px; lower-confidence map proxy.
olvera,antq_turdetanian,Cilpe,PLE:256107;PLN:256107/cilpe;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 256107/cilpe; nearest installed city field at 2.17px; lower-confidence map proxy.
ornans,antq_sequanian,Ariorica,PLE:177453;PLN:177453/ariorica;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 177453/ariorica; nearest installed city field at 2.38px; lower-confidence map proxy.
osuna,antq_turdetanian,Irni,PLE:256230;PLN:256230/irni;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 256230/irni; nearest installed city field at 2.35px; lower-confidence map proxy.
palma_del_rio,antq_turdetanian,Celti,PLE:256089;PLN:256089/celti;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 256089/celti; nearest installed city field at 2.32px; lower-confidence map proxy.
perreux,antq_segusiavian,Forum Segusiavorum,PLE:167771;PLN:167771/forum-segusiavorum;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 167771/forum-segusiavorum; nearest installed city field at 2.06px; lower-confidence map proxy.
pertek,antq_armenian,Anzita,PLE:874327;PLN:874327/anzita;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 874327/anzita; nearest installed city field at 2.94px; lower-confidence map proxy.
pieve,antq_venetic,Pagus Laebactium,PLE:187503;PLN:187503/pagus-laebactium;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 187503/pagus-laebactium; nearest installed city field at 2.75px; lower-confidence map proxy.
pinar,antq_bastetan,Iliberri,PLE:265921;PLN:265921/iliberri;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 265921/iliberri; nearest installed city field at 2.76px; lower-confidence map proxy.
podgorica,antq_pleraean,Meteon,PLE:481914;PLN:481914/meteon;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 481914/meteon; nearest installed city field at 1.94px; lower-confidence map proxy.
polygyros,antq_macedonian,Aphytis,PLE:491525;PLN:491525/aphytis;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 491525/aphytis; nearest installed city field at 3.19px; lower-confidence map proxy.
pontikokastro,antq_greek_koine,Samia,PLE:570653;PLN:570653/samia;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 570653/samia; nearest installed city field at 2.06px; lower-confidence map proxy.
prilep,antq_pelagonian,Bryanion,PLE:481773;PLN:481773/bryanion;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 481773/bryanion; nearest installed city field at 2.15px; lower-confidence map proxy.
privas,antq_helvian,Alba Helviorum,PLE:167629;PLN:167629/alba-helviorum;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 167629/alba-helviorum; nearest installed city field at 3.10px; lower-confidence map proxy.
puddokothai,antq_tamil,Bata,PLE:49907;PLN:49907/bata;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 49907/bata; nearest installed city field at 1.69px; lower-confidence map proxy.
qarasuvbazar,antq_scythian,Neapolis,PLE:226695;PLN:226695/neapolis;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 226695/neapolis; nearest installed city field at 2.03px; lower-confidence map proxy.
qasr_shirin,antq_median,Chala,PLE:903043;PLN:903043/chala;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 903043/chala; nearest installed city field at 2.84px; lower-confidence map proxy.
rajapur,antq_deccan_prakrit,Toparon,PLE:50308;PLN:50308/toparon;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 50308/toparon; nearest installed city field at 2.39px; lower-confidence map proxy.
rovinj,antq_illyrian,Parentium,PLE:197427;PLN:197427/parentium;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 197427/parentium; nearest installed city field at 2.28px; lower-confidence map proxy.
sanlucar,antq_turdetanian,Ceret,PLE:256091;PLN:256091/ceret;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 256091/ceret; nearest installed city field at 3.10px; lower-confidence map proxy.
sbiba,antq_phoenician_punic,Sufetula,PLE:324816;PLN:324816/sufetula;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 324816/sufetula; nearest installed city field at 2.31px; lower-confidence map proxy.
scalea,antq_oscan_umbrian,Lavinium,PLE:452361;PLN:452361/lavinium;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 452361/lavinium; nearest installed city field at 2.48px; lower-confidence map proxy.
sejnane,antq_phoenician_punic,Thunigaba,PLE:315225;PLN:315225/thunigaba;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 315225/thunigaba; nearest installed city field at 2.90px; lower-confidence map proxy.
senlis,antq_bellovacian,Litanobriga,PLE:109116;PLN:109116/litanobriga;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 109116/litanobriga; nearest installed city field at 2.28px; lower-confidence map proxy.
serres,antq_lyncestian,Graero,PLE:114689183;PLN:114689183/graero;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 114689183/graero; nearest installed city field at 1.83px; lower-confidence map proxy.
setubal,antq_lusitanian,Caetobriga,PLE:256040;PLN:256040/caetobriga;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 256040/caetobriga; nearest installed city field at 2.12px; lower-confidence map proxy.
severin,antq_getic,Drobeta,PLE:207100;PLN:207100/drobeta;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 207100/drobeta; nearest installed city field at 2.81px; lower-confidence map proxy.
sfaqes,antq_phoenician_punic,Unuca,PLE:324772;PLN:324772/unuca;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 324772/unuca; nearest installed city field at 3.13px; lower-confidence map proxy.
shushtar,antq_parthian,Rostag Kavad,PLE:912927;PLN:912927/rostag-kavad;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 912927/rostag-kavad; nearest installed city field at 3.21px; lower-confidence map proxy.
sialkot,antq_gandhari,Sangala,PLE:59812;PLN:59812/sangala;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 59812/sangala; nearest installed city field at 2.50px; lower-confidence map proxy.
sinj,antq_liburnian_culture,Osinium,PLE:197423;PLN:197423/osinium;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 197423/osinium; nearest installed city field at 2.35px; lower-confidence map proxy.
sivrihisar,antq_tolistobogian,Pessinous,PLE:609500;PLN:609500/pessinous;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 609500/pessinous; nearest installed city field at 2.17px; lower-confidence map proxy.
soma,antq_greek_koine,Kamai,PLE:550612;PLN:550612/kamai;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 550612/kamai; nearest installed city field at 2.71px; lower-confidence map proxy.
st_aignan,antq_carnutian,Leprosum,PLE:138416;PLN:138416/leprosum;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 138416/leprosum; nearest installed city field at 2.74px; lower-confidence map proxy.
st_ambroix,antq_volcan_arecomican,Briginnum,PLE:148024;PLN:148024/briginnum;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 148024/briginnum; nearest installed city field at 1.73px; lower-confidence map proxy.
sughar,antq_parthian,Thamara,PLE:688039;PLN:688039/thamara;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 688039/thamara; nearest installed city field at 1.94px; lower-confidence map proxy.
suwayda,antq_parthian,Airita,PLE:678008;PLN:678008/airita;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 678008/airita; nearest installed city field at 3.00px; lower-confidence map proxy.
tabuk_arabia,antq_arab,Baclanaza,PLE:814662;PLN:814662/baclanaza;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 814662/baclanaza; nearest installed city field at 3.09px; lower-confidence map proxy.
tancarville,antq_caletian,Iuliobona,PLE:109069;PLN:109069/iuliobona;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 109069/iuliobona; nearest installed city field at 1.60px; lower-confidence map proxy.
tarascon,antq_saluvian,Fossae Marianae,PLE:148084;PLN:148084/fossae-marianae;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 148084/fossae-marianae; nearest installed city field at 1.55px; lower-confidence map proxy.
tebourba,antq_phoenician_punic,Pagus Fortunalis,PLE:315103;PLN:315103/pagus-fortunalis;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 315103/pagus-fortunalis; nearest installed city field at 1.59px; lower-confidence map proxy.
terrassa,antq_lacetanian,Col. Barcino,PLE:246343;PLN:246343/col-barcino;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 246343/col-barcino; nearest installed city field at 3.12px; lower-confidence map proxy.
tessala,antq_nubian,Kaputtasaccora,PLE:285456;PLN:285456/kaputtasaccora;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 285456/kaputtasaccora; nearest installed city field at 2.81px; lower-confidence map proxy.
thoire,antq_ambarrian,Brioratis,PLE:167693;PLN:167693/brioratis;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 167693/brioratis; nearest installed city field at 2.81px; lower-confidence map proxy.
tolosa,antq_vardulian,Alba,PLE:246153;PLN:246153/alba;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 246153/alba; nearest installed city field at 3.01px; lower-confidence map proxy.
trikala,antq_greek_koine,Phaika,PLE:541031;PLN:541031/phaika;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 541031/phaika; nearest installed city field at 1.97px; lower-confidence map proxy.
uluborlu,antq_cabalian,Plinnena,PLE:639064;PLN:639064/plinnena;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 639064/plinnena; nearest installed city field at 2.11px; lower-confidence map proxy.
uzes,antq_volcan_arecomican,Rhodanousia,PLE:148167;PLN:148167/rhodanousia;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 148167/rhodanousia; nearest installed city field at 2.28px; lower-confidence map proxy.
vic,antq_ausetanian,Lauro,PLE:246463;PLN:246463/lauro;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 246463/lauro; nearest installed city field at 1.54px; lower-confidence map proxy.
villanueva_de_la_serena,antq_lusitanian,Iulipa,PLE:256236;PLN:256236/iulipa;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 256236/iulipa; nearest installed city field at 1.68px; lower-confidence map proxy.
villars,antq_segusiavian,Ad VIII,PLE:167621;PLN:167621/ad-viii;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 167621/ad-viii; nearest installed city field at 2.93px; lower-confidence map proxy.
villefranche,antq_rutenian,Albiga,PLE:246155;PLN:246155/albiga;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 246155/albiga; nearest installed city field at 2.50px; lower-confidence map proxy.
vitoria,antq_caristian,Deobriga,PLE:246365;PLN:246365/deobriga;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 246365/deobriga; nearest installed city field at 3.09px; lower-confidence map proxy.
xylokastro,antq_greek_koine,Kaphyai,PLE:570329;PLN:570329/kaphyai;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 570329/kaphyai; nearest installed city field at 2.79px; lower-confidence map proxy.
yuksekkum,antq_carian,Kalynda,PLE:638891;PLN:638891/kalynda;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 638891/kalynda; nearest installed city field at 2.74px; lower-confidence map proxy.
zalavar,antq_pannonian,Volgum,PLE:197585;PLN:197585/volgum;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 197585/volgum; nearest installed city field at 2.95px; lower-confidence map proxy.
zetounion,antq_greek_koine,Drymaia,PLE:540743;PLN:540743/drymaia;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 540743/drymaia; nearest installed city field at 2.62px; lower-confidence map proxy.
zimnicea,antq_getic,Novae,PLE:216899;PLN:216899/novae;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 216899/novae; nearest installed city field at 1.58px; lower-confidence map proxy.
