location,culture,historical_name,source,confidence,note
blain,antq_namnetian,Kondeouinkon,PLE:138298;PLN:138298/kondeouinkon;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 138298/kondeouinkon; nearest installed city field at 9.16px; far lower-confidence map proxy.
bobbili,antq_proto_telugu_kannada,Sippara,PLE:50271;PLN:50271/sippara;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 50271/sippara; nearest installed city field at 7.86px; far lower-confidence map proxy.
bogazliyan,antq_cappadocian,Kamoulianai,PLE:619177;PLN:619177/kamoulianai;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 619177/kamoulianai; nearest installed city field at 9.58px; far lower-confidence map proxy.
bolu,antq_bithynian,Bithynion,PLE:844879;PLN:844879/bithynion-1;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 844879/bithynion-1; nearest installed city field at 11.27px; far lower-confidence map proxy.
bombay,antq_deccan_prakrit,Dounga,PLE:49968;PLN:49968/dounga;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 49968/dounga; nearest installed city field at 11.79px; far lower-confidence map proxy.
bordj_bou_arreridj,antq_phoenician_punic,Zabi Iustiniana,PLE:334668;PLN:334668/zabi-iustiniana;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 334668/zabi-iustiniana; nearest installed city field at 8.32px; far lower-confidence map proxy.
bormio,antq_cisalpine_gallic,Summus Vicus,PLE:187563;PLN:187563/summus-vicus;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 187563/summus-vicus; nearest installed city field at 11.14px; far lower-confidence map proxy.
bouira,antq_phoenician_punic,Tatilti,PLE:334628;PLN:334628/tatilti;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 334628/tatilti; nearest installed city field at 8.30px; far lower-confidence map proxy.
boulogne_sur_mer,antq_morinian,Gesoriacum,PLE:109008;PLN:109008/gesoriacum;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 109008/gesoriacum; nearest installed city field at 7.72px; far lower-confidence map proxy.
bozan,antq_tolistobogian,Midaion,PLE:609473;PLN:609473/midaion;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 609473/midaion; nearest installed city field at 8.84px; far lower-confidence map proxy.
braine,antq_suessionian,Ad Fines,PLE:108726;PLN:108726/ad-fines;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 108726/ad-fines; nearest installed city field at 6.57px; far lower-confidence map proxy.
bratislava,antq_germanic,Col. Carnuntum,PLE:128384;PLN:128384/col-carnuntum;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 128384/col-carnuntum; nearest installed city field at 6.97px; far lower-confidence map proxy.
braunau,antq_noric,Iuvavum,PLE:187432;PLN:187432/iuvavum;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 187432/iuvavum; nearest installed city field at 9.81px; far lower-confidence map proxy.
briancon,antq_allobrogian,Eburodunum,PLE:167750;PLN:167750/eburodunum;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 167750/eburodunum; nearest installed city field at 8.92px; far lower-confidence map proxy.
brignoles,antq_saluvian,Telo Martius,PLE:157936;PLN:157936/telo-martius;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 157936/telo-martius; nearest installed city field at 6.10px; far lower-confidence map proxy.
brihuega,antq_celtiberian,Ercavica,PLE:246384;PLN:246384/ercavica;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 246384/ercavica; nearest installed city field at 7.28px; far lower-confidence map proxy.
brioude,antq_arvernian,Anderitum,PLE:167645;PLN:167645/anderitum;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 167645/anderitum; nearest installed city field at 11.16px; far lower-confidence map proxy.
bristol,antq_dobunnic,Abone,PLE:79280;PLN:79280/abone;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 79280/abone; nearest installed city field at 9.52px; far lower-confidence map proxy.
briviesca,antq_pelendonian,Auca,PLE:246206;PLN:246206/auca;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 246206/auca; nearest installed city field at 7.00px; far lower-confidence map proxy.
brixen,antq_rhaetic,Sublavione,PLE:187561;PLN:187561/sublavione;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 187561/sublavione; nearest installed city field at 6.35px; far lower-confidence map proxy.
broach,antq_indo_aryan,Barygaza,PLE:59737;PLN:59737/barygaza;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 59737/barygaza; nearest installed city field at 6.58px; far lower-confidence map proxy.
bukelon,antq_thracian,Bourdepa,PLE:501381;PLN:501381/bourdepa;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 501381/bourdepa; nearest installed city field at 10.09px; far lower-confidence map proxy.
burghausen,antq_suebian,Bedaium,PLE:187309;PLN:187309/bedaium;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 187309/bedaium; nearest installed city field at 8.88px; far lower-confidence map proxy.
calafat,antq_getic,Ratiaria,PLE:207376;PLN:207376/ratiaria;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 207376/ratiaria; nearest installed city field at 6.42px; far lower-confidence map proxy.
cankiri,antq_paphlagonian,Gangra,PLE:844926;PLN:844926/gangra;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 844926/gangra; nearest installed city field at 6.63px; far lower-confidence map proxy.
carmagnola,antq_cisalpine_gallic,Forum Germanici,PLE:383653;PLN:383653/forum-germanici;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 383653/forum-germanici; nearest installed city field at 7.67px; far lower-confidence map proxy.
carmona,antq_turdetanian,Salpensa,PLE:256417;PLN:256417/salpensa;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 256417/salpensa; nearest installed city field at 8.93px; far lower-confidence map proxy.
cassano,antq_oscan_umbrian,Thurii,PLE:452457;PLN:452457/thurii;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 452457/thurii; nearest installed city field at 7.90px; far lower-confidence map proxy.
castelfranco,antq_venetic,Acelum,PLE:393357;PLN:393357/acelum;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 393357/acelum; nearest installed city field at 7.89px; far lower-confidence map proxy.
castellaun,antq_istvaeonic,Dumnissus,PLE:108938;PLN:108938/dumnissus;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 108938/dumnissus; nearest installed city field at 7.29px; far lower-confidence map proxy.
castellon_ampurias,antq_indigetan,Gerunda,PLE:246406;PLN:246406/gerunda;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 246406/gerunda; nearest installed city field at 8.00px; far lower-confidence map proxy.
cephalonia,antq_greek_koine,Krane,PLE:530962;PLN:530962/krane;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 530962/krane; nearest installed city field at 8.78px; far lower-confidence map proxy.
cerkes,antq_paphlagonian,Antoniopolis,PLE:844861;PLN:844861/antoniopolis;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 844861/antoniopolis; nearest installed city field at 9.11px; far lower-confidence map proxy.
cermik,antq_syriac,Iouliopolis,PLE:874525;PLN:874525/iouliopolis;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 874525/iouliopolis; nearest installed city field at 11.48px; far lower-confidence map proxy.
cernavoda,antq_thracian,Tropaeum Traiani,PLE:217027;PLN:217027/tropaeum-traiani;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 217027/tropaeum-traiani; nearest installed city field at 8.31px; far lower-confidence map proxy.
cesme,antq_aeolian,Erythras,PLE:550536;PLN:550536/erythras;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 550536/erythras; nearest installed city field at 7.36px; far lower-confidence map proxy.
ceuta,antq_berber,Tingi,PLE:275736;PLN:275736/tingi;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 275736/tingi; nearest installed city field at 11.18px; far lower-confidence map proxy.
chandrabad,antq_vanga_early_historic,Aganagara,PLE:59659;PLN:59659/aganagara;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 59659/aganagara; nearest installed city field at 11.83px; far lower-confidence map proxy.
chao_de_couce,antq_lusitanian,Sellium,PLE:256442;PLN:256442/sellium;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 256442/sellium; nearest installed city field at 9.50px; far lower-confidence map proxy.
chateauneuf_de_randon,antq_gabalian,Mimas,PLE:167834;PLN:167834/mimas;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 167834/mimas; nearest installed city field at 10.51px; far lower-confidence map proxy.
chateauroux,antq_biturigan_cubian,Argentomagus,PLE:138192;PLN:138192/argentomagus;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 138192/argentomagus; nearest installed city field at 8.92px; far lower-confidence map proxy.
chatellerault,antq_pictonian,Exidualum,PLE:138351;PLN:138351/exidualum;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 138351/exidualum; nearest installed city field at 6.79px; far lower-confidence map proxy.
chatillonaos,antq_cisalpine_gallic,Eporedia,PLE:383642;PLN:383642/eporedia;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 383642/eporedia; nearest installed city field at 8.80px; far lower-confidence map proxy.
chaul,antq_deccan_prakrit,Semylla,PLE:50261;PLN:50261/semylla;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 50261/semylla; nearest installed city field at 9.79px; far lower-confidence map proxy.
chebba,antq_phoenician_punic,Usila,PLE:324841;PLN:324841/usila;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 324841/usila; nearest installed city field at 6.44px; far lower-confidence map proxy.
cherbourg,antq_unellian,Alauna,PLE:69463;PLN:69463/alauna;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 69463/alauna; nearest installed city field at 10.17px; far lower-confidence map proxy.
cherven,antq_thracian,Nicopolis ad Istrum,PLE:216895;PLN:216895/nicopolis-ad-istrum;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 216895/nicopolis-ad-istrum; nearest installed city field at 10.03px; far lower-confidence map proxy.
chimay,antq_belgic,Vodgoriacum,PLE:109441;PLN:109441/vodgoriacum;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 109441/vodgoriacum; nearest installed city field at 10.45px; far lower-confidence map proxy.
chinchilla,antq_iberian,Ilounon,PLE:265928;PLN:265928/ilounon;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 265928/ilounon; nearest installed city field at 9.45px; far lower-confidence map proxy.
chinchon,antq_celtiberian,Vicus Cuminarius,PLE:266094;PLN:266094/vicus-cuminarius;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 266094/vicus-cuminarius; nearest installed city field at 6.18px; far lower-confidence map proxy.
chioggia,antq_venetic,Hadriani,PLE:393434;PLN:393434/hadriani;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 393434/hadriani; nearest installed city field at 7.00px; far lower-confidence map proxy.
chiusi,antq_etruscan,Manliana,PLE:413189;PLN:413189/manliana;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 413189/manliana; nearest installed city field at 7.16px; far lower-confidence map proxy.
choiseul,antq_lingonian,Andematunnum,PLE:177441;PLN:177441/andematunnum;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 177441/andematunnum; nearest installed city field at 9.21px; far lower-confidence map proxy.
cittacastello,antq_oscan_umbrian,Sestinum,PLE:413315;PLN:413315/sestinum;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 413315/sestinum; nearest installed city field at 6.43px; far lower-confidence map proxy.
cluj,antq_dacian,Potaissa,PLE:207362;PLN:207362/potaissa;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 207362/potaissa; nearest installed city field at 9.50px; far lower-confidence map proxy.
cochem,antq_istvaeonic,Cardena,PLE:108859;PLN:108859/cardena;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 108859/cardena; nearest installed city field at 8.89px; far lower-confidence map proxy.
coimbra,antq_lusitanian,Conimbriga,PLE:236443;PLN:236443/conimbriga;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 236443/conimbriga; nearest installed city field at 7.22px; far lower-confidence map proxy.
condorcet,antq_vocontian,Noiomagos,PLE:167854;PLN:167854/noiomagos;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 167854/noiomagos; nearest installed city field at 9.38px; far lower-confidence map proxy.
corabia,antq_getic,Vicus Siamus,PLE:217053;PLN:217053/vicus-siamus;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 217053/vicus-siamus; nearest installed city field at 6.87px; far lower-confidence map proxy.
corfu,antq_greek_koine,Corcyra,PLE:530834;PLN:530834/corcyra;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 530834/corcyra; nearest installed city field at 11.13px; far lower-confidence map proxy.
corlu,antq_thracian,Heraion Teichos,PLE:511271;PLN:511271/heraion-teichos;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 511271/heraion-teichos; nearest installed city field at 7.17px; far lower-confidence map proxy.
corneto,antq_latin,Suana,PLE:413323;PLN:413323/suana;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 413323/suana; nearest installed city field at 6.81px; far lower-confidence map proxy.
costa,antq_sarmatian,Masaitike,PLE:857228;PLN:857228/masaitike;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 857228/masaitike; nearest installed city field at 9.63px; far lower-confidence map proxy.
cotrone,antq_oscan_umbrian,Aprustum,PLE:452263;PLN:452263/aprustum;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 452263/aprustum; nearest installed city field at 6.03px; far lower-confidence map proxy.
coutances,antq_unellian,Ingena,PLE:69518;PLN:69518/ingena;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 69518/ingena; nearest installed city field at 7.46px; far lower-confidence map proxy.
cubuk,antq_galatian_tectosagian,Ankyra,PLE:619103;PLN:619103/ankyra;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 619103/ankyra; nearest installed city field at 9.99px; far lower-confidence map proxy.
cuellar,antq_celtiberian,Cauca,PLE:236419;PLN:236419/cauca;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 236419/cauca; nearest installed city field at 7.18px; far lower-confidence map proxy.
cuenca,antq_olcadian,Valeria,PLE:266092;PLN:266092/valeria;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 266092/valeria; nearest installed city field at 6.21px; far lower-confidence map proxy.
cupar,antq_veniconian,Victoria,PLE:89206;PLN:89206/victoria;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 89206/victoria; nearest installed city field at 7.20px; far lower-confidence map proxy.
dabhol,antq_deccan_prakrit,Sigerus,PLE:50133;PLN:50133/sigerus;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 50133/sigerus; nearest installed city field at 11.91px; far lower-confidence map proxy.
dakhkat,antq_dayuan_ferghana,Cyreschata,PLE:59781;PLN:59781/cyreschata;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 59781/cyreschata; nearest installed city field at 11.64px; far lower-confidence map proxy.
damala,antq_greek_koine,Hermione,PLE:570292;PLN:570292/hermione;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 570292/hermione; nearest installed city field at 6.17px; far lower-confidence map proxy.
damghan,antq_hyrcanian,Komish,PLE:942276;PLN:942276/komish;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 942276/komish; nearest installed city field at 11.63px; far lower-confidence map proxy.
dashev,antq_sarmatian,Achaion Limen,PLE:229522;PLN:229522/achaion-limen;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 229522/achaion-limen; nearest installed city field at 10.71px; far lower-confidence map proxy.
dasmenda,antq_cappadocian,Ariaratheia,PLE:628934;PLN:628934/ariaratheia;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 628934/ariaratheia; nearest installed city field at 7.90px; far lower-confidence map proxy.
daulatabad,antq_deccan_prakrit,Paithana,PLE:50192;PLN:50192/paithana;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 50192/paithana; nearest installed city field at 8.74px; far lower-confidence map proxy.
daun,antq_istvaeonic,Icorigium,PLE:109062;PLN:109062/icorigium;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 109062/icorigium; nearest installed city field at 7.79px; far lower-confidence map proxy.
delemont,antq_helvetian,Petinesca,PLE:177603;PLN:177603/petinesca;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 177603/petinesca; nearest installed city field at 7.92px; far lower-confidence map proxy.
devakottai,antq_tamil,Perinkari,PLE:50213;PLN:50213/perinkari;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 50213/perinkari; nearest installed city field at 11.91px; far lower-confidence map proxy.
dhat_al_hajj,antq_arab,Ostama,PLE:814716;PLN:814716/ostama;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 814716/ostama; nearest installed city field at 10.13px; far lower-confidence map proxy.
dijon,antq_lingonian,Castrum Divionense,PLE:177489;PLN:177489/castrum-divionense;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 177489/castrum-divionense; nearest installed city field at 9.08px; far lower-confidence map proxy.
dina,antq_gandhari,Boukephala,PLE:59750;PLN:59750/boukephala;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 59750/boukephala; nearest installed city field at 6.43px; far lower-confidence map proxy.
dinar,antq_cabalian,Sanaos,PLE:638743;PLN:638743/sanaos;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 638743/sanaos; nearest installed city field at 7.51px; far lower-confidence map proxy.
divrigi,antq_cappadocian,Euspena,PLE:628977;PLN:628977/euspena;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 628977/euspena; nearest installed city field at 9.28px; far lower-confidence map proxy.
dobrolak,antq_thracian,Vicus Trullensium,PLE:217054;PLN:217054/vicus-trullensium;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 217054/vicus-trullensium; nearest installed city field at 10.74px; far lower-confidence map proxy.
dol,antq_redonian,Ad Fines,PLE:114762;PLN:114762/ad-fines;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 114762/ad-fines; nearest installed city field at 7.28px; far lower-confidence map proxy.
dole,antq_sequanian,Ledo,PLE:177554;PLN:177554/ledo;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 177554/ledo; nearest installed city field at 10.95px; far lower-confidence map proxy.
dongartal,antq_deccan_prakrit,Nagagoura,PLE:50151;PLN:50151/nagagoura;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 50151/nagagoura; nearest installed city field at 11.61px; far lower-confidence map proxy.
dongola,antq_blemmyan,Mancharum,PLE:805627;PLN:805627/mancharum;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 805627/mancharum; nearest installed city field at 6.42px; far lower-confidence map proxy.
dospat,antq_macedonian,Tripolis,PLE:501651;PLN:501651/tripolis;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 501651/tripolis; nearest installed city field at 6.23px; far lower-confidence map proxy.
dowlatabad,antq_median,Gay,PLE:902990;PLN:902990/gay;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 902990/gay; nearest installed city field at 8.58px; far lower-confidence map proxy.
drijeva,antq_ardiaean,Novae,PLE:197413;PLN:197413/novae;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 197413/novae; nearest installed city field at 10.41px; far lower-confidence map proxy.
duba,antq_arab,Modiana,PLE:814707;PLN:814707/modiana;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 814707/modiana; nearest installed city field at 9.43px; far lower-confidence map proxy.
dubrovnik,antq_delmatian,Epidaurum,PLE:197263;PLN:197263/epidaurum;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 197263/epidaurum; nearest installed city field at 6.33px; far lower-confidence map proxy.
dunstable,antq_catuvellaunian,Durocobrivis,PLE:79434;PLN:79434/durocobrivis;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 79434/durocobrivis; nearest installed city field at 6.64px; far lower-confidence map proxy.
edessa,antq_macedonian,Skydra,PLE:491723;PLN:491723/skydra;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 491723/skydra; nearest installed city field at 7.30px; far lower-confidence map proxy.
edirne,antq_odrysian,Plotinoupolis,PLE:501572;PLN:501572/plotinoupolis;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 501572/plotinoupolis; nearest installed city field at 7.71px; far lower-confidence map proxy.
egil,antq_aramaic,Artagigarta,PLE:874348;PLN:874348/artagigarta;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 874348/artagigarta; nearest installed city field at 10.04px; far lower-confidence map proxy.
el_balyana,antq_egyptian,Athribis,PLE:756538;PLN:756538/athribis;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 756538/athribis; nearest installed city field at 9.70px; far lower-confidence map proxy.
el_buwit,antq_egyptian,Pokis,PLE:756626;PLN:756626/pokis;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 756626/pokis; nearest installed city field at 9.16px; far lower-confidence map proxy.
el_kala,antq_phoenician_punic,Pagus Suttuensis,PLE:315108;PLN:315108/pagus-suttuensis;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 315108/pagus-suttuensis; nearest installed city field at 6.31px; far lower-confidence map proxy.
el_qasr,antq_egyptian,Sioua,PLE:776223;PLN:776223/sioua;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 776223/sioua; nearest installed city field at 10.83px; far lower-confidence map proxy.
elhovo,antq_thracian,Hadrianoupolis,PLE:501428;PLN:501428/hadrianoupolis-1;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 501428/hadrianoupolis-1; nearest installed city field at 11.39px; far lower-confidence map proxy.
ellur,antq_proto_telugu_kannada,Kannagara,PLE:50035;PLN:50035/kannagara;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 50035/kannagara; nearest installed city field at 11.89px; far lower-confidence map proxy.
emet,antq_greek_koine,Synaos,PLE:609537;PLN:609537/synaos;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 609537/synaos; nearest installed city field at 7.21px; far lower-confidence map proxy.
entraigues,antq_rutenian,Segodunum,PLE:138579;PLN:138579/segodunum;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 138579/segodunum; nearest installed city field at 9.57px; far lower-confidence map proxy.
eregli,antq_bithynian,Kales,PLE:844961;PLN:844961/kales;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 844961/kales; nearest installed city field at 10.31px; far lower-confidence map proxy.
eregli_kar,antq_phrygian,Cybistra,PLE:648614;PLN:648614/cybistra;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 648614/cybistra; nearest installed city field at 9.35px; far lower-confidence map proxy.
ermioni,antq_greek_koine,Prasiai,PLE:570629;PLN:570629/prasiai;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 570629/prasiai; nearest installed city field at 11.52px; far lower-confidence map proxy.
erode,antq_tamil,Tennagora,PLE:50301;PLN:50301/tennagora;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 50301/tennagora; nearest installed city field at 9.56px; far lower-confidence map proxy.
escurial,antq_lusitanian,Brutobriga,PLE:256032;PLN:256032/brutobriga;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 256032/brutobriga; nearest installed city field at 7.02px; far lower-confidence map proxy.
estella,antq_vasconian,Calagurris Nassica Iulia,PLE:246279;PLN:246279/calagurris-nassica-iulia;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 246279/calagurris-nassica-iulia; nearest installed city field at 10.11px; far lower-confidence map proxy.
estremoz,antq_lusitanian,Ebora,PLE:256151;PLN:256151/ebora;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 256151/ebora; nearest installed city field at 8.38px; far lower-confidence map proxy.
esztergom,antq_pannonian,Lussomana,PLE:197361;PLN:197361/lussomana;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 197361/lussomana; nearest installed city field at 7.23px; far lower-confidence map proxy.
evreux,antq_aulerci_eburovician,Mediolanum Aulercorum,PLE:109153;PLN:109153/mediolanum-aulercorum;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 109153/mediolanum-aulercorum; nearest installed city field at 6.32px; far lower-confidence map proxy.
ewyas,antq_dobunnic,Magnis,PLE:79587;PLN:79587/magnis;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 79587/magnis; nearest installed city field at 8.57px; far lower-confidence map proxy.
feldbach,antq_noric,Flavia Solva,PLE:197273;PLN:197273/flavia-solva;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 197273/flavia-solva; nearest installed city field at 10.35px; far lower-confidence map proxy.
fermoselle,antq_celtiberian,Bletisama,PLE:236373;PLN:236373/bletisama;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 236373/bletisama; nearest installed city field at 8.90px; far lower-confidence map proxy.
ferrette,antq_latin,Larga,PLE:177552;PLN:177552/larga;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 177552/larga; nearest installed city field at 7.30px; far lower-confidence map proxy.
finisterre,antq_gallaecian,Noouion,PLE:236570;PLN:236570/noouion;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 236570/noouion; nearest installed city field at 8.75px; far lower-confidence map proxy.
