building,category,package,productive,produced,upkeep_additions,source,confidence
antq_reg_pottery_kiln,basic_industry_category,antq_s2_enabling_industry_construction,yes,pottery,,BM-ARRETINE;BM-MEMPHIS,secure
antq_reg_public_cistern,infrastructure_category,antq_s2_waterworks_construction,no,,tools=0.020;masonry=0.010,P12.1;P12.3,contested
antq_reg_pulley_workshop,basic_industry_category,antq_s2_workshop_construction,yes,naval_supplies,,P12.1;P12.3;MET-ROMAN-TRADE,contested
antq_reg_purple_dyehouse,consumer_goods_category,antq_s2_workshop_construction,yes,fine_cloth,,UNESCO-TYRE;P12.1,contested
antq_reg_quarry_contractors,basic_industry_category,antq_s2_workshop_construction,yes,masonry,,P12.1;P12.3;CAH-XI;MET-ROMAN-HOUSING;MET-ROMAN-TRADE,secure
antq_reg_quernworks,basic_industry_category,antq_s2_workshop_construction,yes,masonry,,P12.1;P12.3,contested
antq_reg_raised_granary,basic_industry_category,antq_s2_storehouse_construction,no,,pottery=0.020;antq_cordage=0.010,P12.1;P12.3,contested
antq_reg_reed_boatyard,naval_category,antq_s2_port_construction,yes,naval_supplies,,P12.1;P12.3,contested
antq_reg_reed_matmaker,consumer_goods_category,antq_s2_workshop_construction,yes,furniture,,P12.1;P12.3,contested
antq_reg_reed_pen_maker,consumer_goods_category,antq_s2_workshop_construction,yes,books,,P12.1;P12.3;MET-ROMAN-TRADE,contested
antq_reg_rhine_frontier_market,trade_category,antq_s2_market_construction,no,,pottery=0.020;cloth=0.015,P8.7;STR-GER;TAC-GER;TAC-ANN-II,contested
antq_reg_rice_brewery,consumer_goods_category,antq_s2_workshop_construction,yes,beer,,P12.1;P12.3;P14,contested
antq_reg_rice_wine_house,consumer_goods_category,antq_s2_workshop_construction,yes,antq_rice_wine,,P12.1;P12.3;P14;BHR,secure
antq_reg_river_port,trade_category,antq_s2_market_construction,no,,pottery=0.020;cloth=0.015,P12.1;P12.3;CAH-XI;MET-ROMAN-HOUSING;MET-ROMAN-TRADE,secure
antq_reg_riverine_gathering_ground,cultural_category,antq_s2_civic_construction,no,,cloth=0.020;pottery=0.010,OUP-SOUTH-AFRICA;CAM-SA-2024;P12.1;P12.3,contested
antq_reg_ropewalk,basic_industry_category,antq_s2_enabling_industry_construction,yes,antq_cordage,,P12.1;MET-ROMAN-TRADE,contested
antq_reg_saddlery,consumer_goods_category,antq_s2_workshop_construction,yes,antq_leather_goods,,P12.1;P12.3,contested
antq_reg_sail_needle_shop,basic_industry_category,antq_s2_workshop_construction,yes,naval_supplies,,P12.1;P12.3;MET-ROMAN-TRADE,contested
antq_reg_sailmaker,consumer_goods_category,antq_s2_enabling_industry_construction,yes,antq_sailcloth,,P12.1;MET-ROMAN-TRADE,contested
antq_reg_saltworks,basic_industry_category,antq_s2_workshop_construction,no,,antq_cordage=0.010;tools=0.010,P12.1;P12.3,contested
antq_reg_scabbard_maker,weapons_industry_category,antq_s2_workshop_construction,yes,antq_leather_goods,,P12.1;P12.3;MET-ROMAN-TRADE,contested
antq_reg_scale_armoury,weapons_industry_category,antq_s2_workshop_construction,yes,weaponry,,P12.1,contested
antq_reg_scriptorium,government_category,antq_s2_archive_construction,yes,books,,P8.1;P8.2;P8.3;P12.1;P12.3;P15;CAH-XI,contested
antq_reg_scroll_workshop,basic_industry_category,antq_s2_workshop_construction,yes,books,,P12.1;P12.3,contested
antq_reg_seal_cutter,consumer_goods_category,antq_s2_workshop_construction,yes,jewelry,,P12.1;P12.3;MET-ROMAN-TRADE,contested
antq_reg_seasonal_waterhole_camp,infrastructure_category,antq_s2_waterworks_construction,no,,tools=0.020;masonry=0.010,OUP-SOUTH-AFRICA;CAM-SA-2024;P12.1;P12.3,contested
antq_reg_semnonian_sacred_grove,religious_category,antq_s2_sanctuary_construction,no,,pottery=0.020;cloth=0.010,P8.7;TAC-GER;STR-GER,contested
antq_reg_sesame_oil_press,consumer_goods_category,antq_s2_workshop_construction,yes,antq_sesame_oil,,P12.1;P12.3;P14;PER,secure
antq_reg_shieldmaker,weapons_industry_category,antq_s2_workshop_construction,yes,weaponry,,P12.1;P12.3;MET-ROMAN-TRADE,contested
antq_reg_shipyard,naval_category,antq_s2_enabling_industry_construction,yes,naval_supplies,,DAR-NAVALIA;MET-ROMAN-TRADE,contested
antq_reg_sieve_maker,consumer_goods_category,antq_s2_workshop_construction,yes,furniture,,P12.1;P12.3;MET-ROMAN-TRADE,contested
antq_reg_silk_drapery,consumer_goods_category,antq_s2_workshop_construction,yes,fine_cloth,,P12.1;P12.3;P14,contested
antq_reg_silk_loom,consumer_goods_category,antq_s2_workshop_construction,yes,fine_cloth,,P12.1;BHR,secure
antq_reg_silverworkshop,consumer_goods_category,antq_s2_workshop_construction,yes,jewelry,,P12.1;MET-ROMAN-TRADE,contested
antq_reg_soapworks,basic_industry_category,antq_s2_workshop_construction,yes,antq_soap,,P12.1;P12.3,contested
antq_reg_south_arabian_terrace_sluices,infrastructure_category,antq_s2_waterworks_construction,no,,tools=0.020;masonry=0.010,UNESCO-SABA;HIMYAR-HIST;P12.1;P12.3,secure
antq_reg_southern_rock_shelter_custody,cultural_category,antq_s2_civic_construction,no,,cloth=0.020;pottery=0.010,OUP-SOUTH-AFRICA;CAM-SA-2024;P12.1;P12.3,contested
antq_reg_soy_fermentary,consumer_goods_category,antq_s2_workshop_construction,yes,antq_soy_condiments,,P12.1;P12.3;P14;BHR,contested
antq_reg_spice_grinder,consumer_goods_category,antq_s2_workshop_construction,yes,dyes,,P12.1;MET-ROMAN-TRADE,contested
antq_reg_spice_warehouse,trade_category,antq_s2_storehouse_construction,no,,pottery=0.020;antq_cordage=0.010,P12.1;MET-ROMAN-TRADE,contested
antq_reg_spindlework,consumer_goods_category,antq_s2_workshop_construction,yes,cloth,,P12.1;P12.3;MET-ROMAN-TRADE,contested
antq_reg_sponge_drying_yard,trade_category,antq_s2_market_construction,no,,pottery=0.020;cloth=0.015,P12.1;MET-ROMAN-TRADE,contested
antq_reg_stationer,consumer_goods_category,antq_s2_archive_construction,yes,books,,P12.1;P12.3,contested
antq_reg_stone_carver,basic_industry_category,antq_s2_workshop_construction,yes,masonry,,P12.1;P12.3,contested
antq_reg_stone_masonry_yard,basic_industry_category,antq_s2_workshop_construction,yes,masonry,,P12.1;P12.3;P14,contested
antq_reg_stone_yard,basic_industry_category,antq_s2_workshop_construction,no,,antq_cordage=0.010;tools=0.010,P12.1,secure
antq_reg_stuccoworks,basic_industry_category,antq_s2_workshop_construction,yes,masonry,,P12.1,contested
antq_reg_tabernae_row,trade_category,antq_s2_market_construction,no,,pottery=0.020;cloth=0.015,P12.1;P12.3;CAH-XI;MET-ROMAN-HOUSING;MET-ROMAN-TRADE,secure
antq_reg_tegula_kiln,basic_industry_category,antq_s2_workshop_construction,yes,pottery,,P12.1;P12.3,contested
antq_reg_temple_precinct,religious_category,antq_s2_sanctuary_construction,no,,pottery=0.020;cloth=0.010,P12.1;P12.3;CAH-XI;MET-ROMAN-HOUSING;MET-ROMAN-TRADE,secure
antq_reg_tesserae_kiln,basic_industry_category,antq_s2_workshop_construction,yes,glass,,P12.1;P12.3;MET-ROMAN-TRADE,contested
antq_reg_textile_dye_finisher,consumer_goods_category,antq_s2_workshop_construction,yes,fine_cloth,,P12.1;P12.3,contested
antq_reg_textile_quarter,consumer_goods_category,antq_s2_workshop_construction,yes,cloth,,P12.1;P12.3;CAH-XI;MET-ROMAN-HOUSING;MET-ROMAN-TRADE,secure
antq_reg_thermae_complex,cultural_category,antq_s2_waterworks_construction,no,,tools=0.020;masonry=0.010,P12.1;P12.3;CAH-XI;MET-ROMAN-HOUSING;MET-ROMAN-TRADE,secure
antq_reg_tile_yard,basic_industry_category,antq_s2_workshop_construction,yes,pottery,,P12.1,contested
antq_reg_tin_smelter,basic_industry_category,antq_s2_workshop_construction,yes,antq_bronze_wares,,P12.1;P12.3,contested
antq_reg_torchmaker,consumer_goods_category,antq_s2_workshop_construction,yes,antq_wax_goods,,P12.1;P12.3;MET-ROMAN-TRADE,contested
antq_reg_unguentarium,consumer_goods_category,antq_s2_workshop_construction,yes,antq_perfumes,,P12.1;P12.3;CAH-XI;MET-ROMAN-HOUSING;MET-ROMAN-TRADE,secure
antq_reg_villa_rustica,basic_industry_category,antq_s2_rural_construction,yes,antq_grain_products,,P12.1;P12.3;CAH-XI;MET-ROMAN-HOUSING;MET-ROMAN-TRADE,secure
antq_reg_vineyard_estate,basic_industry_category,antq_s2_rural_construction,yes,wine,,P12.1;P12.3;CAH-XI;MET-ROMAN-HOUSING;MET-ROMAN-TRADE,secure
antq_reg_vistula_migration_staging,infrastructure_category,antq_s2_civic_construction,no,,cloth=0.020;pottery=0.010,P8.7;STR-GER;PAN-WBB;CAH-XI,contested
antq_reg_wax_workshop,consumer_goods_category,antq_s2_workshop_construction,yes,antq_wax_goods,,P12.1;P12.3,contested
antq_reg_way_station,infrastructure_category,antq_s2_civic_construction,no,,cloth=0.020;pottery=0.010,P12.1;ORBIS,contested
antq_reg_weapon_smith,weapons_industry_category,antq_s2_workshop_construction,yes,weaponry,,P12.1;P12.3,contested
antq_reg_weightmaker,basic_industry_category,antq_s2_workshop_construction,yes,antq_bronze_wares,,P12.1;P12.3,contested
antq_reg_wharf_crane,trade_category,antq_s2_market_construction,no,,pottery=0.020;cloth=0.015,DAR-NAVALIA;MET-ROMAN-TRADE,contested
antq_reg_wheat_brewery,consumer_goods_category,antq_s2_workshop_construction,yes,beer,,P12.1;P12.3;P14,contested
antq_reg_wheelwright,basic_industry_category,antq_s2_workshop_construction,yes,furniture,,P12.1;P12.3,contested
antq_reg_wickerwork,consumer_goods_category,antq_s2_workshop_construction,yes,furniture,,P12.1;P12.3,contested
antq_reg_wine_press,basic_industry_category,antq_s2_workshop_construction,yes,wine,,MET-ROMAN-TRADE,secure
antq_reg_wiredrawer,consumer_goods_category,antq_s2_workshop_construction,yes,antq_iron_hardware,,P12.1;P12.3;MET-ROMAN-TRADE,contested
antq_reg_wool_carder,consumer_goods_category,antq_s2_workshop_construction,yes,cloth,,P12.1;P12.3,contested
antq_reg_wool_drapery,consumer_goods_category,antq_s2_workshop_construction,yes,fine_cloth,,P12.1;P12.3;P14,contested
antq_reg_yue_celadon_kiln,consumer_goods_category,antq_s2_workshop_construction,yes,antq_yue_celadon,,MOCO-YUE-01199,secure
antq_regia,government_category,antq_s2_civic_construction,no,,cloth=0.020;pottery=0.010,DAR-REGIA,contested
antq_rostra_augusti,government_category,antq_s2_civic_construction,no,,cloth=0.020;pottery=0.010,DAR-ROSTRA,contested
antq_saepta_iulia,government_category,antq_s2_civic_construction,no,,cloth=0.020;pottery=0.010,DAR-SAEPTA,secure
antq_second_temple_jerusalem,religious_category,antq_s2_sanctuary_construction,no,,pottery=0.020;cloth=0.010,P11;OCD-JER,secure
antq_tabularium,government_category,antq_s2_civic_construction,no,,cloth=0.020;pottery=0.010,DAR-TABULARIUM,contested
antq_taixue_changan,cultural_category,antq_s2_archive_construction,no,,cloth=0.020;leather=0.015,CHI-TAIXUE;BHR,secure
antq_templum_apollinis_palatini,religious_category,antq_s2_sanctuary_construction,no,,pottery=0.020;cloth=0.010,DAR-APOLLO-PAL,secure
antq_templum_martis_ultoris,religious_category,antq_s2_sanctuary_construction,no,,pottery=0.020;cloth=0.010,DAR-FORUM-AUG,secure
antq_theatrum_balbi,cultural_category,antq_s2_civic_construction,no,,cloth=0.020;pottery=0.010,DAR-THEATRUM-BALBUS,secure
antq_theatrum_marcelli,cultural_category,antq_s2_civic_construction,no,,cloth=0.020;pottery=0.010,TR-THEATRE-MARCELLUS,secure
antq_theatrum_pompei,cultural_category,antq_s2_civic_construction,no,,cloth=0.020;pottery=0.010,DAR-THEATRUM-POMPEI,contested
antq_thermae_agrippae,infrastructure_category,antq_s2_waterworks_construction,no,,tools=0.020;masonry=0.010,TR-BATHS-AGRIPPA;SOV-AQUA-VIRGO,secure
antq_tiber_embankment,infrastructure_category,antq_s2_civic_construction,no,,cloth=0.020;pottery=0.010,DAR-TIBER-EMBANKMENT,contested
antq_villa_liviae,government_category,antq_s2_rural_construction,no,,antq_cordage=0.020;leather=0.015;tools=0.010,ITA-LIVIA;P12.3,contested
