good	local_deficit	source_market	distance	their_surplus	their_available_to_trade
coal	0.04	Cuicuilco	2050.47064	1.0768	1.0768
coal	0.04	Brantas Coast	4219	1.97033	1.97033
coal	0.04	Malay Straits	4250	0.70951	1.01265
coal	0.04	Mekong Basin	4658.26588	0.86107	0.86107
coal	0.04	Pataliputra	4794.592	0.9725	0.9725
coal	0.04	Marakanda	4979.546	1.05765	1.05765
coal	0.04	Luoyang	5716.85	26.8052	26.8052
coal	0.04	Kashgar	5762.202	0.66101	0.66101
coal	0.04	Chang'an	6151.7138	3.93797	3.93797
paper	0.04	Tacape	215	0.37761	0.37761
paper	0.04	Šaršāl	264	1.34279	1.34279
legumes	0.03931	Massilia	135	1.74546	1.74546
legumes	0.03931	Hippo Regius	146	4.68245	4.68245
legumes	0.03931	Hadrumetum	164	2.8968	2.8968
legumes	0.03931	Narbo Martius	178	1.50366	1.50366
legumes	0.03931	Mediolanum	219.70292	2.10339	2.10339
legumes	0.03931	Tarentum	222	0.13792	0.13792
legumes	0.03931	Šaršāl	264	1.67024	1.67024
legumes	0.03931	Brundisium	267	1.10138	1.10138
legumes	0.03931	Corinthus	278	1.95934	1.95934
legumes	0.03931	Smyrna Ionia Caria Cedar	381	6.7746	6.7746
legumes	0.03931	Caesaraugusta	402.97464	5.97709	5.97709
legumes	0.03931	Gades	409	8.92518	8.92518
legumes	0.03931	Aquileia	422	13.50119	13.50119
legumes	0.03931	Lugdunum	433.42518	28.34568	28.34568
legumes	0.03931	Alexandria	451	8.38431	8.38431
legumes	0.03931	Byzantion	483	13.01637	13.01637
legumes	0.03931	Corduba	486.42362	3.31898	3.31898
legumes	0.03931	Olisipo	519	1.79365	1.79365
legumes	0.03931	Demašq	604.7949	3.98416	3.98416
legumes	0.03931	Emerita Augusta	620.13348	5.50681	5.50681
legumes	0.03931	Beroea of Syria	638.23972	6.6758	6.6758
legumes	0.03931	Petra	676.0148	5.08585	5.08585
legumes	0.03931	Bosporan Phanagoria–Sindica	683	25.82617	25.82617
legumes	0.03931	Edessa	806.92392	5.5597	5.5597
legumes	0.03931	Burdigala	811	15.2405	15.2405
legumes	0.03931	Ubii Ara Ubiorum Oak Meadow	1287.41206	60.12719	60.12719
legumes	0.03931	Maya Lowlands	1807.50822	10.12678	10.12678
legumes	0.03931	Cuicuilco	2050.47064	11.47005	11.47005
legumes	0.03931	Arbela	2945.571	1.82134	1.82134
legumes	0.03931	Ctesiphon	3076.7234	2.97151	2.97151
legumes	0.03931	Atropatene	3110.7328	32.44056	32.44056
legumes	0.03931	Ecbatana	3394.6348	2.4924	2.4924
legumes	0.03931	Susa	3422.7224	9.30261	9.30261
legumes	0.03931	Meroe	3572.134	7.75628	7.75628
legumes	0.03931	Rhaga	3623.744	4.21474	4.21474
legumes	0.03931	Adulitan Northern Coast	3890.648	3.38236	3.38236
legumes	0.03931	Muziris	3955	5.63988	5.63988
legumes	0.03931	Mouza	4008	7.99356	7.99356
legumes	0.03931	Barygaza	4137	12.86889	12.86889
legumes	0.03931	Brantas Coast	4219	8.18351	8.18351
legumes	0.03931	Malay Straits	4250	2.0465	2.0465
legumes	0.03931	Mon Coast	4332	8.38726	8.38726
legumes	0.03931	Angkor Borei	4485.04346	0.94113	0.94113
legumes	0.03931	Luzon Coast	4629	3.58455	3.58455
legumes	0.03931	Mekong Basin	4658.26588	2.82741	2.82741
legumes	0.03931	Panyu	4744	19.04229	19.04229
legumes	0.03931	Jiaozhi	4772.1321	30.67753	30.67753
legumes	0.03931	Pataliputra	4794.592	28.86697	28.86697
legumes	0.03931	Marakanda	4979.546	17.0849	17.0849
legumes	0.03931	Indus–Taxila Ford	5173.4608	16.55962	16.55962
legumes	0.03931	Luoyang	5716.85	164.15946	164.15946
legumes	0.03931	Kashgar	5762.202	6.21092	6.21092
legumes	0.03931	Chengdu	5804.7822	52.58788	52.58788
legumes	0.03931	Chang'an	6151.7138	9.95027	9.95027
leather	0.03	Byzantion	483	0	0.61261
leather	0.03	Meroe	3572.134	0.50666	0.56339
leather	0.03	Pataliputra	4794.592	1.87478	1.87478
rice	0.01614	Tarraco	217	2.6982	2.6982
rice	0.01614	Mediolanum	219.70292	1.38767	1.38767
rice	0.01614	Smyrna Ionia Caria Cedar	381	0.72329	0.72329
rice	0.01614	Gades	409	24.6291	24.6291
rice	0.01614	Alexandria	451	8.31162	8.31162
rice	0.01614	Ctesiphon	3076.7234	2.94367	2.94367
rice	0.01614	Susa	3422.7224	4.09183	4.09183
rice	0.01614	Meroe	3572.134	18.37601	18.37601
rice	0.01614	Rhaga	3623.744	5.83068	5.83068
rice	0.01614	Muziris	3955	4.05059	4.05059
rice	0.01614	Palaesimundum	3986.51882	4.20012	4.20012
rice	0.01614	Mouza	4008	1.11087	1.11087
rice	0.01614	Barygaza	4137	12.13262	12.13262
rice	0.01614	Brantas Coast	4219	5.78379	5.78379
rice	0.01614	Malay Straits	4250	2.77007	2.77007
rice	0.01614	Mon Coast	4332	27.70746	27.70746
rice	0.01614	Angkor Borei	4485.04346	7.07203	7.07203
rice	0.01614	Luzon Coast	4629	11.51168	11.51168
rice	0.01614	Mekong Basin	4658.26588	13.00848	13.00848
rice	0.01614	Panyu	4744	123.41959	123.41959
rice	0.01614	Jiaozhi	4772.1321	19.17873	19.17873
rice	0.01614	Pataliputra	4794.592	61.81779	61.81779
rice	0.01614	Marakanda	4979.546	1.56942	1.56942
rice	0.01614	Indus–Taxila Ford	5173.4608	9.26593	9.26593
rice	0.01614	Luoyang	5716.85	301.79307	301.79307
rice	0.01614	Kashgar	5762.202	2.64381	2.64381
rice	0.01614	Chengdu	5804.7822	77.61831	77.61831
rice	0.01614	Chang'an	6151.7138	8.513	8.513
wild_game	0.01445	Mediolanum	219.70292	0.57817	0.57817
wild_game	0.01445	Brundisium	267	0.16557	0.16557
wild_game	0.01445	Smyrna Ionia Caria Cedar	381	0.971	0.971
wild_game	0.01445	Caesaraugusta	402.97464	1.47878	1.47878
wild_game	0.01445	Gades	409	1.40918	1.40918
wild_game	0.01445	Aquileia	422	12.04672	12.04672
wild_game	0.01445	Lugdunum	433.42518	9.06031	9.06031
wild_game	0.01445	Byzantion	483	7.1955	7.1955
wild_game	0.01445	Bosporan Phanagoria–Sindica	683	19.44185	19.44185
wild_game	0.01445	Burdigala	811	0.69754	0.69754
wild_game	0.01445	Ubii Ara Ubiorum Oak Meadow	1287.41206	59.49459	59.49459
wild_game	0.01445	Maya Lowlands	1807.50822	9.84742	9.84742
wild_game	0.01445	Cuicuilco	2050.47064	7.47951	7.47951
wild_game	0.01445	Atropatene	3110.7328	8.1117	8.1117
wild_game	0.01445	Ecbatana	3394.6348	1.78822	1.78822
wild_game	0.01445	Susa	3422.7224	9.30159	9.30159
wild_game	0.01445	Meroe	3572.134	6.1344	6.1344
wild_game	0.01445	Rhaga	3623.744	7.85945	7.85945
wild_game	0.01445	Virú	3798	1.229	1.229
wild_game	0.01445	Adulitan Northern Coast	3890.648	0.53784	0.53784
wild_game	0.01445	Muziris	3955	1.87884	1.87884
wild_game	0.01445	Mouza	4008	0.2168	0.2168
wild_game	0.01445	Barygaza	4137	20.49859	20.49859
wild_game	0.01445	Brantas Coast	4219	0.74982	0.74982
wild_game	0.01445	Malay Straits	4250	4.93036	4.93036
wild_game	0.01445	Mon Coast	4332	0.92597	0.92597
wild_game	0.01445	Angkor Borei	4485.04346	0.78139	0.78139
wild_game	0.01445	Monte Albán	4560.62308	5.54043	5.54043
wild_game	0.01445	Luzon Coast	4629	0.87071	0.87071
wild_game	0.01445	Mekong Basin	4658.26588	2.92731	2.92731
wild_game	0.01445	Panyu	4744	16.52142	16.52142
wild_game	0.01445	Jiaozhi	4772.1321	16.37081	16.37081
wild_game	0.01445	Pataliputra	4794.592	26.12777	26.12777
wild_game	0.01445	Marakanda	4979.546	23.32399	23.32399
wild_game	0.01445	Indus–Taxila Ford	5173.4608	27.52278	27.52278
wild_game	0.01445	Luoyang	5716.85	22.33133	22.33133
wild_game	0.01445	Kashgar	5762.202	20.13533	20.13533
wild_game	0.01445	Chengdu	5804.7822	38.76994	38.76994
wild_game	0.01445	Chang'an	6151.7138	13.67179	13.67179
beer	0.0053	Tacape	215	0.48464	0.48464
beer	0.0053	Mediolanum	219.70292	0	0.24608
beer	0.0053	Brundisium	267	0	0.08288
beer	0.0053	Aquileia	422	0	0.14283
beer	0.0053	Lugdunum	433.42518	2.14868	3.43731
beer	0.0053	Antiochia ad Orontem	534	0	0.33732
beer	0.0053	Beroea of Syria	638.23972	0	0.47087
beer	0.0053	Bosporan Phanagoria–Sindica	683	1.46261	1.62929
beer	0.0053	Edessa	806.92392	0	0.11961
beer	0.0053	Ubii Ara Ubiorum Oak Meadow	1287.41206	0.91227	0.91227
beer	0.0053	Cuicuilco	2050.47064	1.10015	1.10015
beer	0.0053	Ctesiphon	3076.7234	1.7314	1.7314
beer	0.0053	Atropatene	3110.7328	1.55064	1.55064
beer	0.0053	Susa	3422.7224	1.5495	1.5495
beer	0.0053	Adulitan Northern Coast	3890.648	0.65541	1.0777
beer	0.0053	Palaesimundum	3986.51882	1.68873	1.68873
beer	0.0053	Mouza	4008	0.54803	0.54803
beer	0.0053	Barygaza	4137	0.20395	0.29195
beer	0.0053	Jiaozhi	4772.1321	2.74617	2.91177
beer	0.0053	Pataliputra	4794.592	2.37317	2.37317
beer	0.0053	Marakanda	4979.546	1.02323	1.02323
beer	0.0053	Indus–Taxila Ford	5173.4608	1.51862	1.51862
beer	0.0053	Kashgar	5762.202	1.92716	1.92716
beer	0.0053	Chang'an	6151.7138	0	1.83999
gems	0.00184	Hippo Diarrhytus	128	1.99588	2.01503
gems	0.00184	Hippo Regius	146	0.90355	0.90355
gems	0.00184	Nemausus	165	0.95379	0.95379
gems	0.00184	Brundisium	267	0.59542	0.59542
gems	0.00184	Corinthus	278	-0.02875	0.77157
gems	0.00184	Ravenna	343.31328	1.33566	1.33566
gems	0.00184	Aquileia	422	0.05605	1.39171
gems	0.00184	Byzantion	483	0.80032	0.80032
gems	0.00184	Corduba	486.42362	0.83321	0.83321
gems	0.00184	Antiochia ad Orontem	534	2.08529	2.08529
gems	0.00184	Ubii Ara Ubiorum Oak Meadow	1287.41206	0.05897	0.05897
gems	0.00184	Maya Lowlands	1807.50822	3.63911	3.63911
gems	0.00184	Cuicuilco	2050.47064	12.84032	12.84032
gems	0.00184	Atropatene	3110.7328	1.99156	4.52015
gems	0.00184	Ecbatana	3394.6348	2.52859	2.52859
gems	0.00184	Meroe	3572.134	0.65373	0.65373
gems	0.00184	Rhaga	3623.744	1.26502	1.26502
gems	0.00184	Virú	3798	2.15462	2.15462
gems	0.00184	Adulitan Northern Coast	3890.648	-0.414	1.67129
gems	0.00184	Muziris	3955	1.3502	1.3502
gems	0.00184	Palaesimundum	3986.51882	9.50312	9.50312
gems	0.00184	Barygaza	4137	1.42433	1.42433
gems	0.00184	Mon Coast	4332	6.16005	6.16005
gems	0.00184	Angkor Borei	4485.04346	3.03794	3.03794
gems	0.00184	Monte Albán	4560.62308	1.79962	1.79962
gems	0.00184	Mekong Basin	4658.26588	-0.11179	2.92615
gems	0.00184	Panyu	4744	-1.46374	4.82124
gems	0.00184	Jiaozhi	4772.1321	6.28498	6.28498
gems	0.00184	Pataliputra	4794.592	1.95805	1.95805
gems	0.00184	Marakanda	4979.546	2.53586	2.53586
gems	0.00184	Indus–Taxila Ford	5173.4608	0.73262	0.73262
gems	0.00184	Luoyang	5716.85	7.37542	7.37542
gems	0.00184	Kashgar	5762.202	2.67139	2.67139
gems	0.00184	Chengdu	5804.7822	0.74775	0.74775
gems	0.00184	Chang'an	6151.7138	3.24376	3.24376

location	building_type	level	is_open	is_subsidized	profit	output_good	potential_output	output_local_surplus	inputs	input_local_surplus
pontedera	market_village	1	yes	no	-0.03867	tools	0.40638	2.48065	iron:0.417	iron:0.82458
pisa	forest_village	1	yes	no	-0.03829	tools	0.40227	2.48065	iron:0.417	iron:0.82458
poggibonsi	forest_village	1	yes	no	-0.03747	tools	0.39376	2.48065	iron:0.417	iron:0.82458
naples	antq_reg_wine_press	1	yes	no	0	wine	0.84432	14.60145	fruit:1.154;lumber:0.3418	fruit:-4.62477;lumber:29.92426
rome	antq_reg_scriptorium	1	yes	no	0.01899	books	0.95169	0.80207	antq_papyrus:0.15;dyes:0.15;lumber:0.5	antq_papyrus:-0.15;dyes:1.96501;lumber:29.92426
orte	forest_village	1	yes	no	0.08015	tools	0.53111	2.48065	iron:0.417	iron:0.82458
bracciano	forest_village	1	yes	no	0.0847	tools	0.56128	2.48065	iron:0.417	iron:0.82458
florence	fishing_village	1	yes	no	0.09304	naval_supplies	0.39467	2.02992	lumber:0.5;tar:0.25	lumber:29.92426;tar:0.05297
nola	fishing_village	1	yes	no	0.09545	naval_supplies	0.40493	2.02992	lumber:0.5;tar:0.25	lumber:29.92426;tar:0.05297
caserta	fishing_village	1	yes	no	0.0979	naval_supplies	0.41529	2.02992	lumber:0.5;tar:0.25	lumber:29.92426;tar:0.05297
viterbo	fishing_village	1	yes	no	0.11249	naval_supplies	0.47722	2.02992	lumber:0.5;tar:0.25	lumber:29.92426;tar:0.05297
sabina	fishing_village	1	yes	no	0.11583	naval_supplies	0.49135	2.02992	lumber:0.5;tar:0.25	lumber:29.92426;tar:0.05297
salerno	farming_village	1	yes	no	0.17485	livestock	0.41799	5.56794	tools:0.0267;clay:1.0896	tools:2.48065;clay:57.78454
gaeta	farming_village	1	yes	no	0.18676	livestock	0.4465	5.56794	tools:0.0267;clay:1.0896	tools:2.48065;clay:57.78454
prato	market_village	1	yes	no	0.23607	jewelry	0.07656	0.03251	stone:0.417	stone:38.03252
pescia	forest_village	1	yes	no	0.24278	weaponry	0.15421	0.10932	lumber:0.333	lumber:29.92426
rome	antq_reg_metalwork	1	yes	no	0.35571	tools	1.22012	2.48065	iron:0.8333	iron:0.82458
nola	antq_cult_nut_orchards	1	yes	no	0.65882	antq_tree_nuts	0.24295	-2.5422	tools:0.0417;lumber:0.125;livestock:0.2083	tools:2.48065;lumber:29.92426;livestock:5.56794
avellino	antq_cult_nut_orchards	1	yes	no	0.6943	antq_tree_nuts	0.24962	-2.5422	tools:0.0417;lumber:0.125;livestock:0.2083	tools:2.48065;lumber:29.92426;livestock:5.56794
rome	antq_reg_brickworks	1	yes	no	0.71428	masonry	1.17131	0.21924	clay:1.6	clay:57.78454
narni	antq_cult_nut_orchards	1	yes	no	0.7936	antq_tree_nuts	0.28813	-2.5422	tools:0.0417;lumber:0.125;livestock:0.2083	tools:2.48065;lumber:29.92426;livestock:5.56794
rome	antq_reg_ironmongery	1	yes	no	1.33634	antq_iron_hardware	1.22012	-0.90519	iron:0.8333	iron:0.82458
rome	antq_reg_charcoal_hearth	1	yes	no	1.48325	tar	1.22012	0.05297	lumber:1.1111	lumber:29.92426
rome	antq_reg_ceramic_quarter	1	yes	no	1.50962	antq_fine_ceramics	0.3038	-1.86841	clay:1.0039;lumber:0.1201;tools:0.0504	clay:57.78454;lumber:29.92426;tools:2.48065
rome	antq_reg_annona_bakery	1	yes	no	2.33643	antq_grain_products	1.43379	-5.02679	wheat:1;lumber:0.15;tools:0.05	wheat:10.25668;lumber:29.92426;tools:2.48065
rome	antq_reg_villa_rustica	1	yes	no	2.33643	antq_grain_products	1.43379	-5.02679	wheat:1;lumber:0.15;tools:0.05	wheat:10.25668;lumber:29.92426;tools:2.48065
rome	antq_reg_textile_quarter	1	yes	no	2.6629	cloth	1.22012	-0.61233	wool:1	wool:12.16237
rome	antq_reg_ropewalk	1	yes	no	2.99076	antq_cordage	1.46414	-1.58579	fiber_crops:1;lumber:0.3333	fiber_crops:8.48592;lumber:29.92426
rome	antq_reg_cheese_dairy	1	yes	no	3.91387	antq_cheese_curds	1.15911	-4.51609	livestock:1;salt:0.1	livestock:5.56794;salt:3.37243
rome	antq_reg_meat_curing_yard	1	yes	no	4.86275	antq_cured_meat	1.08712	-4.2938	livestock:1;salt:0.2;lumber:0.05	livestock:5.56794;salt:3.37243;lumber:29.92426

building_type	output_good	count	total_levels	num_open	num_closed	num_subsidized	num_loss_making	total_potential_output	total_profit	avg_profit_per_level
antq_reg_wine_press	wine	1	1	1	0	0	0	0.84432	0	0
antq_reg_scriptorium	books	1	1	1	0	0	0	0.95169	0.01899	0.01899
market_village	tools	2	2	2	0	0	1	0.48294	0.1974	0.0987
forest_village	tools	5	5	5	0	0	2	2.04263	0.33187	0.06637
antq_reg_metalwork	tools	1	1	1	0	0	0	1.22012	0.35571	0.35571
farming_village	livestock	2	2	2	0	0	0	0.86449	0.36161	0.1808
fishing_village	naval_supplies	5	5	5	0	0	0	2.18346	0.51471	0.10294
antq_reg_brickworks	masonry	1	1	1	0	0	0	1.17131	0.71428	0.71428
antq_reg_ironmongery	antq_iron_hardware	1	1	1	0	0	0	1.22012	1.33634	1.33634
antq_reg_charcoal_hearth	tar	1	1	1	0	0	0	1.22012	1.48325	1.48325
antq_reg_ceramic_quarter	antq_fine_ceramics	1	1	1	0	0	0	0.3038	1.50962	1.50962
antq_cult_nut_orchards	antq_tree_nuts	3	3	3	0	0	0	0.7807	2.14672	0.71557
antq_reg_villa_rustica	antq_grain_products	1	1	1	0	0	0	1.43379	2.33643	2.33643
antq_reg_annona_bakery	antq_grain_products	1	1	1	0	0	0	1.43379	2.33643	2.33643
antq_reg_textile_quarter	cloth	1	1	1	0	0	0	1.22012	2.6629	2.6629
antq_reg_ropewalk	antq_cordage	1	1	1	0	0	0	1.46414	2.99076	2.99076
antq_reg_cheese_dairy	antq_cheese_curds	1	1	1	0	0	0	1.15911	3.91387	3.91387
antq_reg_meat_curing_yard	antq_cured_meat	1	1	1	0	0	0	1.08712	4.86275	4.86275
