good	local_deficit	source_market	distance	their_surplus	their_available_to_trade
coal	0.04	Malay Straits	4250	0.70951	1.01265
coal	0.04	Mekong Basin	4658.26588	0.86107	0.86107
coal	0.04	Pataliputra	4794.592	0.9725	0.9725
coal	0.04	Marakanda	4979.546	1.05765	1.05765
coal	0.04	Luoyang	5716.85	26.8052	26.8052
coal	0.04	Kashgar	5762.202	0.66101	0.66101
coal	0.04	Chang'an	6151.7138	3.93797	3.93797
legumes	0.03984	Massilia	135	1.74123	1.74123
legumes	0.03984	Hippo Regius	146	4.6755	4.6755
legumes	0.03984	Hadrumetum	164	2.89362	2.89362
legumes	0.03984	Narbo Martius	178	1.49659	1.49659
legumes	0.03984	Mediolanum	219.70292	2.09	2.09
legumes	0.03984	Tarentum	222	0.14307	0.14307
legumes	0.03984	Šaršāl	264	1.67405	1.67405
legumes	0.03984	Brundisium	267	1.06132	1.06132
legumes	0.03984	Corinthus	278	1.94464	1.94464
legumes	0.03984	Smyrna Ionia Caria Cedar	381	6.75183	6.75183
legumes	0.03984	Caesaraugusta	402.97464	5.95939	5.95939
legumes	0.03984	Gades	409	8.92044	8.92044
legumes	0.03984	Aquileia	422	13.47168	13.47168
legumes	0.03984	Lugdunum	433.42518	28.28575	28.28575
legumes	0.03984	Alexandria	451	8.34355	8.34355
legumes	0.03984	Byzantion	483	13.00197	13.00197
legumes	0.03984	Corduba	486.42362	3.30739	3.30739
legumes	0.03984	Olisipo	519	1.77648	1.77648
legumes	0.03984	Demašq	604.7949	3.97725	3.97725
legumes	0.03984	Emerita Augusta	620.13348	5.49555	5.49555
legumes	0.03984	Beroea of Syria	638.23972	6.65924	6.65924
legumes	0.03984	Petra	676.0148	5.0509	5.0509
legumes	0.03984	Bosporan Phanagoria–Sindica	683	25.82423	25.82423
legumes	0.03984	Edessa	806.92392	5.49376	5.49376
legumes	0.03984	Burdigala	811	15.19262	15.19262
legumes	0.03984	Ubii Ara Ubiorum Oak Meadow	1287.41206	60.1218	60.1218
legumes	0.03984	Maya Lowlands	1807.50822	10.12678	10.12678
legumes	0.03984	Cuicuilco	2050.47064	11.47005	11.47005
legumes	0.03984	Arbela	2945.571	1.81826	1.81826
legumes	0.03984	Ctesiphon	3076.7234	2.93978	2.93978
legumes	0.03984	Atropatene	3110.7328	32.43705	32.43705
legumes	0.03984	Ecbatana	3394.6348	2.47565	2.47565
legumes	0.03984	Susa	3422.7224	9.28009	9.28009
legumes	0.03984	Meroe	3572.134	7.74595	7.74595
legumes	0.03984	Rhaga	3623.744	4.18919	4.18919
legumes	0.03984	Adulitan Northern Coast	3890.648	3.38095	3.38095
legumes	0.03984	Muziris	3955	5.57083	5.57083
legumes	0.03984	Mouza	4008	7.99161	7.99161
legumes	0.03984	Barygaza	4137	12.83509	12.83509
legumes	0.03984	Brantas Coast	4219	8.18351	8.18351
legumes	0.03984	Malay Straits	4250	2.0465	2.0465
legumes	0.03984	Mon Coast	4332	8.38726	8.38726
legumes	0.03984	Angkor Borei	4485.04346	0.94113	0.94113
legumes	0.03984	Luzon Coast	4629	3.58455	3.58455
legumes	0.03984	Mekong Basin	4658.26588	2.82741	2.82741
legumes	0.03984	Panyu	4744	19.04135	19.04135
legumes	0.03984	Jiaozhi	4772.1321	30.67753	30.67753
legumes	0.03984	Pataliputra	4794.592	28.80008	28.80008
legumes	0.03984	Marakanda	4979.546	17.08101	17.08101
legumes	0.03984	Indus–Taxila Ford	5173.4608	16.53081	16.53081
legumes	0.03984	Luoyang	5716.85	164.15608	164.15608
legumes	0.03984	Kashgar	5762.202	6.21092	6.21092
legumes	0.03984	Chengdu	5804.7822	52.58498	52.58498
legumes	0.03984	Chang'an	6151.7138	9.94397	9.94397
leather	0.03	Byzantion	483	0	0.61261
leather	0.03	Meroe	3572.134	0.49957	0.5563
leather	0.03	Pataliputra	4794.592	2.22399	2.22399
rice	0.01658	Tarraco	217	2.68573	2.68573
rice	0.01658	Mediolanum	219.70292	1.3734	1.3734
rice	0.01658	Smyrna Ionia Caria Cedar	381	0.69436	0.69436
rice	0.01658	Gades	409	24.62321	24.62321
rice	0.01658	Alexandria	451	8.28033	8.28033
rice	0.01658	Ctesiphon	3076.7234	3.5842	3.5842
rice	0.01658	Susa	3422.7224	4.07984	4.07984
rice	0.01658	Meroe	3572.134	18.36833	18.36833
rice	0.01658	Rhaga	3623.744	6.81636	6.81636
rice	0.01658	Muziris	3955	3.98627	3.98627
rice	0.01658	Palaesimundum	3986.51882	4.98694	4.98694
rice	0.01658	Mouza	4008	1.10897	1.10897
rice	0.01658	Barygaza	4137	12.11139	12.11139
rice	0.01658	Brantas Coast	4219	5.78379	5.78379
rice	0.01658	Malay Straits	4250	2.77007	2.77007
rice	0.01658	Mon Coast	4332	27.70746	27.70746
rice	0.01658	Angkor Borei	4485.04346	7.07203	7.07203
rice	0.01658	Luzon Coast	4629	11.51168	11.51168
rice	0.01658	Mekong Basin	4658.26588	13.00848	13.00848
rice	0.01658	Panyu	4744	124.41865	124.41865
rice	0.01658	Jiaozhi	4772.1321	20.17873	20.17873
rice	0.01658	Pataliputra	4794.592	63.48372	63.48372
rice	0.01658	Marakanda	4979.546	1.5673	1.5673
rice	0.01658	Indus–Taxila Ford	5173.4608	9.23972	9.23972
rice	0.01658	Luoyang	5716.85	302.78966	302.78966
rice	0.01658	Kashgar	5762.202	2.64381	2.64381
rice	0.01658	Chengdu	5804.7822	78.61541	78.61541
rice	0.01658	Chang'an	6151.7138	8.50671	8.50671
wild_game	0.01445	Mediolanum	219.70292	0.57817	0.57817
wild_game	0.01445	Brundisium	267	0.15881	0.15881
wild_game	0.01445	Smyrna Ionia Caria Cedar	381	0.971	0.971
wild_game	0.01445	Caesaraugusta	402.97464	1.47878	1.47878
wild_game	0.01445	Gades	409	1.41875	1.41875
wild_game	0.01445	Aquileia	422	12.04672	12.04672
wild_game	0.01445	Lugdunum	433.42518	9.06031	9.06031
wild_game	0.01445	Byzantion	483	7.1955	7.1955
wild_game	0.01445	Bosporan Phanagoria–Sindica	683	19.44152	19.44152
wild_game	0.01445	Burdigala	811	0.69753	0.69753
wild_game	0.01445	Ubii Ara Ubiorum Oak Meadow	1287.41206	59.49477	59.49477
wild_game	0.01445	Maya Lowlands	1807.50822	9.84742	9.84742
wild_game	0.01445	Cuicuilco	2050.47064	7.47951	7.47951
wild_game	0.01445	Atropatene	3110.7328	8.11158	8.11158
wild_game	0.01445	Ecbatana	3394.6348	1.7792	1.7792
wild_game	0.01445	Susa	3422.7224	9.29029	9.29029
wild_game	0.01445	Meroe	3572.134	6.13127	6.13127
wild_game	0.01445	Rhaga	3623.744	7.84588	7.84588
wild_game	0.01445	Virú	3798	1.229	1.229
wild_game	0.01445	Adulitan Northern Coast	3890.648	0.53769	0.53769
wild_game	0.01445	Muziris	3955	1.85698	1.85698
wild_game	0.01445	Mouza	4008	0.21797	0.21797
wild_game	0.01445	Barygaza	4137	20.48707	20.48707
wild_game	0.01445	Brantas Coast	4219	0.74982	0.74982
wild_game	0.01445	Malay Straits	4250	4.93036	4.93036
wild_game	0.01445	Mon Coast	4332	0.92597	0.92597
wild_game	0.01445	Angkor Borei	4485.04346	0.78139	0.78139
wild_game	0.01445	Monte Albán	4560.62308	5.54043	5.54043
wild_game	0.01445	Luzon Coast	4629	0.87071	0.87071
wild_game	0.01445	Mekong Basin	4658.26588	2.92731	2.92731
wild_game	0.01445	Panyu	4744	16.52142	16.52142
wild_game	0.01445	Jiaozhi	4772.1321	16.37081	16.37081
wild_game	0.01445	Pataliputra	4794.592	24.98896	24.98896
wild_game	0.01445	Marakanda	4979.546	23.32184	23.32184
wild_game	0.01445	Indus–Taxila Ford	5173.4608	27.5216	27.5216
wild_game	0.01445	Luoyang	5716.85	22.33133	22.33133
wild_game	0.01445	Kashgar	5762.202	20.13533	20.13533
wild_game	0.01445	Chengdu	5804.7822	38.76994	38.76994
wild_game	0.01445	Chang'an	6151.7138	13.67179	13.67179
beer	0.0053	Tacape	215	0.48464	0.48464
beer	0.0053	Mediolanum	219.70292	0.24608	0.24608
beer	0.0053	Brundisium	267	0	0.08068
beer	0.0053	Aquileia	422	0	0.14283
beer	0.0053	Lugdunum	433.42518	2.16953	3.43731
beer	0.0053	Byzantion	483	0.0196	0.51513
beer	0.0053	Antiochia ad Orontem	534	0	0.39138
beer	0.0053	Beroea of Syria	638.23972	0	0.47087
beer	0.0053	Bosporan Phanagoria–Sindica	683	1.62888	1.62888
beer	0.0053	Ubii Ara Ubiorum Oak Meadow	1287.41206	0.81737	0.81737
beer	0.0053	Cuicuilco	2050.47064	1.10015	1.10015
beer	0.0053	Ctesiphon	3076.7234	1.7314	1.7314
beer	0.0053	Atropatene	3110.7328	1.55064	1.55064
beer	0.0053	Susa	3422.7224	1.5495	1.5495
beer	0.0053	Adulitan Northern Coast	3890.648	0.65541	1.0777
beer	0.0053	Mouza	4008	0.54803	0.54803
beer	0.0053	Barygaza	4137	0	0.29195
beer	0.0053	Jiaozhi	4772.1321	2.74617	2.91177
beer	0.0053	Pataliputra	4794.592	2.37316	2.37316
beer	0.0053	Marakanda	4979.546	1.02319	1.02319
beer	0.0053	Indus–Taxila Ford	5173.4608	1.51862	1.51862
beer	0.0053	Kashgar	5762.202	1.92708	1.92708
beer	0.0053	Chang'an	6151.7138	0	1.83999
gems	0.00184	Hippo Diarrhytus	128	1.99588	2.01503
gems	0.00184	Hippo Regius	146	0.90355	0.90355
gems	0.00184	Nemausus	165	0.95379	0.95379
gems	0.00184	Brundisium	267	0.59235	0.59235
gems	0.00184	Corinthus	278	-0.02875	0.77157
gems	0.00184	Ravenna	343.31328	1.33566	1.33566
gems	0.00184	Aquileia	422	0.05605	1.39171
gems	0.00184	Byzantion	483	0.80032	0.80032
gems	0.00184	Corduba	486.42362	0.83321	0.83321
gems	0.00184	Antiochia ad Orontem	534	2.08529	2.08529
gems	0.00184	Ubii Ara Ubiorum Oak Meadow	1287.41206	0.05897	0.05897
gems	0.00184	Maya Lowlands	1807.50822	3.63911	3.63911
gems	0.00184	Cuicuilco	2050.47064	12.84032	12.84032
gems	0.00184	Atropatene	3110.7328	1.99156	4.52015
gems	0.00184	Ecbatana	3394.6348	2.52859	2.52859
gems	0.00184	Meroe	3572.134	0.65373	0.65373
gems	0.00184	Rhaga	3623.744	1.26502	1.26502
gems	0.00184	Virú	3798	2.15462	2.15462
gems	0.00184	Adulitan Northern Coast	3890.648	-0.414	1.67129
gems	0.00184	Muziris	3955	1.3502	1.3502
gems	0.00184	Palaesimundum	3986.51882	9.50312	9.50312
gems	0.00184	Barygaza	4137	1.42433	1.42433
gems	0.00184	Mon Coast	4332	6.16005	6.16005
gems	0.00184	Angkor Borei	4485.04346	3.03794	3.03794
gems	0.00184	Monte Albán	4560.62308	1.79962	1.79962
gems	0.00184	Mekong Basin	4658.26588	-0.11179	2.92615
gems	0.00184	Panyu	4744	-1.46374	4.82124
gems	0.00184	Jiaozhi	4772.1321	6.28498	6.28498
gems	0.00184	Pataliputra	4794.592	1.95805	1.95805
gems	0.00184	Marakanda	4979.546	2.53586	2.53586
gems	0.00184	Indus–Taxila Ford	5173.4608	0.73262	0.73262
gems	0.00184	Luoyang	5716.85	7.37542	7.37542
gems	0.00184	Kashgar	5762.202	2.67139	2.67139
gems	0.00184	Chengdu	5804.7822	0.74775	0.74775
gems	0.00184	Chang'an	6151.7138	3.24376	3.24376

location	building_type	level	is_open	is_subsidized	profit	output_good	potential_output	output_local_surplus	inputs	input_local_surplus
pontedera	market_village	1	yes	no	-0.11823	tools	0.40638	2.50708	iron:0.417	iron:0.82458
pisa	forest_village	1	yes	no	-0.11705	tools	0.40227	2.50708	iron:0.417	iron:0.82458
poggibonsi	forest_village	1	yes	no	-0.11457	tools	0.39376	2.50708	iron:0.417	iron:0.82458
bracciano	forest_village	1	yes	no	-0.0174	tools	0.56128	2.50708	iron:0.417	iron:0.82458
orte	forest_village	1	yes	no	-0.01647	tools	0.53111	2.50708	iron:0.417	iron:0.82458
rome	antq_reg_scriptorium	1	yes	no	0	books	0.95169	-0.14	antq_papyrus:0.4;dyes:0.05;lumber:0.1	antq_papyrus:-0.4;dyes:2.06501;lumber:30.80207
rome	antq_reg_cheese_dairy	1	yes	no	0	antq_cheese_curds	1.18961	0	livestock:1;salt:0.1;pottery:0.05	livestock:6.06773;salt:3.37243;pottery:-0.606
naples	antq_reg_wine_press	1	yes	no	0	wine	0.84432	14.59995	fruit:1.154;lumber:0.157;tools:0.092	fruit:-4.70827;lumber:30.80207;tools:2.50708
florence	fishing_village	1	yes	no	0.10071	naval_supplies	0.39467	2.02992	lumber:0.5;tar:0.25	lumber:30.80207;tar:0.05297
nola	fishing_village	1	yes	no	0.10333	naval_supplies	0.40493	2.02992	lumber:0.5;tar:0.25	lumber:30.80207;tar:0.05297
caserta	fishing_village	1	yes	no	0.10598	naval_supplies	0.41529	2.02992	lumber:0.5;tar:0.25	lumber:30.80207;tar:0.05297
viterbo	fishing_village	1	yes	no	0.12177	naval_supplies	0.47722	2.02992	lumber:0.5;tar:0.25	lumber:30.80207;tar:0.05297
sabina	fishing_village	1	yes	no	0.12539	naval_supplies	0.49135	2.02992	lumber:0.5;tar:0.25	lumber:30.80207;tar:0.05297
rome	antq_reg_metalwork	1	yes	no	0.14342	tools	1.22012	2.50708	iron:0.8333	iron:0.82458
salerno	farming_village	1	yes	no	0.15853	livestock	0.41799	6.06773	tools:0.0267;clay:1.0896	tools:2.50708;clay:57.84454
gaeta	farming_village	1	yes	no	0.16934	livestock	0.4465	6.06773	tools:0.0267;clay:1.0896	tools:2.50708;clay:57.84454
prato	market_village	1	yes	no	0.23608	jewelry	0.07656	0.03251	stone:0.417	stone:38.06852
pescia	forest_village	1	yes	no	0.24777	weaponry	0.15421	0.10932	lumber:0.333	lumber:30.80207
rome	antq_reg_brickworks	1	yes	no	0.71433	masonry	1.17131	0.21924	clay:1.6	clay:57.84454
rome	antq_reg_ironmongery	1	yes	no	1.1914	antq_iron_hardware	1.22012	-0.93633	iron:0.8333	iron:0.82458
rome	antq_reg_charcoal_hearth	1	yes	no	1.50605	tar	1.22012	0.05297	lumber:1.1111	lumber:30.80207
rome	antq_reg_ceramic_quarter	1	yes	no	1.5139	antq_fine_ceramics	0.3038	-1.86841	clay:1.0039;lumber:0.1201;tools:0.0504	clay:57.84454;lumber:30.80207;tools:2.50708
rome	antq_reg_annona_bakery	1	yes	no	2.3694	antq_grain_products	1.43379	-5.16384	wheat:1;lumber:0.15;tools:0.05	wheat:10.09696;lumber:30.80207;tools:2.50708
rome	antq_reg_villa_rustica	1	yes	no	2.3694	antq_grain_products	1.43379	-5.16384	wheat:1;lumber:0.15;tools:0.05	wheat:10.09696;lumber:30.80207;tools:2.50708
rome	antq_reg_textile_quarter	1	yes	no	2.66292	cloth	1.22012	-0.61233	wool:1	wool:12.16387
rome	antq_reg_ropewalk	1	yes	no	3.02181	antq_cordage	1.46414	-1.64698	fiber_crops:1;lumber:0.3333	fiber_crops:8.48592;lumber:30.80207
rome	antq_reg_meat_curing_yard	1	yes	no	4.94249	antq_cured_meat	1.08712	-4.35691	livestock:1;salt:0.2;lumber:0.05	livestock:6.06773;salt:3.37243;lumber:30.80207

building_type	output_good	count	total_levels	num_open	num_closed	num_subsidized	num_loss_making	total_potential_output	total_profit	avg_profit_per_level
forest_village	tools	5	5	5	0	0	4	2.04263	-0.01772	-0.00354
antq_reg_wine_press	wine	1	1	1	0	0	0	0.84432	0	0
antq_reg_scriptorium	books	1	1	1	0	0	0	0.95169	0	0
antq_reg_cheese_dairy	antq_cheese_curds	1	1	1	0	0	0	1.18961	0	0
market_village	tools	2	2	2	0	0	1	0.48294	0.11785	0.05892
antq_reg_metalwork	tools	1	1	1	0	0	0	1.22012	0.14342	0.14342
farming_village	livestock	2	2	2	0	0	0	0.86449	0.32787	0.16393
fishing_village	naval_supplies	5	5	5	0	0	0	2.18346	0.55718	0.11143
antq_reg_brickworks	masonry	1	1	1	0	0	0	1.17131	0.71433	0.71433
antq_reg_ironmongery	antq_iron_hardware	1	1	1	0	0	0	1.22012	1.1914	1.1914
antq_reg_charcoal_hearth	tar	1	1	1	0	0	0	1.22012	1.50605	1.50605
antq_reg_ceramic_quarter	antq_fine_ceramics	1	1	1	0	0	0	0.3038	1.5139	1.5139
antq_reg_villa_rustica	antq_grain_products	1	1	1	0	0	0	1.43379	2.3694	2.3694
antq_reg_annona_bakery	antq_grain_products	1	1	1	0	0	0	1.43379	2.3694	2.3694
antq_reg_textile_quarter	cloth	1	1	1	0	0	0	1.22012	2.66292	2.66292
antq_reg_ropewalk	antq_cordage	1	1	1	0	0	0	1.46414	3.02181	3.02181
antq_reg_meat_curing_yard	antq_cured_meat	1	1	1	0	0	0	1.08712	4.94249	4.94249
