# Generated by tools/ownership_map.py --write; do not edit.
tag,engine_tag,location,tenure,source,confidence,note
ADI,ADI,erbil,own_control_core,P8.2;OCD;PLE,secure,Adiabene capital proxy
FIN,XBU,abdulino,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,abo,own_control_core,P8.7;CAH-XI,contested,Finnic coastal and inland SoP frame
FIN,XBU,afanasyevo,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,almetyevsk,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,askino,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,aspa,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,aznakayevo,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,baltas,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,bavly,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,belekes,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,beloretsk,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,belozerye,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,beryozovka,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,beryozovskoye,own_control_core,P8.7;CAH-XI,contested,Finnic coastal and inland SoP frame
FIN,XBU,bilyar,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,birkala,own_control_core,P8.7;CAH-XI,contested,Finnic coastal and inland SoP frame
FIN,XBU,bizhbulyak,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,bjorneborg,own_control_core,P8.7;CAH-XI,contested,Finnic coastal and inland SoP frame
FIN,XBU,bogatoye,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,bogatye_saby,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,bol_shoy_uran,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,bolghar,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,bolshaya_yakshanga,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,bolshoy_cheremshan,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,bolshoy_ik,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,bugulma,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,buguruslan,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,burayevo,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,buzuluk,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,calli,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,chalninsky_pochinok,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,chastye,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,chekmagush,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,cherdyn,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,chernaya,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,chishmy,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,chyormoz,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,cukataw,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,davlekanovo,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,debyosy,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,dobryanka,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,dobyaz,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,dondykar,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,ekenas,own_control_core,P8.7;CAH-XI,contested,Finnic coastal and inland SoP frame
FIN,XBU,falenki,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,forssa,own_control_core,P8.7;CAH-XI,contested,Finnic coastal and inland SoP frame
FIN,XBU,gayny,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,grachevka,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,gubakha,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,helsinge,own_control_core,P8.7;CAH-XI,contested,Finnic coastal and inland SoP frame
FIN,XBU,hollola,own_control_core,P8.7;CAH-XI,contested,Finnic coastal and inland SoP frame
FIN,XBU,hvittis,own_control_core,P8.7;CAH-XI,contested,Finnic coastal and inland SoP frame
FIN,XBU,igra,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,ikalis,own_control_core,P8.7;CAH-XI,contested,Finnic coastal and inland SoP frame
FIN,XBU,ishimbay,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,izhevsk,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,jamsa,own_control_core,P8.7;CAH-XI,contested,Finnic coastal and inland SoP frame
FIN,XBU,janakkala,own_control_core,P8.7;CAH-XI,contested,Finnic coastal and inland SoP frame
FIN,XBU,kabachischi,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,kamyshla,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,kapova_pesera,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,karagay,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,karhumagi,own_control_core,P8.7;CAH-XI,contested,Finnic Karelia SoP frame
FIN,XBU,kasevo,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,kelich,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,kholunitsky,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,kiknur,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,kilmez,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,kinerma,own_control_core,P8.7;CAH-XI,contested,Finnic Karelia SoP frame
FIN,XBU,kirs,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,kizel,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,kizhi,own_control_core,P8.7;CAH-XI,contested,Finnic Karelia SoP frame
FIN,XBU,kobra,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,koksharov,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,kondpoga,own_control_core,P8.7;CAH-XI,contested,Finnic Karelia SoP frame
FIN,XBU,konevets,own_control_core,P8.7;CAH-XI,contested,Finnic Karelia SoP frame
FIN,XBU,koppo,own_control_core,P8.7;CAH-XI,contested,Finnic coastal and inland SoP frame
FIN,XBU,korela,own_control_core,P8.7;CAH-XI,contested,Finnic Karelia SoP frame
FIN,XBU,korsholm,own_control_core,P8.7;CAH-XI,contested,Finnic coastal and inland SoP frame
FIN,XBU,kortkeros,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,kosa_perm,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,koshki,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,koygorodok,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,krasnaya_gorka,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,kudymkar,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,kungur,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,kurkijoki,own_control_core,P8.7;CAH-XI,contested,Finnic Karelia SoP frame
FIN,XBU,kutarka,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,kymi_fi,own_control_core,P8.7;CAH-XI,contested,Finnic coastal and inland SoP frame
FIN,XBU,kyyrola,own_control_core,P8.7;CAH-XI,contested,Finnic coastal and inland SoP frame
FIN,XBU,laish,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,lalsk,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,liljendal,own_control_core,P8.7;CAH-XI,contested,Finnic coastal and inland SoP frame
FIN,XBU,lindjarvi,own_control_core,P8.7;CAH-XI,contested,Finnic Karelia SoP frame
FIN,XBU,lohja,own_control_core,P8.7;CAH-XI,contested,Finnic coastal and inland SoP frame
FIN,XBU,loimola,own_control_core,P8.7;CAH-XI,contested,Finnic Karelia SoP frame
FIN,XBU,lower_aktanyshbash,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,lupya,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,lysva,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,malyy_uran,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,mamadysh,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,meleuz,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,menzelinsk,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,mesyagutovo,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,morki,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,mozhga,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,nadvoitsy,own_control_core,P8.7;CAH-XI,contested,Finnic Karelia SoP frame
FIN,XBU,nagorsk,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,nikolsky,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,nyrob,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,nystad,own_control_core,P8.7;CAH-XI,contested,Finnic coastal and inland SoP frame
FIN,XBU,nytva,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,obyachevo,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,ochyor,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,okhannoye,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,oli_baraza,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,olonets,own_control_core,P8.7;CAH-XI,contested,Finnic Karelia SoP frame
FIN,XBU,omutninsk,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,oparino,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,orda,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,orlov,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,osa,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,ostrechiny,own_control_core,P8.7;CAH-XI,contested,Finnic Karelia SoP frame
FIN,XBU,perm,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,podosinovets,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,porvoo,own_control_core,P8.7;CAH-XI,contested,Finnic coastal and inland SoP frame
FIN,XBU,poytis,own_control_core,P8.7;CAH-XI,contested,Finnic coastal and inland SoP frame
FIN,XBU,pryazha,own_control_core,P8.7;CAH-XI,contested,Finnic Karelia SoP frame
FIN,XBU,puatane,own_control_core,P8.7;CAH-XI,contested,Finnic Karelia SoP frame
FIN,XBU,raumo,own_control_core,P8.7;CAH-XI,contested,Finnic coastal and inland SoP frame
FIN,XBU,s_ezzaja,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,saarijoki,own_control_core,P8.7;CAH-XI,contested,Finnic Karelia SoP frame
FIN,XBU,sadak,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,salmi,own_control_core,P8.7;CAH-XI,contested,Finnic Karelia SoP frame
FIN,XBU,sarapul,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,sastamala,own_control_core,P8.7;CAH-XI,contested,Finnic coastal and inland SoP frame
FIN,XBU,sastmola,own_control_core,P8.7;CAH-XI,contested,Finnic coastal and inland SoP frame
FIN,XBU,sauvo,own_control_core,P8.7;CAH-XI,contested,Finnic coastal and inland SoP frame
FIN,XBU,saygatsky,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,sellinkyla,own_control_core,P8.7;CAH-XI,contested,Finnic Karelia SoP frame
FIN,XBU,semcojarvi,own_control_core,P8.7;CAH-XI,contested,Finnic Karelia SoP frame
FIN,XBU,sergiyevsk,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,sernur,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,shuya_karelia,own_control_core,P8.7;CAH-XI,contested,Finnic Karelia SoP frame
FIN,XBU,shyoltozero,own_control_core,P8.7;CAH-XI,contested,Finnic Karelia SoP frame
FIN,XBU,siva,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,sjundea,own_control_core,P8.7;CAH-XI,contested,Finnic coastal and inland SoP frame
FIN,XBU,slobodskoy,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,solikamsk,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,sordavala,own_control_core,P8.7;CAH-XI,contested,Finnic Karelia SoP frame
FIN,XBU,sorochinskaya,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,staryi_amanak,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,stelty,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,stepanenki,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,sterlibashevo,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,sterlitamak,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,suksun,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,suna,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,syun,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,tabynsky,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,tatyshly,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,tavastehus,own_control_core,P8.7;CAH-XI,contested,Finnic coastal and inland SoP frame
FIN,XBU,troitsko_pechorsk,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,turkmenevo,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,ufa,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,ukhta,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,ulukulevo,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,uni,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,ural_nema,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,urzhum,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,usolye,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,ust_cheptsa,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,ust_katav,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,ust_kishert,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,ust_kulom,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,ust_sysola,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,ust_vym,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,valkeasaari,own_control_core,P8.7;CAH-XI,contested,Finnic coastal and inland SoP frame
FIN,XBU,vavozh_mozhga,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,vazhiny,own_control_core,P8.7;CAH-XI,contested,Finnic Karelia SoP frame
FIN,XBU,veckelax,own_control_core,P8.7;CAH-XI,contested,Finnic coastal and inland SoP frame
FIN,XBU,vederlax,own_control_core,P8.7;CAH-XI,contested,Finnic coastal and inland SoP frame
FIN,XBU,verkhneyarkeyevo,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,verkhoshizhemye,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,villmanstrand,own_control_core,P8.7;CAH-XI,contested,Finnic coastal and inland SoP frame
FIN,XBU,vizinga,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,vokhma,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,votkings,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,vukyl,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,vyatka,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,vyatskiye_polyany,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,vyborg,own_control_core,P8.7;CAH-XI,contested,Finnic coastal and inland SoP frame
FIN,XBU,yakshur_bodya,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,yanaul,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,yaransk,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,yelabuga,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,yelovo,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,yoshkar_ola,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,yusva,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,zainsk,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,zheshart,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FIN,XBU,zlatoust,own_control_core,P8.7;CAH-XI,contested,Residual Finnic and Uralic SoP frame
FRI,XBM,appingedam,own_control_core,P8.7;CAH-XI,contested,Frisian coastal frame
FRI,XBM,assen,own_control_core,P8.7;CAH-XI,contested,Frisian coastal frame
FRI,XBM,aurich,own_control_core,P8.7;CAH-XI,contested,Frisian coastal frame
FRI,XBM,coevorden,own_control_core,P8.7;CAH-XI,contested,Frisian coastal frame
FRI,XBM,deventer,own_control_core,P8.7;CAH-XI,contested,Frisian coastal frame
FRI,XBM,emden,own_control_core,P8.7;CAH-XI,contested,Frisian coastal frame
FRI,XBM,groningen,own_control_core,P8.7;CAH-XI,contested,Frisian coastal frame
FRI,XBM,harlingen,own_control_core,P8.7;CAH-XI,contested,Frisian coastal frame
FRI,XBM,jever,own_control_core,P8.7;CAH-XI,contested,Frisian coastal frame
FRI,XBM,kampen,own_control_core,P8.7;CAH-XI,contested,Frisian coastal frame
FRI,XBM,leer,own_control_core,P8.7;CAH-XI,contested,Frisian coastal frame
FRI,XBM,leeuwarden,own_control_core,P8.7;CAH-XI,contested,Frisian coastal frame
FRI,XBM,meppel,own_control_core,P8.7;CAH-XI,contested,Frisian coastal frame
FRI,XBM,oldenzaal,own_control_core,P8.7;CAH-XI,contested,Frisian coastal frame
FRI,XBM,sloten,own_control_core,P8.7;CAH-XI,contested,Frisian coastal frame
FRI,XBM,stavoren,own_control_core,P8.7;CAH-XI,contested,Frisian coastal frame
FRI,XBM,wedde,own_control_core,P8.7;CAH-XI,contested,Frisian coastal frame
FRI,XBM,wolvega,own_control_core,P8.7;CAH-XI,contested,Frisian coastal frame
FRI,XBM,zwolle,own_control_core,P8.7;CAH-XI,contested,Frisian coastal frame
GAL,XAB,safed,own_control_core,P8.1;OCD;PLE,secure,Herodian Galilee-Peraea capital-control seed
GAR,XBF,adrar,own_control_core,P8.5;CAH-XI,contested,Garamantian Fezzan and Saharan trade frame
GAR,XBF,ain_salah,own_control_core,P8.5;CAH-XI,contested,Garamantian Fezzan and Saharan trade frame
GAR,XBF,al_jawf,own_control_core,P8.5;CAH-XI,contested,Garamantian Fezzan and Saharan trade frame
GAR,XBF,asuf,own_control_core,P8.5;CAH-XI,contested,Garamantian Fezzan and Saharan trade frame
GAR,XBF,awjila,own_control_core,P8.5;CAH-XI,contested,Garamantian Fezzan and Saharan trade frame
GAR,XBF,bechar,own_control_core,P8.5;CAH-XI,contested,Garamantian Fezzan and Saharan trade frame
GAR,XBF,berriane,own_control_core,P8.5;CAH-XI,contested,Garamantian Fezzan and Saharan trade frame
GAR,XBF,brak,own_control_core,P8.5;CAH-XI,contested,Garamantian Fezzan and Saharan trade frame
GAR,XBF,charouine,own_control_core,P8.5;CAH-XI,contested,Garamantian Fezzan and Saharan trade frame
GAR,XBF,debila,own_control_core,P8.5;CAH-XI,contested,Garamantian Fezzan and Saharan trade frame
GAR,XBF,djanet,own_control_core,P8.5;CAH-XI,contested,Garamantian Fezzan and Saharan trade frame
GAR,XBF,el_guerrara,own_control_core,P8.5;CAH-XI,contested,Garamantian Fezzan and Saharan trade frame
GAR,XBF,figuig,own_control_core,P8.5;CAH-XI,contested,Garamantian Fezzan and Saharan trade frame
GAR,XBF,ghadames,own_control_core,P8.5;CAH-XI,contested,Garamantian Fezzan and Saharan trade frame
GAR,XBF,ghardaia,own_control_core,P8.5;CAH-XI,contested,Garamantian Fezzan and Saharan trade frame
GAR,XBF,ghat,own_control_core,P8.5;CAH-XI,contested,Garamantian Fezzan and Saharan trade frame
GAR,XBF,guettara,own_control_core,P8.5;CAH-XI,contested,Garamantian Fezzan and Saharan trade frame
GAR,XBF,igli,own_control_core,P8.5;CAH-XI,contested,Garamantian Fezzan and Saharan trade frame
GAR,XBF,maradah,own_control_core,P8.5;CAH-XI,contested,Garamantian Fezzan and Saharan trade frame
GAR,XBF,murzuk,own_control_core,P8.5;CAH-XI,contested,Garamantian Fezzan and Saharan trade frame
GAR,XBF,ngoussa,own_control_core,P8.5;CAH-XI,contested,Garamantian Fezzan and Saharan trade frame
GAR,XBF,ouargla,own_control_core,P8.5;CAH-XI,contested,Garamantian Fezzan and Saharan trade frame
GAR,XBF,sabha,own_control_core,P8.5;CAH-XI,contested,Garamantian Fezzan and Saharan trade frame
GAR,XBF,sinawin,own_control_core,P8.5;CAH-XI,contested,Garamantian Fezzan and Saharan trade frame
GAR,XBF,sokna,own_control_core,P8.5;CAH-XI,contested,Garamantian Fezzan and Saharan trade frame
GAR,XBF,tabelbala,own_control_core,P8.5;CAH-XI,contested,Garamantian Fezzan and Saharan trade frame
GAR,XBF,taghit,own_control_core,P8.5;CAH-XI,contested,Garamantian Fezzan and Saharan trade frame
GAR,XBF,tamacine,own_control_core,P8.5;CAH-XI,contested,Garamantian Fezzan and Saharan trade frame
GAR,XBF,tazirbu,own_control_core,P8.5;CAH-XI,contested,Garamantian Fezzan and Saharan trade frame
GAR,XBF,timimoun,own_control_core,P8.5;CAH-XI,contested,Garamantian Fezzan and Saharan trade frame
GAR,XBF,touggourt,own_control_core,P8.5;CAH-XI,contested,Garamantian Fezzan and Saharan trade frame
GAR,XBF,ubari,own_control_core,P8.5;CAH-XI;PLE,contested,Garamantian Fezzan and Saharan trade frame
GAR,XBF,zawila,own_control_core,P8.5;CAH-XI,contested,Garamantian Fezzan and Saharan trade frame
GAR,XBF,zella,own_control_core,P8.5;CAH-XI,contested,Garamantian Fezzan and Saharan trade frame
GER,XDK,aachen,own_control_core,P8.7;CAH-XI,contested,Residual Germanic SoP frame after named groups
GER,XDK,achim,own_control_core,P8.7;CAH-XI,contested,Residual Germanic SoP frame after named groups
GER,XDK,ahrweiler,own_control_core,P8.7;CAH-XI,contested,Residual Germanic SoP frame after named groups
GER,XDK,alfeld,own_control_core,P8.7;CAH-XI,contested,Residual Germanic SoP frame after named groups
GER,XDK,altenkirchen,own_control_core,P8.7;CAH-XI,contested,Residual Germanic SoP frame after named groups
GER,XDK,amberg,own_control_core,P8.7;CAH-XI,contested,Residual Germanic SoP frame after named groups
GER,XDK,andechs,own_control_core,P8.7;CAH-XI,contested,Residual Germanic SoP frame after named groups
GER,XDK,angermunde,own_control_core,P8.7;CAH-XI,contested,Residual Germanic SoP frame after named groups
GER,XDK,anklam,own_control_core,P8.7;CAH-XI,contested,Residual Germanic SoP frame after named groups
GER,XDK,ansbach,own_control_core,P8.7;CAH-XI,contested,Residual Germanic SoP frame after named groups
GER,XDK,antwerp,own_control_core,P8.7;CAH-XI,contested,Residual Germanic SoP frame after named groups
GER,XDK,aschach,own_control_core,P8.7;CAH-XI,contested,Residual Germanic SoP frame after named groups
GER,XDK,augsburg,own_control_core,P8.7;CAH-XI,contested,Residual Germanic SoP frame after named groups
GER,XDK,backnang,own_control_core,P8.7;CAH-XI,contested,Residual Germanic SoP frame after named groups
