key,building,tier,name,unlock_age,profile,output_multiplier,input_multiplier,source
antq_reg_iron_bloomery_intensive,antq_reg_iron_bloomery,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3
antq_reg_ironmongery_maintenance,antq_reg_ironmongery,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3
antq_reg_ironmongery_organized,antq_reg_ironmongery,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3
antq_reg_ironmongery_intensive,antq_reg_ironmongery,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3
antq_reg_ivory_carver_maintenance,antq_reg_ivory_carver,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;PER
antq_reg_ivory_carver_organized,antq_reg_ivory_carver,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;PER
antq_reg_ivory_carver_intensive,antq_reg_ivory_carver,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;PER
antq_reg_jeweler_maintenance,antq_reg_jeweler,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;MET-ROMAN-TRADE
antq_reg_jeweler_organized,antq_reg_jeweler,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;MET-ROMAN-TRADE
antq_reg_jeweler_intensive,antq_reg_jeweler,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;MET-ROMAN-TRADE
antq_reg_joinery_maintenance,antq_reg_joinery,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3
antq_reg_joinery_organized,antq_reg_joinery,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3
antq_reg_joinery_intensive,antq_reg_joinery,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3
antq_reg_kiln_furniture_maintenance,antq_reg_kiln_furniture,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_kiln_furniture_organized,antq_reg_kiln_furniture,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_kiln_furniture_intensive,antq_reg_kiln_furniture,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_lacquer_workshop_maintenance,antq_reg_lacquer_workshop,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;BHR
antq_reg_lacquer_workshop_organized,antq_reg_lacquer_workshop,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;BHR
antq_reg_lacquer_workshop_intensive,antq_reg_lacquer_workshop,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;BHR
antq_reg_lampworks_maintenance,antq_reg_lampworks,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3
antq_reg_lampworks_organized,antq_reg_lampworks,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3
antq_reg_lampworks_intensive,antq_reg_lampworks,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3
antq_reg_lapidary_maintenance,antq_reg_lapidary,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;MET-ROMAN-TRADE
antq_reg_lapidary_organized,antq_reg_lapidary,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;MET-ROMAN-TRADE
antq_reg_lapidary_intensive,antq_reg_lapidary,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;MET-ROMAN-TRADE
antq_reg_lead_foundry_maintenance,antq_reg_lead_foundry,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1
antq_reg_lead_foundry_organized,antq_reg_lead_foundry,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1
antq_reg_lead_foundry_intensive,antq_reg_lead_foundry,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1
antq_reg_lead_pipeworks_maintenance,antq_reg_lead_pipeworks,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3;CAH-XI;MET-ROMAN-HOUSING;MET-ROMAN-TRADE
antq_reg_lead_pipeworks_organized,antq_reg_lead_pipeworks,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3;CAH-XI;MET-ROMAN-HOUSING;MET-ROMAN-TRADE
antq_reg_lead_pipeworks_intensive,antq_reg_lead_pipeworks,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3;CAH-XI;MET-ROMAN-HOUSING;MET-ROMAN-TRADE
antq_reg_leatherworks_maintenance,antq_reg_leatherworks,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3
antq_reg_leatherworks_organized,antq_reg_leatherworks,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3
antq_reg_leatherworks_intensive,antq_reg_leatherworks,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3
antq_reg_lime_kiln_maintenance,antq_reg_lime_kiln,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1
antq_reg_lime_kiln_organized,antq_reg_lime_kiln,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1
antq_reg_lime_kiln_intensive,antq_reg_lime_kiln,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1
antq_reg_linen_bleachery_maintenance,antq_reg_linen_bleachery,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3
antq_reg_linen_bleachery_organized,antq_reg_linen_bleachery,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3
antq_reg_linen_bleachery_intensive,antq_reg_linen_bleachery,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3
antq_reg_linen_weavery_maintenance,antq_reg_linen_weavery,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3
antq_reg_linen_weavery_organized,antq_reg_linen_weavery,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3
antq_reg_linen_weavery_intensive,antq_reg_linen_weavery,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3
antq_reg_locksmith_maintenance,antq_reg_locksmith,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_locksmith_organized,antq_reg_locksmith,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_locksmith_intensive,antq_reg_locksmith,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_loom_house_maintenance,antq_reg_loom_house,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3
antq_reg_loom_house_organized,antq_reg_loom_house,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3
antq_reg_loom_house_intensive,antq_reg_loom_house,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3
antq_reg_loomweight_weavery_maintenance,antq_reg_loomweight_weavery,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3
antq_reg_loomweight_weavery_organized,antq_reg_loomweight_weavery,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3
antq_reg_loomweight_weavery_intensive,antq_reg_loomweight_weavery,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3
antq_reg_marble_yard_maintenance,antq_reg_marble_yard,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1
antq_reg_marble_yard_organized,antq_reg_marble_yard,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1
antq_reg_marble_yard_intensive,antq_reg_marble_yard,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1
antq_reg_materia_medica_maintenance,antq_reg_materia_medica,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3;P14
antq_reg_materia_medica_organized,antq_reg_materia_medica,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3;P14
antq_reg_materia_medica_intensive,antq_reg_materia_medica,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3;P14
antq_reg_meat_curing_yard_maintenance,antq_reg_meat_curing_yard,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3;P14
antq_reg_meat_curing_yard_organized,antq_reg_meat_curing_yard,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3;P14
antq_reg_meat_curing_yard_intensive,antq_reg_meat_curing_yard,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3;P14
antq_reg_metalwork_maintenance,antq_reg_metalwork,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1
antq_reg_metalwork_organized,antq_reg_metalwork,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1
antq_reg_metalwork_intensive,antq_reg_metalwork,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1
antq_reg_millet_brewery_maintenance,antq_reg_millet_brewery,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3;P14
antq_reg_millet_brewery_organized,antq_reg_millet_brewery,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3;P14
antq_reg_millet_brewery_intensive,antq_reg_millet_brewery,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3;P14
antq_reg_monetal_workshop_maintenance,antq_reg_monetal_workshop,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3
antq_reg_monetal_workshop_organized,antq_reg_monetal_workshop,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3
antq_reg_monetal_workshop_intensive,antq_reg_monetal_workshop,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3
antq_reg_mordant_dyehouse_maintenance,antq_reg_mordant_dyehouse,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3
antq_reg_mordant_dyehouse_organized,antq_reg_mordant_dyehouse,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3
antq_reg_mordant_dyehouse_intensive,antq_reg_mordant_dyehouse,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3
antq_reg_mortar_grinder_maintenance,antq_reg_mortar_grinder,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_mortar_grinder_organized,antq_reg_mortar_grinder,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_mortar_grinder_intensive,antq_reg_mortar_grinder,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_mosaic_workshop_maintenance,antq_reg_mosaic_workshop,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3
antq_reg_mosaic_workshop_organized,antq_reg_mosaic_workshop,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3
antq_reg_mosaic_workshop_intensive,antq_reg_mosaic_workshop,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3
antq_reg_nailery_maintenance,antq_reg_nailery,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_nailery_organized,antq_reg_nailery,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_nailery_intensive,antq_reg_nailery,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_netmaker_maintenance,antq_reg_netmaker,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;MET-ROMAN-TRADE
antq_reg_netmaker_organized,antq_reg_netmaker,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;MET-ROMAN-TRADE
antq_reg_netmaker_intensive,antq_reg_netmaker,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;MET-ROMAN-TRADE
antq_reg_nut_grinding_house_maintenance,antq_reg_nut_grinding_house,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3;P14
antq_reg_nut_grinding_house_organized,antq_reg_nut_grinding_house,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3;P14
antq_reg_nut_grinding_house_intensive,antq_reg_nut_grinding_house,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3;P14
antq_reg_oarwright_maintenance,antq_reg_oarwright,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_oarwright_organized,antq_reg_oarwright,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_oarwright_intensive,antq_reg_oarwright,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_oil_bottler_maintenance,antq_reg_oil_bottler,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;MET-ROMAN-TRADE
antq_reg_oil_bottler_organized,antq_reg_oil_bottler,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;MET-ROMAN-TRADE
antq_reg_oil_bottler_intensive,antq_reg_oil_bottler,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;MET-ROMAN-TRADE
antq_reg_oil_lamp_kiln_maintenance,antq_reg_oil_lamp_kiln,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3
antq_reg_oil_lamp_kiln_organized,antq_reg_oil_lamp_kiln,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3
antq_reg_oil_lamp_kiln_intensive,antq_reg_oil_lamp_kiln,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3
antq_reg_olive_estate_maintenance,antq_reg_olive_estate,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3;CAH-XI;MET-ROMAN-HOUSING;MET-ROMAN-TRADE
antq_reg_olive_estate_organized,antq_reg_olive_estate,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3;CAH-XI;MET-ROMAN-HOUSING;MET-ROMAN-TRADE
antq_reg_olive_estate_intensive,antq_reg_olive_estate,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3;CAH-XI;MET-ROMAN-HOUSING;MET-ROMAN-TRADE
antq_reg_olive_press_maintenance,antq_reg_olive_press,maintenance,Established Practice,opening,shared,1.000,1.000,MET-ROMAN-HOUSING;MET-ROMAN-TRADE
antq_reg_olive_press_organized,antq_reg_olive_press,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,MET-ROMAN-HOUSING;MET-ROMAN-TRADE
antq_reg_olive_press_intensive,antq_reg_olive_press,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,MET-ROMAN-HOUSING;MET-ROMAN-TRADE
antq_reg_packsaddle_workshop_maintenance,antq_reg_packsaddle_workshop,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3
antq_reg_packsaddle_workshop_organized,antq_reg_packsaddle_workshop,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3
antq_reg_packsaddle_workshop_intensive,antq_reg_packsaddle_workshop,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3
antq_reg_papyrus_workshop_maintenance,antq_reg_papyrus_workshop,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3
antq_reg_papyrus_workshop_organized,antq_reg_papyrus_workshop,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3
antq_reg_papyrus_workshop_intensive,antq_reg_papyrus_workshop,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3
antq_reg_parchmentery_maintenance,antq_reg_parchmentery,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3
antq_reg_parchmentery_organized,antq_reg_parchmentery,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3
antq_reg_parchmentery_intensive,antq_reg_parchmentery,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3
antq_reg_perfumery_maintenance,antq_reg_perfumery,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;MET-ROMAN-TRADE
antq_reg_perfumery_organized,antq_reg_perfumery,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;MET-ROMAN-TRADE
antq_reg_perfumery_intensive,antq_reg_perfumery,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;MET-ROMAN-TRADE
antq_reg_polychrome_goldsmith_maintenance,antq_reg_polychrome_goldsmith,maintenance,Established Practice,opening,shared,1.000,1.000,MET-HUNNIC-BUCKLE
antq_reg_polychrome_goldsmith_organized,antq_reg_polychrome_goldsmith,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,MET-HUNNIC-BUCKLE
antq_reg_polychrome_goldsmith_intensive,antq_reg_polychrome_goldsmith,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,MET-HUNNIC-BUCKLE
antq_reg_pottery_kiln_maintenance,antq_reg_pottery_kiln,maintenance,Established Practice,opening,shared,1.000,1.000,BM-ARRETINE;BM-MEMPHIS
antq_reg_pottery_kiln_organized,antq_reg_pottery_kiln,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,BM-ARRETINE;BM-MEMPHIS
antq_reg_pottery_kiln_intensive,antq_reg_pottery_kiln,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,BM-ARRETINE;BM-MEMPHIS
antq_reg_pulley_workshop_maintenance,antq_reg_pulley_workshop,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_pulley_workshop_organized,antq_reg_pulley_workshop,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_pulley_workshop_intensive,antq_reg_pulley_workshop,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_purple_dyehouse_maintenance,antq_reg_purple_dyehouse,maintenance,Established Practice,opening,shared,1.000,1.000,UNESCO-TYRE;P12.1
antq_reg_purple_dyehouse_organized,antq_reg_purple_dyehouse,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,UNESCO-TYRE;P12.1
antq_reg_purple_dyehouse_intensive,antq_reg_purple_dyehouse,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,UNESCO-TYRE;P12.1
antq_reg_quarry_contractors_maintenance,antq_reg_quarry_contractors,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3;CAH-XI;MET-ROMAN-HOUSING;MET-ROMAN-TRADE
antq_reg_quarry_contractors_organized,antq_reg_quarry_contractors,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3;CAH-XI;MET-ROMAN-HOUSING;MET-ROMAN-TRADE
antq_reg_quarry_contractors_intensive,antq_reg_quarry_contractors,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3;CAH-XI;MET-ROMAN-HOUSING;MET-ROMAN-TRADE
antq_reg_quernworks_maintenance,antq_reg_quernworks,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3
antq_reg_quernworks_organized,antq_reg_quernworks,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3
antq_reg_quernworks_intensive,antq_reg_quernworks,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3
antq_reg_reed_boatyard_maintenance,antq_reg_reed_boatyard,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3
antq_reg_reed_boatyard_organized,antq_reg_reed_boatyard,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3
antq_reg_reed_boatyard_intensive,antq_reg_reed_boatyard,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3
antq_reg_reed_matmaker_maintenance,antq_reg_reed_matmaker,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3
antq_reg_reed_matmaker_organized,antq_reg_reed_matmaker,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3
antq_reg_reed_matmaker_intensive,antq_reg_reed_matmaker,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3
antq_reg_reed_pen_maker_maintenance,antq_reg_reed_pen_maker,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_reed_pen_maker_organized,antq_reg_reed_pen_maker,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_reed_pen_maker_intensive,antq_reg_reed_pen_maker,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_rice_brewery_maintenance,antq_reg_rice_brewery,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3;P14
antq_reg_rice_brewery_organized,antq_reg_rice_brewery,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3;P14
antq_reg_rice_brewery_intensive,antq_reg_rice_brewery,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3;P14
antq_reg_rice_wine_house_maintenance,antq_reg_rice_wine_house,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3;P14;BHR
antq_reg_rice_wine_house_organized,antq_reg_rice_wine_house,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3;P14;BHR
antq_reg_rice_wine_house_intensive,antq_reg_rice_wine_house,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3;P14;BHR
antq_reg_ropewalk_maintenance,antq_reg_ropewalk,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;MET-ROMAN-TRADE
antq_reg_ropewalk_organized,antq_reg_ropewalk,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;MET-ROMAN-TRADE
antq_reg_ropewalk_intensive,antq_reg_ropewalk,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;MET-ROMAN-TRADE
antq_reg_saddlery_maintenance,antq_reg_saddlery,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3
antq_reg_saddlery_organized,antq_reg_saddlery,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3
antq_reg_saddlery_intensive,antq_reg_saddlery,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3
antq_reg_sail_needle_shop_maintenance,antq_reg_sail_needle_shop,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_sail_needle_shop_organized,antq_reg_sail_needle_shop,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_sail_needle_shop_intensive,antq_reg_sail_needle_shop,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_sailmaker_maintenance,antq_reg_sailmaker,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;MET-ROMAN-TRADE
antq_reg_sailmaker_organized,antq_reg_sailmaker,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;MET-ROMAN-TRADE
antq_reg_sailmaker_intensive,antq_reg_sailmaker,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;MET-ROMAN-TRADE
antq_reg_scabbard_maker_maintenance,antq_reg_scabbard_maker,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_scabbard_maker_organized,antq_reg_scabbard_maker,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_scabbard_maker_intensive,antq_reg_scabbard_maker,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_scale_armoury_maintenance,antq_reg_scale_armoury,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1
antq_reg_scale_armoury_organized,antq_reg_scale_armoury,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1
antq_reg_scale_armoury_intensive,antq_reg_scale_armoury,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1
antq_reg_scriptorium_maintenance,antq_reg_scriptorium,maintenance,Established Practice,opening,shared,1.000,1.000,P8.1;P8.2;P8.3;P12.1;P12.3;P15;CAH-XI
antq_reg_scriptorium_organized,antq_reg_scriptorium,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P8.1;P8.2;P8.3;P12.1;P12.3;P15;CAH-XI
antq_reg_scriptorium_intensive,antq_reg_scriptorium,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P8.1;P8.2;P8.3;P12.1;P12.3;P15;CAH-XI
antq_reg_scroll_workshop_maintenance,antq_reg_scroll_workshop,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3
antq_reg_scroll_workshop_organized,antq_reg_scroll_workshop,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3
antq_reg_scroll_workshop_intensive,antq_reg_scroll_workshop,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3
antq_reg_seal_cutter_maintenance,antq_reg_seal_cutter,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_seal_cutter_organized,antq_reg_seal_cutter,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_seal_cutter_intensive,antq_reg_seal_cutter,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_sesame_oil_press_maintenance,antq_reg_sesame_oil_press,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3;P14;PER
antq_reg_sesame_oil_press_organized,antq_reg_sesame_oil_press,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3;P14;PER
antq_reg_sesame_oil_press_intensive,antq_reg_sesame_oil_press,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3;P14;PER
antq_reg_shieldmaker_maintenance,antq_reg_shieldmaker,maintenance,Established Practice,opening,shared,1.000,1.000,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_shieldmaker_organized,antq_reg_shieldmaker,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_shieldmaker_intensive,antq_reg_shieldmaker,intensive,Specialist Workshop,age_4_reformation,shared,1.182,1.180,P12.1;P12.3;MET-ROMAN-TRADE
antq_reg_shipyard_maintenance,antq_reg_shipyard,maintenance,Established Practice,opening,shared,1.000,1.000,DAR-NAVALIA;MET-ROMAN-TRADE
antq_reg_shipyard_organized,antq_reg_shipyard,organized,Organized Workshop,age_3_discovery,shared,1.081,1.080,DAR-NAVALIA;MET-ROMAN-TRADE
