region,capacity_class,resource_family,fit_class,trade_access,locations
Central Asia,dryland_or_oasis,staple_crop,broad_capacity_proxy,reviewed_road_corridor,1
Central Asia,dryland_or_oasis,staple_crop,source_anchored,inland,1
Central Asia,highland,aquatic,broad_capacity_proxy,inland,2
Central Asia,highland,forest_or_gathered,environmentally_aligned,inland,36
Central Asia,highland,mineral_or_quarried,environmentally_aligned,inland,27
Central Asia,highland,pastoral,environmentally_aligned,inland,95
Central Asia,highland,pastoral,source_anchored,inland,1
Central Asia,highland,staple_crop,broad_capacity_proxy,inland,20
Central Asia,highland,staple_crop,source_anchored,inland,2
Central Asia,intensive_cultivation,fiber_or_dye_crop,environmentally_aligned,market_anchor,1
Central Asia,intensive_cultivation,mineral_or_quarried,broad_capacity_proxy,inland,2
Central Asia,intensive_cultivation,pastoral,broad_capacity_proxy,inland,3
Central Asia,mixed_land,forest_or_gathered,broad_capacity_proxy,inland,7
Central Asia,mixed_land,mineral_or_quarried,broad_capacity_proxy,inland,3
Central Asia,mixed_land,pastoral,environmentally_aligned,inland,11
Central Asia,mixed_land,pastoral,source_anchored,inland,1
Central Asia,mixed_land,staple_crop,environmentally_aligned,inland,2
Central Asia,open_mixed_land,aquatic,broad_capacity_proxy,inland,2
Central Asia,open_mixed_land,fiber_or_dye_crop,environmentally_aligned,inland,4
Central Asia,open_mixed_land,forest_or_gathered,broad_capacity_proxy,inland,17
Central Asia,open_mixed_land,mineral_or_quarried,broad_capacity_proxy,inland,14
Central Asia,open_mixed_land,pastoral,environmentally_aligned,inland,57
Central Asia,open_mixed_land,staple_crop,environmentally_aligned,inland,20
Central Asia,wetland_or_riverine,fiber_or_dye_crop,environmentally_aligned,inland,2
Central Asia,wetland_or_riverine,forest_or_gathered,broad_capacity_proxy,inland,1
Central Asia,wetland_or_riverine,mineral_or_quarried,broad_capacity_proxy,inland,1
Central Asia,wetland_or_riverine,pastoral,broad_capacity_proxy,inland,2
Central Asia,wetland_or_riverine,staple_crop,environmentally_aligned,inland,1
Central Asia,woodland_or_forest,fiber_or_dye_crop,broad_capacity_proxy,inland,1
Central Asia,woodland_or_forest,forest_or_gathered,environmentally_aligned,inland,19
Central Asia,woodland_or_forest,mineral_or_quarried,broad_capacity_proxy,inland,3
Central Asia,woodland_or_forest,pastoral,broad_capacity_proxy,inland,7
Central Asia,woodland_or_forest,staple_crop,broad_capacity_proxy,inland,4
China,dryland_or_oasis,aquatic,broad_capacity_proxy,inland,1
China,dryland_or_oasis,forest_or_gathered,broad_capacity_proxy,inland,3
China,dryland_or_oasis,mineral_or_quarried,environmentally_aligned,inland,13
China,dryland_or_oasis,pastoral,environmentally_aligned,inland,19
China,dryland_or_oasis,staple_crop,broad_capacity_proxy,inland,12
China,highland,fiber_or_dye_crop,bounded_specialty,inland,2
China,highland,fiber_or_dye_crop,broad_capacity_proxy,inland,7
China,highland,forest_or_gathered,environmentally_aligned,inland,3
China,highland,mineral_or_quarried,environmentally_aligned,inland,19
China,highland,orchard_or_specialty_crop,bounded_specialty,inland,1
China,highland,orchard_or_specialty_crop,broad_capacity_proxy,inland,3
China,highland,pastoral,environmentally_aligned,inland,46
China,highland,staple_crop,broad_capacity_proxy,inland,42
China,intensive_cultivation,aquatic,broad_capacity_proxy,inland,4
China,intensive_cultivation,aquatic,environmentally_aligned,coastal_access,3
China,intensive_cultivation,aquatic,environmentally_aligned,coastal_local,3
China,intensive_cultivation,fiber_or_dye_crop,bounded_specialty,inland,6
China,intensive_cultivation,fiber_or_dye_crop,environmentally_aligned,coastal_local,2
China,intensive_cultivation,fiber_or_dye_crop,environmentally_aligned,inland,8
China,intensive_cultivation,fiber_or_dye_crop,source_anchored,market_anchor,1
China,intensive_cultivation,forest_or_gathered,broad_capacity_proxy,coastal_access,1
China,intensive_cultivation,forest_or_gathered,broad_capacity_proxy,inland,7
China,intensive_cultivation,mineral_or_quarried,broad_capacity_proxy,coastal_access,1
China,intensive_cultivation,mineral_or_quarried,broad_capacity_proxy,coastal_local,2
China,intensive_cultivation,mineral_or_quarried,broad_capacity_proxy,inland,14
China,intensive_cultivation,orchard_or_specialty_crop,bounded_specialty,inland,2
China,intensive_cultivation,orchard_or_specialty_crop,environmentally_aligned,inland,1
China,intensive_cultivation,pastoral,broad_capacity_proxy,inland,8
China,intensive_cultivation,staple_crop,environmentally_aligned,coastal_access,1
China,intensive_cultivation,staple_crop,environmentally_aligned,coastal_local,3
China,intensive_cultivation,staple_crop,environmentally_aligned,inland,30
China,intensive_cultivation,staple_crop,environmentally_aligned,market_anchor,1
China,mixed_land,forest_or_gathered,broad_capacity_proxy,inland,1
China,mixed_land,mineral_or_quarried,broad_capacity_proxy,inland,1
China,mixed_land,orchard_or_specialty_crop,environmentally_aligned,inland,4
China,mixed_land,pastoral,environmentally_aligned,inland,3
China,mixed_land,staple_crop,environmentally_aligned,inland,8
China,open_mixed_land,aquatic,broad_capacity_proxy,inland,9
China,open_mixed_land,aquatic,environmentally_aligned,coastal_access,5
China,open_mixed_land,aquatic,environmentally_aligned,coastal_local,11
China,open_mixed_land,aquatic,environmentally_aligned,major_harbor,1
China,open_mixed_land,fiber_or_dye_crop,bounded_specialty,coastal_access,1
China,open_mixed_land,fiber_or_dye_crop,bounded_specialty,inland,3
China,open_mixed_land,fiber_or_dye_crop,environmentally_aligned,coastal_local,1
China,open_mixed_land,fiber_or_dye_crop,environmentally_aligned,inland,30
China,open_mixed_land,fiber_or_dye_crop,source_anchored,market_anchor,1
China,open_mixed_land,forest_or_gathered,broad_capacity_proxy,coastal_access,3
China,open_mixed_land,forest_or_gathered,broad_capacity_proxy,coastal_local,5
China,open_mixed_land,forest_or_gathered,broad_capacity_proxy,inland,37
China,open_mixed_land,mineral_or_quarried,broad_capacity_proxy,coastal_access,4
China,open_mixed_land,mineral_or_quarried,broad_capacity_proxy,coastal_local,13
China,open_mixed_land,mineral_or_quarried,broad_capacity_proxy,inland,71
China,open_mixed_land,mineral_or_quarried,broad_capacity_proxy,major_harbor,1
China,open_mixed_land,mineral_or_quarried,broad_capacity_proxy,reviewed_road_corridor,1
China,open_mixed_land,orchard_or_specialty_crop,environmentally_aligned,coastal_local,4
China,open_mixed_land,orchard_or_specialty_crop,environmentally_aligned,inland,10
China,open_mixed_land,pastoral,environmentally_aligned,coastal_access,1
China,open_mixed_land,pastoral,environmentally_aligned,coastal_local,3
China,open_mixed_land,pastoral,environmentally_aligned,inland,92
China,open_mixed_land,pastoral,environmentally_aligned,major_harbor,1
China,open_mixed_land,staple_crop,environmentally_aligned,coastal_access,1
China,open_mixed_land,staple_crop,environmentally_aligned,coastal_local,4
China,open_mixed_land,staple_crop,environmentally_aligned,inland,158
China,open_mixed_land,staple_crop,environmentally_aligned,major_harbor,1
China,open_mixed_land,staple_crop,environmentally_aligned,market_anchor,1
China,wetland_or_riverine,aquatic,environmentally_aligned,coastal_local,3
China,wetland_or_riverine,aquatic,environmentally_aligned,inland,12
China,wetland_or_riverine,aquatic,environmentally_aligned,major_harbor,1
China,wetland_or_riverine,aquatic,environmentally_aligned,market_anchor,1
China,wetland_or_riverine,fiber_or_dye_crop,bounded_specialty,coastal_local,1
China,wetland_or_riverine,fiber_or_dye_crop,bounded_specialty,inland,2
China,wetland_or_riverine,fiber_or_dye_crop,environmentally_aligned,coastal_access,1
China,wetland_or_riverine,fiber_or_dye_crop,environmentally_aligned,inland,5
China,wetland_or_riverine,forest_or_gathered,broad_capacity_proxy,inland,2
China,wetland_or_riverine,forest_or_gathered,broad_capacity_proxy,major_harbor,1
China,wetland_or_riverine,mineral_or_quarried,broad_capacity_proxy,coastal_access,1
China,wetland_or_riverine,mineral_or_quarried,broad_capacity_proxy,coastal_local,5
China,wetland_or_riverine,mineral_or_quarried,broad_capacity_proxy,inland,12
China,wetland_or_riverine,mineral_or_quarried,broad_capacity_proxy,major_harbor,1
China,wetland_or_riverine,mineral_or_quarried,broad_capacity_proxy,reviewed_road_corridor,1
China,wetland_or_riverine,orchard_or_specialty_crop,broad_capacity_proxy,coastal_local,2
China,wetland_or_riverine,orchard_or_specialty_crop,broad_capacity_proxy,inland,3
China,wetland_or_riverine,pastoral,broad_capacity_proxy,inland,4
China,wetland_or_riverine,staple_crop,environmentally_aligned,coastal_access,1
China,wetland_or_riverine,staple_crop,environmentally_aligned,coastal_local,10
China,wetland_or_riverine,staple_crop,environmentally_aligned,inland,95
China,woodland_or_forest,aquatic,broad_capacity_proxy,inland,20
China,woodland_or_forest,aquatic,environmentally_aligned,coastal_access,4
China,woodland_or_forest,aquatic,environmentally_aligned,coastal_local,11
China,woodland_or_forest,aquatic,environmentally_aligned,major_harbor,1
China,woodland_or_forest,fiber_or_dye_crop,bounded_specialty,inland,8
China,woodland_or_forest,fiber_or_dye_crop,broad_capacity_proxy,coastal_access,1
China,woodland_or_forest,fiber_or_dye_crop,broad_capacity_proxy,coastal_local,3
China,woodland_or_forest,fiber_or_dye_crop,broad_capacity_proxy,inland,23
China,woodland_or_forest,forest_or_gathered,environmentally_aligned,coastal_access,4
China,woodland_or_forest,forest_or_gathered,environmentally_aligned,coastal_local,12
China,woodland_or_forest,forest_or_gathered,environmentally_aligned,inland,398
China,woodland_or_forest,mineral_or_quarried,broad_capacity_proxy,coastal_access,3
China,woodland_or_forest,mineral_or_quarried,broad_capacity_proxy,coastal_local,5
China,woodland_or_forest,mineral_or_quarried,broad_capacity_proxy,inland,105
China,woodland_or_forest,mineral_or_quarried,broad_capacity_proxy,major_harbor,2
China,woodland_or_forest,orchard_or_specialty_crop,bounded_specialty,inland,8
China,woodland_or_forest,orchard_or_specialty_crop,environmentally_aligned,inland,16
China,woodland_or_forest,pastoral,broad_capacity_proxy,coastal_access,4
China,woodland_or_forest,pastoral,broad_capacity_proxy,coastal_local,2
China,woodland_or_forest,pastoral,broad_capacity_proxy,inland,178
China,woodland_or_forest,staple_crop,broad_capacity_proxy,coastal_access,1
China,woodland_or_forest,staple_crop,broad_capacity_proxy,coastal_local,4
China,woodland_or_forest,staple_crop,broad_capacity_proxy,inland,145
Danube,highland,forest_or_gathered,environmentally_aligned,inland,1
Danube,highland,mineral_or_quarried,environmentally_aligned,inland,2
Danube,highland,pastoral,environmentally_aligned,inland,1
Danube,intensive_cultivation,mineral_or_quarried,broad_capacity_proxy,inland,1
Danube,intensive_cultivation,orchard_or_specialty_crop,environmentally_aligned,inland,1
Danube,intensive_cultivation,pastoral,broad_capacity_proxy,inland,3
Danube,intensive_cultivation,staple_crop,environmentally_aligned,inland,5
Danube,open_mixed_land,aquatic,broad_capacity_proxy,inland,3
Danube,open_mixed_land,aquatic,environmentally_aligned,major_harbor,1
Danube,open_mixed_land,fiber_or_dye_crop,environmentally_aligned,inland,3
Danube,open_mixed_land,forest_or_gathered,broad_capacity_proxy,inland,6
Danube,open_mixed_land,mineral_or_quarried,broad_capacity_proxy,inland,6
Danube,open_mixed_land,orchard_or_specialty_crop,environmentally_aligned,inland,5
Danube,open_mixed_land,pastoral,environmentally_aligned,coastal_local,2
Danube,open_mixed_land,pastoral,environmentally_aligned,inland,17
Danube,open_mixed_land,staple_crop,environmentally_aligned,inland,6
Danube,wetland_or_riverine,aquatic,environmentally_aligned,inland,3
Danube,wetland_or_riverine,fiber_or_dye_crop,environmentally_aligned,inland,1
Danube,wetland_or_riverine,forest_or_gathered,broad_capacity_proxy,inland,1
Danube,wetland_or_riverine,mineral_or_quarried,broad_capacity_proxy,inland,5
Danube,wetland_or_riverine,orchard_or_specialty_crop,broad_capacity_proxy,inland,1
Danube,wetland_or_riverine,pastoral,broad_capacity_proxy,inland,13
Danube,wetland_or_riverine,staple_crop,environmentally_aligned,inland,8
Danube,woodland_or_forest,fiber_or_dye_crop,broad_capacity_proxy,inland,3
Danube,woodland_or_forest,forest_or_gathered,environmentally_aligned,inland,22
Danube,woodland_or_forest,mineral_or_quarried,broad_capacity_proxy,inland,30
Danube,woodland_or_forest,mineral_or_quarried,source_anchored,inland,1
Danube,woodland_or_forest,orchard_or_specialty_crop,environmentally_aligned,inland,14
Danube,woodland_or_forest,pastoral,broad_capacity_proxy,inland,28
Danube,woodland_or_forest,staple_crop,broad_capacity_proxy,inland,22
Eastern Europe,intensive_cultivation,aquatic,broad_capacity_proxy,inland,1
Eastern Europe,intensive_cultivation,fiber_or_dye_crop,environmentally_aligned,inland,1
Eastern Europe,intensive_cultivation,forest_or_gathered,broad_capacity_proxy,inland,1
Eastern Europe,intensive_cultivation,mineral_or_quarried,broad_capacity_proxy,inland,7
Eastern Europe,intensive_cultivation,pastoral,broad_capacity_proxy,inland,10
Eastern Europe,intensive_cultivation,staple_crop,environmentally_aligned,inland,19
Eastern Europe,open_mixed_land,aquatic,broad_capacity_proxy,inland,1
Eastern Europe,open_mixed_land,fiber_or_dye_crop,environmentally_aligned,inland,5
Eastern Europe,open_mixed_land,forest_or_gathered,broad_capacity_proxy,inland,6
Eastern Europe,open_mixed_land,mineral_or_quarried,broad_capacity_proxy,inland,11
Eastern Europe,open_mixed_land,orchard_or_specialty_crop,environmentally_aligned,inland,1
Eastern Europe,open_mixed_land,pastoral,environmentally_aligned,inland,8
Eastern Europe,open_mixed_land,staple_crop,environmentally_aligned,inland,21
Eastern Europe,wetland_or_riverine,aquatic,environmentally_aligned,inland,1
Eastern Europe,wetland_or_riverine,aquatic,environmentally_aligned,major_harbor,1
Eastern Europe,wetland_or_riverine,fiber_or_dye_crop,environmentally_aligned,inland,8
Eastern Europe,wetland_or_riverine,forest_or_gathered,broad_capacity_proxy,inland,18
Eastern Europe,wetland_or_riverine,mineral_or_quarried,broad_capacity_proxy,inland,14
Eastern Europe,wetland_or_riverine,orchard_or_specialty_crop,broad_capacity_proxy,inland,2
Eastern Europe,wetland_or_riverine,pastoral,broad_capacity_proxy,inland,10
Eastern Europe,wetland_or_riverine,staple_crop,environmentally_aligned,inland,12
Eastern Europe,woodland_or_forest,aquatic,broad_capacity_proxy,inland,4
Eastern Europe,woodland_or_forest,aquatic,environmentally_aligned,coastal_local,1
Eastern Europe,woodland_or_forest,fiber_or_dye_crop,broad_capacity_proxy,inland,27
Eastern Europe,woodland_or_forest,forest_or_gathered,environmentally_aligned,coastal_local,2
Eastern Europe,woodland_or_forest,forest_or_gathered,environmentally_aligned,inland,130
Eastern Europe,woodland_or_forest,mineral_or_quarried,broad_capacity_proxy,inland,54
Eastern Europe,woodland_or_forest,orchard_or_specialty_crop,environmentally_aligned,inland,12
Eastern Europe,woodland_or_forest,pastoral,broad_capacity_proxy,inland,98
Eastern Europe,woodland_or_forest,staple_crop,broad_capacity_proxy,coastal_local,1
Eastern Europe,woodland_or_forest,staple_crop,broad_capacity_proxy,inland,96
Finland,intensive_cultivation,forest_or_gathered,broad_capacity_proxy,inland,2
Finland,intensive_cultivation,mineral_or_quarried,broad_capacity_proxy,inland,1
Finland,intensive_cultivation,pastoral,broad_capacity_proxy,inland,3
Finland,intensive_cultivation,staple_crop,environmentally_aligned,inland,4
Finland,mixed_land,pastoral,environmentally_aligned,inland,8
Finland,open_mixed_land,fiber_or_dye_crop,environmentally_aligned,inland,2
Finland,open_mixed_land,forest_or_gathered,broad_capacity_proxy,inland,7
Finland,open_mixed_land,mineral_or_quarried,broad_capacity_proxy,inland,2
Finland,open_mixed_land,pastoral,environmentally_aligned,inland,68
Finland,open_mixed_land,staple_crop,environmentally_aligned,inland,30
Finland,wetland_or_riverine,aquatic,environmentally_aligned,coastal_local,1
Finland,wetland_or_riverine,aquatic,environmentally_aligned,inland,4
Finland,wetland_or_riverine,forest_or_gathered,broad_capacity_proxy,coastal_local,1
Finland,wetland_or_riverine,forest_or_gathered,broad_capacity_proxy,inland,23
Finland,wetland_or_riverine,mineral_or_quarried,broad_capacity_proxy,inland,1
Finland,wetland_or_riverine,pastoral,broad_capacity_proxy,inland,2
Finland,wetland_or_riverine,staple_crop,environmentally_aligned,inland,4
Finland,woodland_or_forest,aquatic,broad_capacity_proxy,inland,6
Finland,woodland_or_forest,aquatic,environmentally_aligned,coastal_local,6
Finland,woodland_or_forest,aquatic,environmentally_aligned,major_harbor,1
Finland,woodland_or_forest,fiber_or_dye_crop,broad_capacity_proxy,inland,19
Finland,woodland_or_forest,forest_or_gathered,environmentally_aligned,coastal_local,6
Finland,woodland_or_forest,forest_or_gathered,environmentally_aligned,inland,283
Finland,woodland_or_forest,mineral_or_quarried,broad_capacity_proxy,coastal_local,2
Finland,woodland_or_forest,mineral_or_quarried,broad_capacity_proxy,inland,48
Finland,woodland_or_forest,pastoral,broad_capacity_proxy,coastal_local,4
Finland,woodland_or_forest,pastoral,broad_capacity_proxy,inland,30
Finland,woodland_or_forest,pastoral,broad_capacity_proxy,major_harbor,2
Finland,woodland_or_forest,staple_crop,broad_capacity_proxy,coastal_local,3
Finland,woodland_or_forest,staple_crop,broad_capacity_proxy,inland,46
Finland,woodland_or_forest,staple_crop,broad_capacity_proxy,major_harbor,1
Germania,highland,aquatic,environmentally_aligned,coastal_access,1
Germania,highland,aquatic,environmentally_aligned,coastal_local,1
Germania,highland,aquatic,environmentally_aligned,major_harbor,5
Germania,highland,fiber_or_dye_crop,broad_capacity_proxy,inland,2
Germania,highland,forest_or_gathered,environmentally_aligned,coastal_local,4
Germania,highland,forest_or_gathered,environmentally_aligned,inland,2
Germania,highland,mineral_or_quarried,environmentally_aligned,coastal_local,2
Germania,highland,mineral_or_quarried,environmentally_aligned,inland,8
Germania,highland,orchard_or_specialty_crop,broad_capacity_proxy,inland,1
Germania,highland,pastoral,environmentally_aligned,inland,9
Germania,highland,staple_crop,broad_capacity_proxy,inland,7
Germania,intensive_cultivation,aquatic,environmentally_aligned,coastal_access,1
Germania,intensive_cultivation,fiber_or_dye_crop,environmentally_aligned,inland,4
Germania,intensive_cultivation,forest_or_gathered,broad_capacity_proxy,coastal_local,1
Germania,intensive_cultivation,forest_or_gathered,broad_capacity_proxy,inland,5
Germania,intensive_cultivation,mineral_or_quarried,broad_capacity_proxy,inland,7
Germania,intensive_cultivation,orchard_or_specialty_crop,environmentally_aligned,inland,9
Germania,intensive_cultivation,pastoral,broad_capacity_proxy,inland,13
Germania,intensive_cultivation,staple_crop,environmentally_aligned,coastal_access,1
Germania,intensive_cultivation,staple_crop,environmentally_aligned,coastal_local,3
Germania,intensive_cultivation,staple_crop,environmentally_aligned,inland,25
Germania,intensive_cultivation,staple_crop,environmentally_aligned,major_harbor,5
Germania,intensive_cultivation,staple_crop,environmentally_aligned,market_anchor,1
Germania,mixed_land,aquatic,environmentally_aligned,coastal_access,4
Germania,mixed_land,aquatic,environmentally_aligned,coastal_local,1
Germania,mixed_land,aquatic,environmentally_aligned,major_harbor,5
Germania,mixed_land,fiber_or_dye_crop,environmentally_aligned,coastal_local,1
Germania,mixed_land,forest_or_gathered,broad_capacity_proxy,coastal_local,1
Germania,mixed_land,staple_crop,environmentally_aligned,coastal_local,3
Germania,open_mixed_land,aquatic,broad_capacity_proxy,inland,2
Germania,open_mixed_land,aquatic,environmentally_aligned,coastal_access,10
Germania,open_mixed_land,aquatic,environmentally_aligned,coastal_local,9
Germania,open_mixed_land,aquatic,environmentally_aligned,major_harbor,8
Germania,open_mixed_land,fiber_or_dye_crop,environmentally_aligned,coastal_access,1
Germania,open_mixed_land,fiber_or_dye_crop,environmentally_aligned,inland,18
Germania,open_mixed_land,fiber_or_dye_crop,environmentally_aligned,major_harbor,1
Germania,open_mixed_land,forest_or_gathered,broad_capacity_proxy,inland,3
Germania,open_mixed_land,mineral_or_quarried,broad_capacity_proxy,coastal_access,1
Germania,open_mixed_land,mineral_or_quarried,broad_capacity_proxy,coastal_local,15
Germania,open_mixed_land,mineral_or_quarried,broad_capacity_proxy,inland,48
Germania,open_mixed_land,mineral_or_quarried,broad_capacity_proxy,major_harbor,2
Germania,open_mixed_land,orchard_or_specialty_crop,environmentally_aligned,coastal_local,2
Germania,open_mixed_land,orchard_or_specialty_crop,environmentally_aligned,inland,25
Germania,open_mixed_land,pastoral,environmentally_aligned,coastal_access,3
Germania,open_mixed_land,pastoral,environmentally_aligned,coastal_local,12
Germania,open_mixed_land,pastoral,environmentally_aligned,inland,66
Germania,open_mixed_land,pastoral,environmentally_aligned,major_harbor,7
Germania,open_mixed_land,staple_crop,environmentally_aligned,coastal_access,3
Germania,open_mixed_land,staple_crop,environmentally_aligned,coastal_local,8
Germania,open_mixed_land,staple_crop,environmentally_aligned,inland,76
Germania,open_mixed_land,staple_crop,environmentally_aligned,major_harbor,2
Germania,wetland_or_riverine,aquatic,environmentally_aligned,coastal_access,3
Germania,wetland_or_riverine,aquatic,environmentally_aligned,coastal_local,2
Germania,wetland_or_riverine,aquatic,environmentally_aligned,inland,1
Germania,wetland_or_riverine,aquatic,environmentally_aligned,major_harbor,4
Germania,wetland_or_riverine,fiber_or_dye_crop,environmentally_aligned,coastal_access,1
Germania,wetland_or_riverine,fiber_or_dye_crop,environmentally_aligned,inland,2
Germania,wetland_or_riverine,fiber_or_dye_crop,environmentally_aligned,major_harbor,1
Germania,wetland_or_riverine,forest_or_gathered,broad_capacity_proxy,coastal_local,3
Germania,wetland_or_riverine,forest_or_gathered,broad_capacity_proxy,inland,7
Germania,wetland_or_riverine,mineral_or_quarried,broad_capacity_proxy,coastal_access,3
Germania,wetland_or_riverine,mineral_or_quarried,broad_capacity_proxy,coastal_local,6
Germania,wetland_or_riverine,mineral_or_quarried,broad_capacity_proxy,inland,2
Germania,wetland_or_riverine,mineral_or_quarried,broad_capacity_proxy,major_harbor,5
Germania,wetland_or_riverine,orchard_or_specialty_crop,broad_capacity_proxy,inland,1
Germania,wetland_or_riverine,pastoral,broad_capacity_proxy,coastal_local,3
Germania,wetland_or_riverine,pastoral,broad_capacity_proxy,inland,2
Germania,wetland_or_riverine,pastoral,broad_capacity_proxy,major_harbor,1
Germania,wetland_or_riverine,staple_crop,environmentally_aligned,coastal_local,3
Germania,wetland_or_riverine,staple_crop,environmentally_aligned,inland,3
Germania,wetland_or_riverine,staple_crop,environmentally_aligned,major_harbor,2
Germania,woodland_or_forest,aquatic,broad_capacity_proxy,inland,8
Germania,woodland_or_forest,aquatic,environmentally_aligned,coastal_access,4
Germania,woodland_or_forest,aquatic,environmentally_aligned,coastal_local,6
Germania,woodland_or_forest,aquatic,environmentally_aligned,major_harbor,1
Germania,woodland_or_forest,fiber_or_dye_crop,broad_capacity_proxy,inland,8
Germania,woodland_or_forest,forest_or_gathered,environmentally_aligned,coastal_access,1
Germania,woodland_or_forest,forest_or_gathered,environmentally_aligned,coastal_local,12
Germania,woodland_or_forest,forest_or_gathered,environmentally_aligned,inland,168
Germania,woodland_or_forest,forest_or_gathered,environmentally_aligned,major_harbor,1
Germania,woodland_or_forest,mineral_or_quarried,broad_capacity_proxy,coastal_access,2
Germania,woodland_or_forest,mineral_or_quarried,broad_capacity_proxy,coastal_local,3
Germania,woodland_or_forest,mineral_or_quarried,broad_capacity_proxy,inland,92
Germania,woodland_or_forest,mineral_or_quarried,broad_capacity_proxy,major_harbor,1
Germania,woodland_or_forest,orchard_or_specialty_crop,environmentally_aligned,coastal_local,1
Germania,woodland_or_forest,orchard_or_specialty_crop,environmentally_aligned,inland,11
Germania,woodland_or_forest,pastoral,broad_capacity_proxy,inland,44
Germania,woodland_or_forest,staple_crop,broad_capacity_proxy,coastal_local,1
Germania,woodland_or_forest,staple_crop,broad_capacity_proxy,inland,32
Germania,woodland_or_forest,staple_crop,broad_capacity_proxy,major_harbor,3
India,dryland_or_oasis,aquatic,broad_capacity_proxy,inland,1
India,dryland_or_oasis,aquatic,environmentally_aligned,coastal_access,2
India,dryland_or_oasis,aquatic,environmentally_aligned,coastal_local,1
India,dryland_or_oasis,aquatic,environmentally_aligned,major_harbor,1
India,dryland_or_oasis,fiber_or_dye_crop,environmentally_aligned,coastal_local,3
India,dryland_or_oasis,fiber_or_dye_crop,environmentally_aligned,inland,31
India,dryland_or_oasis,fiber_or_dye_crop,environmentally_aligned,market_anchor,1
India,dryland_or_oasis,forest_or_gathered,broad_capacity_proxy,inland,26
India,dryland_or_oasis,mineral_or_quarried,environmentally_aligned,coastal_local,1
India,dryland_or_oasis,mineral_or_quarried,environmentally_aligned,inland,46
India,dryland_or_oasis,orchard_or_specialty_crop,environmentally_aligned,inland,6
India,dryland_or_oasis,pastoral,environmentally_aligned,inland,47
India,dryland_or_oasis,staple_crop,broad_capacity_proxy,coastal_local,2
India,dryland_or_oasis,staple_crop,broad_capacity_proxy,inland,35
India,highland,aquatic,broad_capacity_proxy,inland,1
India,highland,fiber_or_dye_crop,broad_capacity_proxy,inland,9
India,highland,forest_or_gathered,environmentally_aligned,inland,9
India,highland,mineral_or_quarried,environmentally_aligned,inland,4
India,highland,orchard_or_specialty_crop,broad_capacity_proxy,inland,3
India,highland,pastoral,environmentally_aligned,inland,16
India,highland,staple_crop,broad_capacity_proxy,inland,13
India,intensive_cultivation,aquatic,environmentally_aligned,coastal_local,1
India,intensive_cultivation,aquatic,environmentally_aligned,major_harbor,1
India,intensive_cultivation,fiber_or_dye_crop,environmentally_aligned,coastal_local,1
India,intensive_cultivation,fiber_or_dye_crop,environmentally_aligned,inland,31
India,intensive_cultivation,forest_or_gathered,broad_capacity_proxy,coastal_local,1
India,intensive_cultivation,forest_or_gathered,broad_capacity_proxy,inland,5
India,intensive_cultivation,mineral_or_quarried,broad_capacity_proxy,coastal_local,2
India,intensive_cultivation,mineral_or_quarried,broad_capacity_proxy,inland,9
India,intensive_cultivation,orchard_or_specialty_crop,bounded_specialty,coastal_local,1
India,intensive_cultivation,orchard_or_specialty_crop,bounded_specialty,major_harbor,1
India,intensive_cultivation,orchard_or_specialty_crop,environmentally_aligned,inland,5
India,intensive_cultivation,pastoral,bounded_specialty,inland,2
India,intensive_cultivation,pastoral,broad_capacity_proxy,inland,1
India,intensive_cultivation,staple_crop,environmentally_aligned,coastal_local,1
India,intensive_cultivation,staple_crop,environmentally_aligned,inland,22
India,intensive_cultivation,staple_crop,environmentally_aligned,market_anchor,1
India,intensive_cultivation,staple_crop,environmentally_aligned,reviewed_road_corridor,1
India,marine_atoll,aquatic,source_anchored,coastal_access,2
India,marine_atoll,aquatic,source_anchored,coastal_local,1
India,marine_atoll,aquatic,source_anchored,major_harbor,1
India,mixed_land,fiber_or_dye_crop,environmentally_aligned,inland,1
India,mixed_land,mineral_or_quarried,broad_capacity_proxy,inland,2
India,mixed_land,orchard_or_specialty_crop,environmentally_aligned,inland,1
India,mixed_land,pastoral,environmentally_aligned,inland,2
India,mixed_land,staple_crop,environmentally_aligned,inland,1
India,open_mixed_land,aquatic,broad_capacity_proxy,inland,2
India,open_mixed_land,aquatic,environmentally_aligned,coastal_access,1
India,open_mixed_land,aquatic,environmentally_aligned,coastal_local,6
India,open_mixed_land,aquatic,source_anchored,coastal_local,1
India,open_mixed_land,aquatic,source_anchored,major_harbor,1
India,open_mixed_land,fiber_or_dye_crop,environmentally_aligned,coastal_local,8
India,open_mixed_land,fiber_or_dye_crop,environmentally_aligned,inland,43
India,open_mixed_land,fiber_or_dye_crop,environmentally_aligned,market_anchor,1
India,open_mixed_land,fiber_or_dye_crop,environmentally_aligned,reviewed_road_corridor,1
India,open_mixed_land,forest_or_gathered,broad_capacity_proxy,coastal_local,4
India,open_mixed_land,forest_or_gathered,broad_capacity_proxy,inland,4
India,open_mixed_land,forest_or_gathered,broad_capacity_proxy,major_harbor,2
India,open_mixed_land,mineral_or_quarried,broad_capacity_proxy,coastal_local,5
India,open_mixed_land,mineral_or_quarried,broad_capacity_proxy,inland,17
India,open_mixed_land,orchard_or_specialty_crop,bounded_specialty,coastal_local,2
India,open_mixed_land,orchard_or_specialty_crop,environmentally_aligned,coastal_local,1
