tag,name,good,source_mode,status
CRU,Cherusci,antq_garnet_cloisonne,dated_later_unlock,pass
CRU,Cherusci,antq_glass_beads,opening_market_network,pass
CRU,Cherusci,antq_glasswares,owned_seeded_producer,pass
CRU,Cherusci,antq_grain_products,owned_seeded_producer,pass
CRU,Cherusci,antq_iron_hardware,day_one_constructible,pass
CRU,Cherusci,antq_jade,opening_market_network,pass
CRU,Cherusci,antq_lacquerware,opening_market_network,pass
CRU,Cherusci,antq_lead_wares,day_one_constructible,pass
CRU,Cherusci,antq_leather_goods,day_one_constructible,pass
CRU,Cherusci,antq_naphtha,opening_market_network,pass
CRU,Cherusci,antq_nut_pastes,opening_market_network,pass
CRU,Cherusci,antq_olive_oil,day_one_constructible,pass
CRU,Cherusci,antq_papyrus,day_one_constructible,pass
CRU,Cherusci,antq_parchment,opening_market_network,pass
CRU,Cherusci,antq_perfumes,opening_market_network,pass
CRU,Cherusci,antq_preserved_fish,day_one_constructible,pass
CRU,Cherusci,antq_rice_wine,opening_market_network,pass
CRU,Cherusci,antq_sailcloth,day_one_constructible,pass
CRU,Cherusci,antq_sesame,day_one_constructible,pass
CRU,Cherusci,antq_sesame_oil,opening_market_network,pass
CRU,Cherusci,antq_silphium,opening_market_network,pass
CRU,Cherusci,antq_soap,day_one_constructible,pass
CRU,Cherusci,antq_soy_condiments,opening_market_network,pass
CRU,Cherusci,antq_tree_nuts,day_one_constructible,pass
CRU,Cherusci,antq_wax_goods,day_one_constructible,pass
CRU,Cherusci,antq_yue_celadon,dated_later_unlock,pass
CRU,Cherusci,beer,owned_seeded_producer,pass
CRU,Cherusci,beeswax,owned_rgo,pass
CRU,Cherusci,books,opening_market_network,pass
CRU,Cherusci,chili,opening_market_network,pass
CRU,Cherusci,clay,owned_rgo,pass
CRU,Cherusci,cloth,day_one_constructible,pass
CRU,Cherusci,cloves,opening_market_network,pass
CRU,Cherusci,coal,opening_market_network,pass
CRU,Cherusci,cocoa,opening_market_network,pass
CRU,Cherusci,copper,opening_market_network,pass
CRU,Cherusci,cotton,opening_market_network,pass
CRU,Cherusci,dyes,opening_market_network,pass
CRU,Cherusci,elephants,opening_market_network,pass
CRU,Cherusci,fiber_crops,owned_rgo,pass
CRU,Cherusci,fine_cloth,day_one_constructible,pass
CRU,Cherusci,fish,opening_market_network,pass
CRU,Cherusci,fruit,opening_market_network,pass
CRU,Cherusci,fur,opening_market_network,pass
CRU,Cherusci,furniture,opening_market_network,pass
CRU,Cherusci,gems,opening_market_network,pass
CRU,Cherusci,glass,opening_market_network,pass
CRU,Cherusci,goods_gold,opening_market_network,pass
CRU,Cherusci,horses,opening_market_network,pass
CRU,Cherusci,incense,opening_market_network,pass
CRU,Cherusci,iron,opening_market_network,pass
CRU,Cherusci,ivory,opening_market_network,pass
CRU,Cherusci,jewelry,owned_seeded_producer,pass
CRU,Cherusci,lead,opening_market_network,pass
CRU,Cherusci,leather,day_one_constructible,pass
CRU,Cherusci,legumes,owned_rgo,pass
CRU,Cherusci,livestock,owned_rgo,pass
CRU,Cherusci,lumber,owned_rgo,pass
CRU,Cherusci,maize,opening_market_network,pass
CRU,Cherusci,marble,opening_market_network,pass
CRU,Cherusci,masonry,day_one_constructible,pass
CRU,Cherusci,medicaments,day_one_constructible,pass
CRU,Cherusci,mercury,opening_market_network,pass
CRU,Cherusci,millet,owned_rgo,pass
CRU,Cherusci,naval_supplies,day_one_constructible,pass
CRU,Cherusci,olives,opening_market_network,pass
CRU,Cherusci,paper,opening_market_network,pass
CRU,Cherusci,pearls,opening_market_network,pass
CRU,Cherusci,pepper,opening_market_network,pass
CRU,Cherusci,potato,opening_market_network,pass
CRU,Cherusci,pottery,owned_seeded_producer,pass
CRU,Cherusci,rice,opening_market_network,pass
CRU,Cherusci,saffron,opening_market_network,pass
CRU,Cherusci,salt,owned_rgo,pass
CRU,Cherusci,sand,owned_rgo,pass
CRU,Cherusci,silk,opening_market_network,pass
CRU,Cherusci,silver,opening_market_network,pass
CRU,Cherusci,steel,opening_market_network,pass
CRU,Cherusci,stone,owned_rgo,pass
CRU,Cherusci,sugar,opening_market_network,pass
CRU,Cherusci,tar,day_one_constructible,pass
CRU,Cherusci,tea,opening_market_network,pass
CRU,Cherusci,tin,opening_market_network,pass
CRU,Cherusci,tobacco,opening_market_network,pass
CRU,Cherusci,tools,day_one_constructible,pass
CRU,Cherusci,weaponry,day_one_constructible,pass
CRU,Cherusci,wheat,owned_rgo,pass
CRU,Cherusci,wild_game,opening_market_network,pass
CRU,Cherusci,wine,opening_market_network,pass
CRU,Cherusci,wool,owned_rgo,pass
CRV,Carvetii,alum,opening_market_network,pass
CRV,Carvetii,amber,opening_market_network,pass
CRV,Carvetii,antq_amber_ornaments,opening_market_network,pass
CRV,Carvetii,antq_barley,day_one_constructible,pass
CRV,Carvetii,antq_bound_codices,dated_later_unlock,pass
CRV,Carvetii,antq_bronze_wares,opening_market_network,pass
CRV,Carvetii,antq_cage_glass,dated_later_unlock,pass
CRV,Carvetii,antq_camels,day_one_constructible,pass
CRV,Carvetii,antq_carpets,opening_market_network,pass
CRV,Carvetii,antq_cheese_curds,day_one_constructible,pass
CRV,Carvetii,antq_coconut_products,opening_market_network,pass
CRV,Carvetii,antq_coconuts,day_one_constructible,pass
CRV,Carvetii,antq_cordage,day_one_constructible,pass
CRV,Carvetii,antq_cured_meat,day_one_constructible,pass
CRV,Carvetii,antq_dates,day_one_constructible,pass
CRV,Carvetii,antq_dried_fruit,opening_market_network,pass
CRV,Carvetii,antq_felt_goods,opening_market_network,pass
CRV,Carvetii,antq_fine_ceramics,opening_market_network,pass
CRV,Carvetii,antq_garnet_cloisonne,dated_later_unlock,pass
CRV,Carvetii,antq_glass_beads,opening_market_network,pass
CRV,Carvetii,antq_glasswares,opening_market_network,pass
CRV,Carvetii,antq_grain_products,day_one_constructible,pass
CRV,Carvetii,antq_iron_hardware,day_one_constructible,pass
CRV,Carvetii,antq_jade,opening_market_network,pass
CRV,Carvetii,antq_lacquerware,opening_market_network,pass
CRV,Carvetii,antq_lead_wares,opening_market_network,pass
CRV,Carvetii,antq_leather_goods,day_one_constructible,pass
CRV,Carvetii,antq_naphtha,opening_market_network,pass
CRV,Carvetii,antq_nut_pastes,opening_market_network,pass
CRV,Carvetii,antq_olive_oil,day_one_constructible,pass
CRV,Carvetii,antq_papyrus,day_one_constructible,pass
CRV,Carvetii,antq_parchment,opening_market_network,pass
CRV,Carvetii,antq_perfumes,opening_market_network,pass
CRV,Carvetii,antq_preserved_fish,day_one_constructible,pass
CRV,Carvetii,antq_rice_wine,opening_market_network,pass
CRV,Carvetii,antq_sailcloth,day_one_constructible,pass
CRV,Carvetii,antq_sesame,day_one_constructible,pass
CRV,Carvetii,antq_sesame_oil,opening_market_network,pass
CRV,Carvetii,antq_silphium,opening_market_network,pass
CRV,Carvetii,antq_soap,opening_market_network,pass
CRV,Carvetii,antq_soy_condiments,opening_market_network,pass
CRV,Carvetii,antq_tree_nuts,day_one_constructible,pass
CRV,Carvetii,antq_wax_goods,opening_market_network,pass
CRV,Carvetii,antq_yue_celadon,dated_later_unlock,pass
CRV,Carvetii,beer,day_one_constructible,pass
CRV,Carvetii,beeswax,opening_market_network,pass
CRV,Carvetii,books,opening_market_network,pass
CRV,Carvetii,chili,opening_market_network,pass
CRV,Carvetii,clay,owned_rgo,pass
CRV,Carvetii,cloth,day_one_constructible,pass
CRV,Carvetii,cloves,opening_market_network,pass
CRV,Carvetii,coal,opening_market_network,pass
CRV,Carvetii,cocoa,opening_market_network,pass
CRV,Carvetii,copper,owned_rgo,pass
CRV,Carvetii,cotton,opening_market_network,pass
CRV,Carvetii,dyes,opening_market_network,pass
CRV,Carvetii,elephants,opening_market_network,pass
CRV,Carvetii,fiber_crops,opening_market_network,pass
CRV,Carvetii,fine_cloth,opening_market_network,pass
CRV,Carvetii,fish,opening_market_network,pass
CRV,Carvetii,fruit,opening_market_network,pass
CRV,Carvetii,fur,opening_market_network,pass
CRV,Carvetii,furniture,opening_market_network,pass
CRV,Carvetii,gems,opening_market_network,pass
CRV,Carvetii,glass,opening_market_network,pass
CRV,Carvetii,goods_gold,opening_market_network,pass
CRV,Carvetii,horses,opening_market_network,pass
CRV,Carvetii,incense,opening_market_network,pass
CRV,Carvetii,iron,owned_rgo,pass
CRV,Carvetii,ivory,opening_market_network,pass
CRV,Carvetii,jewelry,opening_market_network,pass
CRV,Carvetii,lead,owned_rgo,pass
CRV,Carvetii,leather,owned_seeded_producer,pass
CRV,Carvetii,legumes,opening_market_network,pass
CRV,Carvetii,livestock,opening_market_network,pass
CRV,Carvetii,lumber,opening_market_network,pass
CRV,Carvetii,maize,opening_market_network,pass
CRV,Carvetii,marble,opening_market_network,pass
CRV,Carvetii,masonry,day_one_constructible,pass
CRV,Carvetii,medicaments,opening_market_network,pass
CRV,Carvetii,mercury,opening_market_network,pass
CRV,Carvetii,millet,opening_market_network,pass
CRV,Carvetii,naval_supplies,day_one_constructible,pass
CRV,Carvetii,olives,opening_market_network,pass
CRV,Carvetii,paper,opening_market_network,pass
CRV,Carvetii,pearls,opening_market_network,pass
CRV,Carvetii,pepper,opening_market_network,pass
CRV,Carvetii,potato,opening_market_network,pass
CRV,Carvetii,pottery,day_one_constructible,pass
CRV,Carvetii,rice,opening_market_network,pass
CRV,Carvetii,saffron,opening_market_network,pass
CRV,Carvetii,salt,opening_market_network,pass
CRV,Carvetii,sand,opening_market_network,pass
CRV,Carvetii,silk,opening_market_network,pass
CRV,Carvetii,silver,opening_market_network,pass
CRV,Carvetii,steel,opening_market_network,pass
CRV,Carvetii,stone,opening_market_network,pass
CRV,Carvetii,sugar,opening_market_network,pass
CRV,Carvetii,tar,day_one_constructible,pass
CRV,Carvetii,tea,opening_market_network,pass
CRV,Carvetii,tin,opening_market_network,pass
CRV,Carvetii,tobacco,opening_market_network,pass
CRV,Carvetii,tools,day_one_constructible,pass
CRV,Carvetii,weaponry,day_one_constructible,pass
CRV,Carvetii,wheat,opening_market_network,pass
CRV,Carvetii,wild_game,opening_market_network,pass
CRV,Carvetii,wine,opening_market_network,pass
CRV,Carvetii,wool,owned_rgo,pass
CSB,Central-Southern Borneo River Networks,alum,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,amber,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,antq_amber_ornaments,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,antq_barley,day_one_constructible,pass
CSB,Central-Southern Borneo River Networks,antq_bound_codices,dated_later_unlock,pass
CSB,Central-Southern Borneo River Networks,antq_bronze_wares,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,antq_cage_glass,dated_later_unlock,pass
CSB,Central-Southern Borneo River Networks,antq_camels,day_one_constructible,pass
CSB,Central-Southern Borneo River Networks,antq_carpets,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,antq_cheese_curds,day_one_constructible,pass
CSB,Central-Southern Borneo River Networks,antq_coconut_products,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,antq_coconuts,day_one_constructible,pass
CSB,Central-Southern Borneo River Networks,antq_cordage,day_one_constructible,pass
CSB,Central-Southern Borneo River Networks,antq_cured_meat,day_one_constructible,pass
CSB,Central-Southern Borneo River Networks,antq_dates,day_one_constructible,pass
CSB,Central-Southern Borneo River Networks,antq_dried_fruit,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,antq_felt_goods,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,antq_fine_ceramics,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,antq_garnet_cloisonne,dated_later_unlock,pass
CSB,Central-Southern Borneo River Networks,antq_glass_beads,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,antq_glasswares,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,antq_grain_products,day_one_constructible,pass
CSB,Central-Southern Borneo River Networks,antq_iron_hardware,day_one_constructible,pass
CSB,Central-Southern Borneo River Networks,antq_jade,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,antq_lacquerware,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,antq_lead_wares,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,antq_leather_goods,day_one_constructible,pass
CSB,Central-Southern Borneo River Networks,antq_naphtha,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,antq_nut_pastes,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,antq_olive_oil,day_one_constructible,pass
CSB,Central-Southern Borneo River Networks,antq_papyrus,day_one_constructible,pass
CSB,Central-Southern Borneo River Networks,antq_parchment,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,antq_perfumes,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,antq_preserved_fish,day_one_constructible,pass
CSB,Central-Southern Borneo River Networks,antq_rice_wine,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,antq_sailcloth,day_one_constructible,pass
CSB,Central-Southern Borneo River Networks,antq_sesame,day_one_constructible,pass
CSB,Central-Southern Borneo River Networks,antq_sesame_oil,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,antq_silphium,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,antq_soap,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,antq_soy_condiments,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,antq_tree_nuts,day_one_constructible,pass
CSB,Central-Southern Borneo River Networks,antq_wax_goods,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,antq_yue_celadon,dated_later_unlock,pass
CSB,Central-Southern Borneo River Networks,beer,day_one_constructible,pass
CSB,Central-Southern Borneo River Networks,beeswax,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,books,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,chili,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,clay,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,cloth,day_one_constructible,pass
CSB,Central-Southern Borneo River Networks,cloves,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,coal,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,cocoa,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,copper,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,cotton,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,dyes,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,elephants,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,fiber_crops,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,fine_cloth,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,fish,owned_rgo,pass
CSB,Central-Southern Borneo River Networks,fruit,owned_rgo,pass
CSB,Central-Southern Borneo River Networks,fur,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,furniture,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,gems,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,glass,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,goods_gold,owned_rgo,pass
CSB,Central-Southern Borneo River Networks,horses,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,incense,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,iron,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,ivory,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,jewelry,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,lead,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,leather,day_one_constructible,pass
CSB,Central-Southern Borneo River Networks,legumes,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,livestock,owned_rgo,pass
CSB,Central-Southern Borneo River Networks,lumber,owned_rgo,pass
CSB,Central-Southern Borneo River Networks,maize,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,marble,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,masonry,day_one_constructible,pass
CSB,Central-Southern Borneo River Networks,medicaments,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,mercury,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,millet,owned_rgo,pass
CSB,Central-Southern Borneo River Networks,naval_supplies,day_one_constructible,pass
CSB,Central-Southern Borneo River Networks,olives,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,paper,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,pearls,owned_rgo,pass
CSB,Central-Southern Borneo River Networks,pepper,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,potato,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,pottery,day_one_constructible,pass
CSB,Central-Southern Borneo River Networks,rice,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,saffron,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,salt,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,sand,owned_rgo,pass
CSB,Central-Southern Borneo River Networks,silk,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,silver,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,steel,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,stone,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,sugar,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,tar,day_one_constructible,pass
CSB,Central-Southern Borneo River Networks,tea,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,tin,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,tobacco,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,tools,day_one_constructible,pass
CSB,Central-Southern Borneo River Networks,weaponry,day_one_constructible,pass
CSB,Central-Southern Borneo River Networks,wheat,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,wild_game,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,wine,opening_market_network,pass
CSB,Central-Southern Borneo River Networks,wool,opening_market_network,pass
CTP,Changtang Pastoral Networks,alum,opening_market_network,pass
CTP,Changtang Pastoral Networks,amber,opening_market_network,pass
CTP,Changtang Pastoral Networks,antq_amber_ornaments,opening_market_network,pass
CTP,Changtang Pastoral Networks,antq_barley,day_one_constructible,pass
CTP,Changtang Pastoral Networks,antq_bound_codices,dated_later_unlock,pass
CTP,Changtang Pastoral Networks,antq_bronze_wares,opening_market_network,pass
CTP,Changtang Pastoral Networks,antq_cage_glass,dated_later_unlock,pass
CTP,Changtang Pastoral Networks,antq_camels,day_one_constructible,pass
CTP,Changtang Pastoral Networks,antq_carpets,opening_market_network,pass
CTP,Changtang Pastoral Networks,antq_cheese_curds,day_one_constructible,pass
CTP,Changtang Pastoral Networks,antq_coconut_products,opening_market_network,pass
CTP,Changtang Pastoral Networks,antq_coconuts,day_one_constructible,pass
CTP,Changtang Pastoral Networks,antq_cordage,day_one_constructible,pass
CTP,Changtang Pastoral Networks,antq_cured_meat,day_one_constructible,pass
CTP,Changtang Pastoral Networks,antq_dates,day_one_constructible,pass
CTP,Changtang Pastoral Networks,antq_dried_fruit,opening_market_network,pass
CTP,Changtang Pastoral Networks,antq_felt_goods,opening_market_network,pass
CTP,Changtang Pastoral Networks,antq_fine_ceramics,opening_market_network,pass
CTP,Changtang Pastoral Networks,antq_garnet_cloisonne,dated_later_unlock,pass
CTP,Changtang Pastoral Networks,antq_glass_beads,opening_market_network,pass
CTP,Changtang Pastoral Networks,antq_glasswares,opening_market_network,pass
CTP,Changtang Pastoral Networks,antq_grain_products,day_one_constructible,pass
CTP,Changtang Pastoral Networks,antq_iron_hardware,day_one_constructible,pass
CTP,Changtang Pastoral Networks,antq_jade,opening_market_network,pass
CTP,Changtang Pastoral Networks,antq_lacquerware,opening_market_network,pass
CTP,Changtang Pastoral Networks,antq_lead_wares,opening_market_network,pass
CTP,Changtang Pastoral Networks,antq_leather_goods,day_one_constructible,pass
CTP,Changtang Pastoral Networks,antq_naphtha,opening_market_network,pass
CTP,Changtang Pastoral Networks,antq_nut_pastes,opening_market_network,pass
CTP,Changtang Pastoral Networks,antq_olive_oil,day_one_constructible,pass
CTP,Changtang Pastoral Networks,antq_papyrus,day_one_constructible,pass
CTP,Changtang Pastoral Networks,antq_parchment,opening_market_network,pass
CTP,Changtang Pastoral Networks,antq_perfumes,opening_market_network,pass
CTP,Changtang Pastoral Networks,antq_preserved_fish,day_one_constructible,pass
CTP,Changtang Pastoral Networks,antq_rice_wine,opening_market_network,pass
CTP,Changtang Pastoral Networks,antq_sailcloth,day_one_constructible,pass
CTP,Changtang Pastoral Networks,antq_sesame,day_one_constructible,pass
CTP,Changtang Pastoral Networks,antq_sesame_oil,opening_market_network,pass
CTP,Changtang Pastoral Networks,antq_silphium,opening_market_network,pass
CTP,Changtang Pastoral Networks,antq_soap,opening_market_network,pass
CTP,Changtang Pastoral Networks,antq_soy_condiments,opening_market_network,pass
CTP,Changtang Pastoral Networks,antq_tree_nuts,day_one_constructible,pass
CTP,Changtang Pastoral Networks,antq_wax_goods,opening_market_network,pass
CTP,Changtang Pastoral Networks,antq_yue_celadon,dated_later_unlock,pass
CTP,Changtang Pastoral Networks,beer,day_one_constructible,pass
CTP,Changtang Pastoral Networks,beeswax,opening_market_network,pass
CTP,Changtang Pastoral Networks,books,opening_market_network,pass
CTP,Changtang Pastoral Networks,chili,opening_market_network,pass
CTP,Changtang Pastoral Networks,clay,opening_market_network,pass
CTP,Changtang Pastoral Networks,cloth,day_one_constructible,pass
CTP,Changtang Pastoral Networks,cloves,opening_market_network,pass
CTP,Changtang Pastoral Networks,coal,opening_market_network,pass
CTP,Changtang Pastoral Networks,cocoa,opening_market_network,pass
CTP,Changtang Pastoral Networks,copper,opening_market_network,pass
CTP,Changtang Pastoral Networks,cotton,opening_market_network,pass
CTP,Changtang Pastoral Networks,dyes,opening_market_network,pass
CTP,Changtang Pastoral Networks,elephants,opening_market_network,pass
CTP,Changtang Pastoral Networks,fiber_crops,opening_market_network,pass
CTP,Changtang Pastoral Networks,fine_cloth,opening_market_network,pass
CTP,Changtang Pastoral Networks,fish,opening_market_network,pass
CTP,Changtang Pastoral Networks,fruit,opening_market_network,pass
CTP,Changtang Pastoral Networks,fur,opening_market_network,pass
CTP,Changtang Pastoral Networks,furniture,opening_market_network,pass
CTP,Changtang Pastoral Networks,gems,opening_market_network,pass
CTP,Changtang Pastoral Networks,glass,opening_market_network,pass
CTP,Changtang Pastoral Networks,goods_gold,opening_market_network,pass
CTP,Changtang Pastoral Networks,horses,owned_rgo,pass
CTP,Changtang Pastoral Networks,incense,opening_market_network,pass
CTP,Changtang Pastoral Networks,iron,opening_market_network,pass
CTP,Changtang Pastoral Networks,ivory,opening_market_network,pass
CTP,Changtang Pastoral Networks,jewelry,opening_market_network,pass
CTP,Changtang Pastoral Networks,lead,opening_market_network,pass
CTP,Changtang Pastoral Networks,leather,day_one_constructible,pass
CTP,Changtang Pastoral Networks,legumes,opening_market_network,pass
CTP,Changtang Pastoral Networks,livestock,owned_rgo,pass
CTP,Changtang Pastoral Networks,lumber,opening_market_network,pass
CTP,Changtang Pastoral Networks,maize,opening_market_network,pass
CTP,Changtang Pastoral Networks,marble,opening_market_network,pass
CTP,Changtang Pastoral Networks,masonry,day_one_constructible,pass
CTP,Changtang Pastoral Networks,medicaments,opening_market_network,pass
CTP,Changtang Pastoral Networks,mercury,opening_market_network,pass
CTP,Changtang Pastoral Networks,millet,opening_market_network,pass
CTP,Changtang Pastoral Networks,naval_supplies,day_one_constructible,pass
CTP,Changtang Pastoral Networks,olives,opening_market_network,pass
CTP,Changtang Pastoral Networks,paper,opening_market_network,pass
CTP,Changtang Pastoral Networks,pearls,opening_market_network,pass
CTP,Changtang Pastoral Networks,pepper,opening_market_network,pass
CTP,Changtang Pastoral Networks,potato,opening_market_network,pass
CTP,Changtang Pastoral Networks,pottery,day_one_constructible,pass
CTP,Changtang Pastoral Networks,rice,opening_market_network,pass
CTP,Changtang Pastoral Networks,saffron,opening_market_network,pass
CTP,Changtang Pastoral Networks,salt,owned_rgo,pass
CTP,Changtang Pastoral Networks,sand,opening_market_network,pass
CTP,Changtang Pastoral Networks,silk,opening_market_network,pass
CTP,Changtang Pastoral Networks,silver,opening_market_network,pass
CTP,Changtang Pastoral Networks,steel,opening_market_network,pass
CTP,Changtang Pastoral Networks,stone,opening_market_network,pass
CTP,Changtang Pastoral Networks,sugar,opening_market_network,pass
CTP,Changtang Pastoral Networks,tar,day_one_constructible,pass
CTP,Changtang Pastoral Networks,tea,opening_market_network,pass
CTP,Changtang Pastoral Networks,tin,opening_market_network,pass
CTP,Changtang Pastoral Networks,tobacco,opening_market_network,pass
CTP,Changtang Pastoral Networks,tools,day_one_constructible,pass
CTP,Changtang Pastoral Networks,weaponry,day_one_constructible,pass
CTP,Changtang Pastoral Networks,wheat,opening_market_network,pass
CTP,Changtang Pastoral Networks,wild_game,owned_rgo,pass
CTP,Changtang Pastoral Networks,wine,opening_market_network,pass
CTP,Changtang Pastoral Networks,wool,owned_rgo,pass
CTU,Chattuarii,alum,opening_market_network,pass
CTU,Chattuarii,amber,opening_market_network,pass
CTU,Chattuarii,antq_amber_ornaments,opening_market_network,pass
CTU,Chattuarii,antq_barley,day_one_constructible,pass
CTU,Chattuarii,antq_bound_codices,dated_later_unlock,pass
CTU,Chattuarii,antq_bronze_wares,opening_market_network,pass
CTU,Chattuarii,antq_cage_glass,dated_later_unlock,pass
CTU,Chattuarii,antq_camels,day_one_constructible,pass
CTU,Chattuarii,antq_carpets,opening_market_network,pass
CTU,Chattuarii,antq_cheese_curds,day_one_constructible,pass
CTU,Chattuarii,antq_coconut_products,opening_market_network,pass
CTU,Chattuarii,antq_coconuts,day_one_constructible,pass
CTU,Chattuarii,antq_cordage,day_one_constructible,pass
CTU,Chattuarii,antq_cured_meat,day_one_constructible,pass
CTU,Chattuarii,antq_dates,day_one_constructible,pass
CTU,Chattuarii,antq_dried_fruit,opening_market_network,pass
CTU,Chattuarii,antq_felt_goods,opening_market_network,pass
CTU,Chattuarii,antq_fine_ceramics,opening_market_network,pass
CTU,Chattuarii,antq_garnet_cloisonne,dated_later_unlock,pass
CTU,Chattuarii,antq_glass_beads,opening_market_network,pass
CTU,Chattuarii,antq_glasswares,opening_market_network,pass
CTU,Chattuarii,antq_grain_products,day_one_constructible,pass
CTU,Chattuarii,antq_iron_hardware,day_one_constructible,pass
CTU,Chattuarii,antq_jade,opening_market_network,pass
CTU,Chattuarii,antq_lacquerware,opening_market_network,pass
CTU,Chattuarii,antq_lead_wares,opening_market_network,pass
CTU,Chattuarii,antq_leather_goods,day_one_constructible,pass
CTU,Chattuarii,antq_naphtha,opening_market_network,pass
CTU,Chattuarii,antq_nut_pastes,opening_market_network,pass
CTU,Chattuarii,antq_olive_oil,day_one_constructible,pass
CTU,Chattuarii,antq_papyrus,day_one_constructible,pass
CTU,Chattuarii,antq_parchment,opening_market_network,pass
CTU,Chattuarii,antq_perfumes,opening_market_network,pass
CTU,Chattuarii,antq_preserved_fish,day_one_constructible,pass
CTU,Chattuarii,antq_rice_wine,opening_market_network,pass
CTU,Chattuarii,antq_sailcloth,day_one_constructible,pass
CTU,Chattuarii,antq_sesame,day_one_constructible,pass
CTU,Chattuarii,antq_sesame_oil,opening_market_network,pass
CTU,Chattuarii,antq_silphium,opening_market_network,pass
CTU,Chattuarii,antq_soap,opening_market_network,pass
CTU,Chattuarii,antq_soy_condiments,opening_market_network,pass
CTU,Chattuarii,antq_tree_nuts,owned_rgo,pass
CTU,Chattuarii,antq_wax_goods,opening_market_network,pass
CTU,Chattuarii,antq_yue_celadon,dated_later_unlock,pass
CTU,Chattuarii,beer,day_one_constructible,pass
CTU,Chattuarii,beeswax,opening_market_network,pass
CTU,Chattuarii,books,opening_market_network,pass
CTU,Chattuarii,chili,opening_market_network,pass
CTU,Chattuarii,clay,opening_market_network,pass
CTU,Chattuarii,cloth,day_one_constructible,pass
CTU,Chattuarii,cloves,opening_market_network,pass
CTU,Chattuarii,coal,opening_market_network,pass
CTU,Chattuarii,cocoa,opening_market_network,pass
