corridor_origin,corridor_destination,step,origin,destination,corridor,source,confidence,note
baghdad,susa,56,varda,satoraljaujhely,Royal Road legacy,ORB;P8.2,contested,Seleucia-Ctesiphon proxy to Susiana leg
baghdad,susa,57,satoraljaujhely,miskolc,Royal Road legacy,ORB;P8.2,contested,Seleucia-Ctesiphon proxy to Susiana leg
baghdad,susa,58,miskolc,eger,Royal Road legacy,ORB;P8.2,contested,Seleucia-Ctesiphon proxy to Susiana leg
baghdad,susa,59,eger,nograd,Royal Road legacy,ORB;P8.2,contested,Seleucia-Ctesiphon proxy to Susiana leg
baghdad,susa,60,nograd,buda,Royal Road legacy,ORB;P8.2,contested,Seleucia-Ctesiphon proxy to Susiana leg
baghdad,susa,61,buda,fehervar,Royal Road legacy,ORB;P8.2,contested,Seleucia-Ctesiphon proxy to Susiana leg
baghdad,susa,62,fehervar,papa,Royal Road legacy,ORB;P8.2,contested,Seleucia-Ctesiphon proxy to Susiana leg
baghdad,susa,63,papa,vasvar,Royal Road legacy,ORB;P8.2,contested,Seleucia-Ctesiphon proxy to Susiana leg
baghdad,susa,64,vasvar,kormend,Royal Road legacy,ORB;P8.2,contested,Seleucia-Ctesiphon proxy to Susiana leg
baghdad,susa,65,kormend,feldbach,Royal Road legacy,ORB;P8.2,contested,Seleucia-Ctesiphon proxy to Susiana leg
baghdad,susa,66,feldbach,graz,Royal Road legacy,ORB;P8.2,contested,Seleucia-Ctesiphon proxy to Susiana leg
baghdad,susa,67,graz,judenburg,Royal Road legacy,ORB;P8.2,contested,Seleucia-Ctesiphon proxy to Susiana leg
baghdad,susa,68,judenburg,murau,Royal Road legacy,ORB;P8.2,contested,Seleucia-Ctesiphon proxy to Susiana leg
baghdad,susa,69,murau,spittal,Royal Road legacy,ORB;P8.2,contested,Seleucia-Ctesiphon proxy to Susiana leg
baghdad,susa,70,spittal,winklern,Royal Road legacy,ORB;P8.2,contested,Seleucia-Ctesiphon proxy to Susiana leg
baghdad,susa,71,winklern,lienz,Royal Road legacy,ORB;P8.2,contested,Seleucia-Ctesiphon proxy to Susiana leg
baghdad,susa,72,lienz,bruneck,Royal Road legacy,ORB;P8.2,contested,Seleucia-Ctesiphon proxy to Susiana leg
baghdad,susa,73,bruneck,brixen,Royal Road legacy,ORB;P8.2,contested,Seleucia-Ctesiphon proxy to Susiana leg
baghdad,susa,74,brixen,villandro,Royal Road legacy,ORB;P8.2,contested,Seleucia-Ctesiphon proxy to Susiana leg
baghdad,susa,75,villandro,bolzano,Royal Road legacy,ORB;P8.2,contested,Seleucia-Ctesiphon proxy to Susiana leg
baghdad,susa,76,bolzano,cles,Royal Road legacy,ORB;P8.2,contested,Seleucia-Ctesiphon proxy to Susiana leg
baghdad,susa,77,cles,breno,Royal Road legacy,ORB;P8.2,contested,Seleucia-Ctesiphon proxy to Susiana leg
baghdad,susa,78,breno,palazzolo,Royal Road legacy,ORB;P8.2,contested,Seleucia-Ctesiphon proxy to Susiana leg
baghdad,susa,79,palazzolo,cremona,Royal Road legacy,ORB;P8.2,contested,Seleucia-Ctesiphon proxy to Susiana leg
baghdad,susa,80,cremona,lodi,Royal Road legacy,ORB;P8.2,contested,Seleucia-Ctesiphon proxy to Susiana leg
baghdad,susa,81,lodi,pavia,Royal Road legacy,ORB;P8.2,contested,Seleucia-Ctesiphon proxy to Susiana leg
baghdad,susa,82,pavia,lomello,Royal Road legacy,ORB;P8.2,contested,Seleucia-Ctesiphon proxy to Susiana leg
baghdad,susa,83,lomello,casale,Royal Road legacy,ORB;P8.2,contested,Seleucia-Ctesiphon proxy to Susiana leg
baghdad,susa,84,casale,lanzo,Royal Road legacy,ORB;P8.2,contested,Seleucia-Ctesiphon proxy to Susiana leg
baghdad,susa,85,lanzo,susa,Royal Road legacy,ORB;P8.2,contested,Seleucia-Ctesiphon proxy to Susiana leg
susa,hamadan,1,susa,lanzo,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,2,lanzo,asti,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,3,asti,alessandria,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,4,alessandria,voghera,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,5,voghera,piacenza,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,6,piacenza,cremona,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,7,cremona,palazzolo,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,8,palazzolo,breno,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,9,breno,cles,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,10,cles,bolzano,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,11,bolzano,villandro,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,12,villandro,brixen,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,13,brixen,bruneck,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,14,bruneck,lienz,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,15,lienz,winklern,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,16,winklern,spittal,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,17,spittal,murau,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,18,murau,judenburg,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,19,judenburg,graz,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,20,graz,feldbach,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,21,feldbach,kormend,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,22,kormend,vasvar,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,23,vasvar,gyor,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,24,gyor,tata,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,25,tata,buda,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,26,buda,nograd,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,27,nograd,eger,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,28,eger,miskolc,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,29,miskolc,satoraljaujhely,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,30,satoraljaujhely,varda,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,31,varda,beregovo,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,32,beregovo,khust,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,33,khust,rakhiv,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,34,rakhiv,bohorodchany,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,35,bohorodchany,tysmenytsia,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,36,tysmenytsia,zalishchyky,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,37,zalishchyky,hotin,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,38,hotin,lipnic,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,39,lipnic,soroca,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,40,soroca,karabul,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,41,karabul,ananiv,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,42,ananiv,aqmecit_prybuzhzhya,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,43,aqmecit_prybuzhzhya,harbuzynka,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,44,harbuzynka,mala_vyska,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,45,mala_vyska,usivka,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,46,usivka,myshuryn_rih,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,47,myshuryn_rih,kodak,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,48,kodak,kichkas,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,49,kichkas,hryshyne,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,50,hryshyne,velyka_novosilka,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,51,velyka_novosilka,shyrokyne,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,52,shyrokyne,taganrog,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,53,taganrog,tana,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,54,tana,bagayevskaya,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,55,bagayevskaya,yundin,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,56,yundin,gorodovikovsk,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,57,gorodovikovsk,ipatovo,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,58,ipatovo,blagodarnoye,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,59,blagodarnoye,majar,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,60,majar,kamysh_burun,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,61,kamysh_burun,kurskaya,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,62,kurskaya,alkhan_kala,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,63,alkhan_kala,tsontaroy_kala,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,64,tsontaroy_kala,shatili,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,65,shatili,alaverdi,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,66,alaverdi,gremi,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,67,gremi,khornabuji,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,68,khornabuji,hereti,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,69,hereti,ganja,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,70,ganja,barda,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,71,barda,gandzasar,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,72,gandzasar,kashatagh,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,73,kashatagh,kaleybar,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,74,kaleybar,ahar,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,75,ahar,heris,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,76,heris,sarab,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,77,sarab,miyaneh,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,78,miyaneh,aghkand,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,79,aghkand,sarcham,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,80,sarcham,mahneshan,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,81,mahneshan,yasukand,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,82,yasukand,bashqurtaran,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
susa,hamadan,83,bashqurtaran,hamadan,Royal Road legacy,ORB;P8.2,secure,Susiana to Median core leg
kashgar,khotan,1,kashgar,payzawat,Southern Tarim route,ORB;P8.3;CHG,secure,Tarim oasis corridor leg
kashgar,khotan,2,payzawat,maralbexi,Southern Tarim route,ORB;P8.3;CHG,secure,Tarim oasis corridor leg
kashgar,khotan,3,maralbexi,yarkand,Southern Tarim route,ORB;P8.3;CHG,secure,Tarim oasis corridor leg
kashgar,khotan,4,yarkand,kargilik,Southern Tarim route,ORB;P8.3;CHG,secure,Tarim oasis corridor leg
kashgar,khotan,5,kargilik,guma,Southern Tarim route,ORB;P8.3;CHG,secure,Tarim oasis corridor leg
kashgar,khotan,6,guma,karakax,Southern Tarim route,ORB;P8.3;CHG,secure,Tarim oasis corridor leg
kashgar,khotan,7,karakax,khotan,Southern Tarim route,ORB;P8.3;CHG,secure,Tarim oasis corridor leg
balkh,termez,1,balkh,zadian,Oxus corridor,P8.4;P8.8;CAH-XI,contested,Bactrian-Oxus corridor leg
balkh,termez,2,zadian,termez,Oxus corridor,P8.4;P8.8;CAH-XI,contested,Bactrian-Oxus corridor leg
termez,samarkand,1,termez,basand,Transoxianian corridor,P8.8;CAH-XI,contested,Oxus to Sogdian corridor leg
termez,samarkand,2,basand,akhsisek,Transoxianian corridor,P8.8;CAH-XI,contested,Oxus to Sogdian corridor leg
termez,samarkand,3,akhsisek,nasaf,Transoxianian corridor,P8.8;CAH-XI,contested,Oxus to Sogdian corridor leg
termez,samarkand,4,nasaf,koson,Transoxianian corridor,P8.8;CAH-XI,contested,Oxus to Sogdian corridor leg
termez,samarkand,5,koson,samarkand,Transoxianian corridor,P8.8;CAH-XI,contested,Oxus to Sogdian corridor leg
samarkand,bukhara,1,samarkand,dimishk,Transoxianian corridor,P8.8;CAH-XI,secure,Sogdian oasis corridor leg
samarkand,bukhara,2,dimishk,karmana,Transoxianian corridor,P8.8;CAH-XI,secure,Sogdian oasis corridor leg
samarkand,bukhara,3,karmana,bukhara,Transoxianian corridor,P8.8;CAH-XI,secure,Sogdian oasis corridor leg
jingzhao,luoyang,1,jingzhao,lantian,Han trunk road,BHR;P8.3,secure,Chang'an commandery anchor to Luoyang trunk leg
jingzhao,luoyang,2,lantian,weinan,Han trunk road,BHR;P8.3,secure,Chang'an commandery anchor to Luoyang trunk leg
jingzhao,luoyang,3,weinan,tongzhou,Han trunk road,BHR;P8.3,secure,Chang'an commandery anchor to Luoyang trunk leg
jingzhao,luoyang,4,tongzhou,ruicheng,Han trunk road,BHR;P8.3,secure,Chang'an commandery anchor to Luoyang trunk leg
jingzhao,luoyang,5,ruicheng,pinglu,Han trunk road,BHR;P8.3,secure,Chang'an commandery anchor to Luoyang trunk leg
jingzhao,luoyang,6,pinglu,mianchi,Han trunk road,BHR;P8.3,secure,Chang'an commandery anchor to Luoyang trunk leg
jingzhao,luoyang,7,mianchi,xinan,Han trunk road,BHR;P8.3,secure,Chang'an commandery anchor to Luoyang trunk leg
jingzhao,luoyang,8,xinan,luoyang,Han trunk road,BHR;P8.3,secure,Chang'an commandery anchor to Luoyang trunk leg
luoyang,kaifeng,1,luoyang,mengjin,Han trunk road,BHR;P8.3,secure,Luoyang to eastern Henan trunk leg
luoyang,kaifeng,2,mengjin,gongxian,Han trunk road,BHR;P8.3,secure,Luoyang to eastern Henan trunk leg
luoyang,kaifeng,3,gongxian,mixian,Han trunk road,BHR;P8.3,secure,Luoyang to eastern Henan trunk leg
luoyang,kaifeng,4,mixian,guancheng_zhengzhou,Han trunk road,BHR;P8.3,secure,Luoyang to eastern Henan trunk leg
luoyang,kaifeng,5,guancheng_zhengzhou,yuanyang,Han trunk road,BHR;P8.3,secure,Luoyang to eastern Henan trunk leg
luoyang,kaifeng,6,yuanyang,kaifeng,Han trunk road,BHR;P8.3,secure,Luoyang to eastern Henan trunk leg
kaifeng,xuzhou,1,kaifeng,lanyang,Han trunk road,BHR;P8.3,secure,Eastern Henan to lower Huai trunk leg
kaifeng,xuzhou,2,lanyang,chuqiu,Han trunk road,BHR;P8.3,secure,Eastern Henan to lower Huai trunk leg
kaifeng,xuzhou,3,chuqiu,shansu,Han trunk road,BHR;P8.3,secure,Eastern Henan to lower Huai trunk leg
kaifeng,xuzhou,4,shansu,fengxian,Han trunk road,BHR;P8.3,secure,Eastern Henan to lower Huai trunk leg
kaifeng,xuzhou,5,fengxian,xuzhou,Han trunk road,BHR;P8.3,secure,Eastern Henan to lower Huai trunk leg
patna,varanasi,1,patna,arrah,Uttarapatha,P8.4;CAH-XI,contested,Pataliputra to Varanasi trunk leg
patna,varanasi,2,arrah,buxar,Uttarapatha,P8.4;CAH-XI,contested,Pataliputra to Varanasi trunk leg
patna,varanasi,3,buxar,chunar,Uttarapatha,P8.4;CAH-XI,contested,Pataliputra to Varanasi trunk leg
patna,varanasi,4,chunar,varanasi,Uttarapatha,P8.4;CAH-XI,contested,Pataliputra to Varanasi trunk leg
varanasi,mathura,1,varanasi,bhadohi,Uttarapatha,P8.4;CAH-XI,contested,Middle-Gangetic to Mathura corridor leg
varanasi,mathura,2,bhadohi,manikpur,Uttarapatha,P8.4;CAH-XI,contested,Middle-Gangetic to Mathura corridor leg
varanasi,mathura,3,manikpur,unnao,Uttarapatha,P8.4;CAH-XI,contested,Middle-Gangetic to Mathura corridor leg
varanasi,mathura,4,unnao,makanpur,Uttarapatha,P8.4;CAH-XI,contested,Middle-Gangetic to Mathura corridor leg
varanasi,mathura,5,makanpur,etawah,Uttarapatha,P8.4;CAH-XI,contested,Middle-Gangetic to Mathura corridor leg
varanasi,mathura,6,etawah,agra,Uttarapatha,P8.4;CAH-XI,contested,Middle-Gangetic to Mathura corridor leg
varanasi,mathura,7,agra,mathura,Uttarapatha,P8.4;CAH-XI,contested,Middle-Gangetic to Mathura corridor leg
attock,mathura,1,attock,pindi_gheb,Uttarapatha,P8.4;UNESCO-UTT,contested,Attock Taxila proxy to Mathura high-level Uttarapatha leg
attock,mathura,2,pindi_gheb,chakwal,Uttarapatha,P8.4;UNESCO-UTT,contested,Attock Taxila proxy to Mathura high-level Uttarapatha leg
attock,mathura,3,chakwal,dina,Uttarapatha,P8.4;UNESCO-UTT,contested,Attock Taxila proxy to Mathura high-level Uttarapatha leg
attock,mathura,4,dina,gujrat,Uttarapatha,P8.4;UNESCO-UTT,contested,Attock Taxila proxy to Mathura high-level Uttarapatha leg
attock,mathura,5,gujrat,eminabad,Uttarapatha,P8.4;UNESCO-UTT,contested,Attock Taxila proxy to Mathura high-level Uttarapatha leg
attock,mathura,6,eminabad,pasrur,Uttarapatha,P8.4;UNESCO-UTT,contested,Attock Taxila proxy to Mathura high-level Uttarapatha leg
attock,mathura,7,pasrur,kalanaur,Uttarapatha,P8.4;UNESCO-UTT,contested,Attock Taxila proxy to Mathura high-level Uttarapatha leg
attock,mathura,8,kalanaur,milwat,Uttarapatha,P8.4;UNESCO-UTT,contested,Attock Taxila proxy to Mathura high-level Uttarapatha leg
attock,mathura,9,milwat,jalandhar,Uttarapatha,P8.4;UNESCO-UTT,contested,Attock Taxila proxy to Mathura high-level Uttarapatha leg
attock,mathura,10,jalandhar,hajner,Uttarapatha,P8.4;UNESCO-UTT,contested,Attock Taxila proxy to Mathura high-level Uttarapatha leg
attock,mathura,11,hajner,sunam,Uttarapatha,P8.4;UNESCO-UTT,contested,Attock Taxila proxy to Mathura high-level Uttarapatha leg
attock,mathura,12,sunam,jind,Uttarapatha,P8.4;UNESCO-UTT,contested,Attock Taxila proxy to Mathura high-level Uttarapatha leg
attock,mathura,13,jind,rohtak,Uttarapatha,P8.4;UNESCO-UTT,contested,Attock Taxila proxy to Mathura high-level Uttarapatha leg
attock,mathura,14,rohtak,gurgaon,Uttarapatha,P8.4;UNESCO-UTT,contested,Attock Taxila proxy to Mathura high-level Uttarapatha leg
attock,mathura,15,gurgaon,mathura,Uttarapatha,P8.4;UNESCO-UTT,contested,Attock Taxila proxy to Mathura high-level Uttarapatha leg
mathura,ujjain,1,mathura,agra,Indian interior trunk,P8.4;CAH-XI,contested,Mathura to Malwa corridor leg
mathura,ujjain,2,agra,sabalgarh,Indian interior trunk,P8.4;CAH-XI,contested,Mathura to Malwa corridor leg
mathura,ujjain,3,sabalgarh,sheopur,Indian interior trunk,P8.4;CAH-XI,contested,Mathura to Malwa corridor leg
mathura,ujjain,4,sheopur,mangrol,Indian interior trunk,P8.4;CAH-XI,contested,Mathura to Malwa corridor leg
mathura,ujjain,5,mangrol,kota,Indian interior trunk,P8.4;CAH-XI,contested,Mathura to Malwa corridor leg
mathura,ujjain,6,kota,gagraun,Indian interior trunk,P8.4;CAH-XI,contested,Mathura to Malwa corridor leg
mathura,ujjain,7,gagraun,ujjain,Indian interior trunk,P8.4;CAH-XI,contested,Mathura to Malwa corridor leg
ujjain,khambat,1,ujjain,dhar,Western Indian trade road,P8.4;PER,contested,Malwa to Barygaza-proxy corridor leg
ujjain,khambat,2,dhar,jabhua,Western Indian trade road,P8.4;PER,contested,Malwa to Barygaza-proxy corridor leg
ujjain,khambat,3,jabhua,baria,Western Indian trade road,P8.4;PER,contested,Malwa to Barygaza-proxy corridor leg
ujjain,khambat,4,baria,champaner,Western Indian trade road,P8.4;PER,contested,Malwa to Barygaza-proxy corridor leg
ujjain,khambat,5,champaner,ashaval,Western Indian trade road,P8.4;PER,contested,Malwa to Barygaza-proxy corridor leg
ujjain,khambat,6,ashaval,khambat,Western Indian trade road,P8.4;PER,contested,Malwa to Barygaza-proxy corridor leg
marseille,arles,1,marseille,aix_en_provence,Roman Provence connector,ORB;P8.1,contested,Massilia to Arelate high-level connector between the existing Aurelia and Domitia corridors
marseille,arles,2,aix_en_provence,arles,Roman Provence connector,ORB;P8.1,contested,Massilia to Arelate high-level connector between the existing Aurelia and Domitia corridors
arles,nimes,1,arles,nimes,Via Domitia,OCD-DOM;P8.1,secure,Arelate to Nemausus leg recorded by the Oxford Classical Dictionary
nimes,narbonne,1,nimes,french_ales,Via Domitia,OCD-DOM;P8.1,secure,Nemausus to Narbo leg recorded by the Oxford Classical Dictionary
nimes,narbonne,2,french_ales,lodeve,Via Domitia,OCD-DOM;P8.1,secure,Nemausus to Narbo leg recorded by the Oxford Classical Dictionary
nimes,narbonne,3,lodeve,beziers,Via Domitia,OCD-DOM;P8.1,secure,Nemausus to Narbo leg recorded by the Oxford Classical Dictionary
nimes,narbonne,4,beziers,narbonne,Via Domitia,OCD-DOM;P8.1,secure,Nemausus to Narbo leg recorded by the Oxford Classical Dictionary
narbonne,perpignan,1,narbonne,perpignan,Via Domitia,ORB;OCD-DOM;P8.1,contested,Narbo to the Pyrenean approach represented by the available Perpignan proxy
perpignan,girona,1,perpignan,castellon_ampurias,Via Domitia-Via Augusta junction,ORB;IGN-ROAD;P8.1,contested,Pyrenean crossing is a high-level installed-location connector rather than a surveyed trace
perpignan,girona,2,castellon_ampurias,girona,Via Domitia-Via Augusta junction,ORB;IGN-ROAD;P8.1,contested,Pyrenean crossing is a high-level installed-location connector rather than a surveyed trace
girona,barcelona,1,girona,sant_feliu,Via Augusta,IGN-ROAD;P8.1,secure,Gerunda to Barcino trunk leg in the Spanish Roman-road atlas
girona,barcelona,2,sant_feliu,barcelona,Via Augusta,IGN-ROAD;P8.1,secure,Gerunda to Barcino trunk leg in the Spanish Roman-road atlas
barcelona,tarragona,1,barcelona,sitges,Via Augusta,IGN-ROAD;P8.1,secure,Barcino to Tarraco trunk leg in the Spanish Roman-road atlas
barcelona,tarragona,2,sitges,tarragona,Via Augusta,IGN-ROAD;P8.1,secure,Barcino to Tarraco trunk leg in the Spanish Roman-road atlas
