tag,name,tier,kind,culture,culture_group,technology_level,owned_age_i,eligible_count,eligible_keys,status
JAV,Javanese Polities,3,sop,antq_javanese,antq_austronesian_group,1,10,3,antq_religious_endowments;antq_veteran_settlement;antq_outrigger_kin_voyages,pass
PHL,Philippine Societies,3,sop,antq_philippine,antq_austronesian_group,1,10,3,antq_religious_endowments;antq_veteran_settlement;antq_outrigger_kin_voyages,pass
BOR,Bornean Societies,3,sop,antq_bornean,antq_austronesian_group,1,10,3,antq_religious_endowments;antq_veteran_settlement;antq_outrigger_kin_voyages,pass
TON,Tonga-Samoa-Fiji,3,sop,antq_tongan,antq_oceanic_group,1,10,3,antq_religious_endowments;antq_veteran_settlement;antq_outrigger_kin_voyages,pass
TEO,Teotihuacan,3,country,antq_teotihuacano,antq_mesoamerican_group,2,52,2,antq_provincial_elites;antq_communal_field_schedules,pass
CUI,Cuicuilco,3,country,antq_teotihuacano,antq_mesoamerican_group,2,52,2,antq_provincial_elites;antq_communal_field_schedules,pass
MAY,Early Maya Polities,3,country,antq_teotihuacano,antq_mesoamerican_group,2,52,2,antq_provincial_elites;antq_communal_field_schedules,pass
ZAP,Monte Alban,3,country,antq_teotihuacano,antq_mesoamerican_group,2,52,2,antq_provincial_elites;antq_communal_field_schedules,pass
EPI,Epi-Olmec,3,sop,antq_mixe_zoquean,antq_mesoamerican_group,1,10,3,antq_urban_waterworks;antq_public_baths;antq_monumental_precinct_stewardship,pass
WMS,West Mexican Societies,3,sop,antq_purepecha_precursor,antq_mesoamerican_group,1,10,3,antq_urban_waterworks;antq_public_baths;antq_monumental_precinct_stewardship,pass
VIR,Gallinazo Communities,3,sop,antq_gallinazo,antq_andean_group,1,10,3,antq_urban_waterworks;antq_public_baths;antq_monumental_precinct_stewardship,pass
NAZ,Nazca,3,country,antq_nazca,antq_andean_group,2,52,2,antq_provincial_elites;antq_communal_field_schedules,pass
LIM,Lima Culture,3,sop,antq_andean_regional,antq_andean_group,1,10,3,antq_urban_waterworks;antq_public_baths;antq_monumental_precinct_stewardship,pass
REC,Recuay,3,country,antq_recuay,antq_andean_group,2,52,2,antq_provincial_elites;antq_communal_field_schedules,pass
TIW,Early Tiwanaku,3,country,antq_tiwanaku,antq_andean_group,2,52,2,antq_provincial_elites;antq_communal_field_schedules,pass
CHI,Chibchan Societies,3,sop,antq_chibchan,antq_andean_group,1,10,3,antq_urban_waterworks;antq_public_baths;antq_monumental_precinct_stewardship,pass
HOP,Hopewell Sphere,3,sop,antq_adena_woodland,antq_american_group,1,10,3,antq_urban_waterworks;antq_public_baths;antq_monumental_precinct_stewardship,pass
BSK,Basketmaker II,3,sop,antq_algonquian,antq_american_group,1,10,3,antq_urban_waterworks;antq_public_baths;antq_monumental_precinct_stewardship,pass
DOR,Dorset,3,sop,antq_inuit_dorset,antq_american_group,1,10,3,antq_urban_waterworks;antq_public_baths;antq_monumental_precinct_stewardship,pass
PLA,Plains and Coastal Societies,3,sop,antq_hopewellian,antq_american_group,1,10,3,antq_urban_waterworks;antq_public_baths;antq_monumental_precinct_stewardship,pass
PAC,Pacific Coast Societies,3,sop,antq_algonquian,antq_american_group,1,10,3,antq_urban_waterworks;antq_public_baths;antq_monumental_precinct_stewardship,pass
ARA,Arawak Societies,3,sop,antq_chibchan,antq_andean_group,1,10,3,antq_urban_waterworks;antq_public_baths;antq_monumental_precinct_stewardship,pass
TUP,Tupi Societies,3,sop,antq_tupi,antq_american_group,1,10,3,antq_urban_waterworks;antq_public_baths;antq_monumental_precinct_stewardship,pass
CAR,Carib Societies,3,sop,antq_carib,antq_american_group,1,10,3,antq_urban_waterworks;antq_public_baths;antq_monumental_precinct_stewardship,pass
CAU,Caucasian Highland Societies,3,sop,antq_kartvelian,antq_caucasian_group,1,10,3,antq_port_customs;antq_desert_waystations;antq_temple_city_almonries,pass
GER,Angrivarii,2,sop,antq_angrivarian,antq_germanic_group,1,10,3,antq_field_engineering;antq_frontier_patrols;antq_household_retinue_feasts,pass
OAS,Inner Asian Oasis Societies,3,sop,antq_sogdian,antq_iranian_group,1,10,3,antq_remount_pasture_registers;antq_library_catalogues;antq_han_classics,pass
KRS,Korean Peninsula Societies,3,sop,antq_korean,antq_korean_group,1,10,4,antq_legal_petitions;antq_municipal_charters;antq_bronze_cash_strings;antq_bamboo_slip_collation,pass
MNC,Manchurian Societies,3,sop,antq_yilou,antq_steppe_group,1,10,3,antq_remount_pasture_registers;antq_library_catalogues;antq_han_classics,pass
TIB,Tibetan Societies,3,sop,antq_tibeto_burman,antq_tibetan_group,1,10,4,antq_elephant_corps_stables;antq_caravan_accounting;antq_silk_exchange;antq_brahmi_scribal_schools,pass
BED,Chaulotaeans,2,sop,antq_arab,antq_semitic_group,1,10,3,antq_port_customs;antq_desert_waystations;antq_temple_city_almonries,pass
SIB,Tes-Tashtyk Transition,3,sop,antq_tes_tashtyk,antq_steppe_group,1,10,3,antq_remount_pasture_registers;antq_library_catalogues;antq_han_classics,pass
GNG,Gangetic Societies,3,sop,antq_indo_aryan,antq_indian_group,1,10,4,antq_elephant_corps_stables;antq_caravan_accounting;antq_silk_exchange;antq_brahmi_scribal_schools,pass
CIN,Central Indian Societies,3,sop,antq_indo_aryan,antq_indian_group,1,10,4,antq_elephant_corps_stables;antq_caravan_accounting;antq_silk_exchange;antq_brahmi_scribal_schools,pass
RJS,Rajasthan-Gujarat Societies,3,sop,antq_indo_aryan,antq_indian_group,1,10,4,antq_elephant_corps_stables;antq_caravan_accounting;antq_silk_exchange;antq_brahmi_scribal_schools,pass
SEA,Mainland Southeast Asian Societies,3,sop,antq_mon,antq_southeast_asian_group,1,10,3,antq_religious_endowments;antq_veteran_settlement;antq_outrigger_kin_voyages,pass
INS,Island Southeast Asian Societies,3,sop,antq_austronesian,antq_austronesian_group,1,10,3,antq_religious_endowments;antq_veteran_settlement;antq_outrigger_kin_voyages,pass
BER,Gaetuli,3,sop,antq_gaetulian,antq_berber_group,1,10,2,antq_meroitic_temple_stewardship;antq_garamantian_oasis_stages,pass
MUS,Musulamii,3,sop,antq_musulamian,antq_berber_group,1,10,2,antq_meroitic_temple_stewardship;antq_garamantian_oasis_stages,pass
MSS,Mesoamerican Societies,3,sop,antq_teotihuacano,antq_mesoamerican_group,1,10,3,antq_urban_waterworks;antq_public_baths;antq_monumental_precinct_stewardship,pass
AND,Andean Societies,3,sop,antq_andean_regional,antq_andean_group,1,10,3,antq_urban_waterworks;antq_public_baths;antq_monumental_precinct_stewardship,pass
MEL,Melanesian Societies,3,sop,antq_new_guinean,antq_oceanic_group,1,10,3,antq_religious_endowments;antq_veteran_settlement;antq_outrigger_kin_voyages,pass
MIC,Micronesian Societies,3,sop,antq_micronesian,antq_oceanic_group,1,10,3,antq_religious_endowments;antq_veteran_settlement;antq_outrigger_kin_voyages,pass
CHC,Chauci,3,sop,antq_chaucian,antq_germanic_group,1,10,3,antq_field_engineering;antq_frontier_patrols;antq_household_retinue_feasts,pass
CLC,Caulci,3,sop,antq_caulcian,antq_germanic_group,1,10,3,antq_field_engineering;antq_frontier_patrols;antq_household_retinue_feasts,pass
CPS,Campsiani,3,sop,antq_campsian,antq_germanic_group,1,10,3,antq_field_engineering;antq_frontier_patrols;antq_household_retinue_feasts,pass
VRN,Varini,3,sop,antq_varinian,antq_germanic_group,1,10,3,antq_field_engineering;antq_frontier_patrols;antq_household_retinue_feasts,pass
MUG,Mugilones,3,sop,antq_mugilonian,antq_germanic_group,1,10,3,antq_field_engineering;antq_frontier_patrols;antq_household_retinue_feasts,pass
SBN,Sibini,3,sop,antq_sibinian,antq_germanic_group,1,10,3,antq_field_engineering;antq_frontier_patrols;antq_household_retinue_feasts,pass
BRC,Bructeri,3,sop,antq_bructerian,antq_germanic_group,1,10,3,antq_field_engineering;antq_frontier_patrols;antq_household_retinue_feasts,pass
SGM,Sugambri,3,sop,antq_sugambrian,antq_germanic_group,1,10,3,antq_field_engineering;antq_frontier_patrols;antq_household_retinue_feasts,pass
CTU,Chattuarii,3,sop,antq_chattuarian,antq_germanic_group,1,10,3,antq_field_engineering;antq_frontier_patrols;antq_household_retinue_feasts,pass
GMB,Gamabrivii,3,sop,antq_gamabrivian,antq_germanic_group,1,10,3,antq_field_engineering;antq_frontier_patrols;antq_household_retinue_feasts,pass
CMB,Cimbri,3,sop,antq_cimbric,antq_germanic_group,1,10,3,antq_field_engineering;antq_frontier_patrols;antq_household_retinue_feasts,pass
RDN,Reudigni,3,sop,antq_reudignian,antq_germanic_group,1,10,3,antq_field_engineering;antq_frontier_patrols;antq_household_retinue_feasts,pass
AVN,Aviones,3,sop,antq_avionian,antq_germanic_group,1,10,3,antq_field_engineering;antq_frontier_patrols;antq_household_retinue_feasts,pass
SRD,Suardones,3,sop,antq_suardonian,antq_germanic_group,1,10,3,antq_field_engineering;antq_frontier_patrols;antq_household_retinue_feasts,pass
EUD,Eudoses,3,sop,antq_eudusian,antq_germanic_group,1,10,3,antq_field_engineering;antq_frontier_patrols;antq_household_retinue_feasts,pass
SIT,Sitones,3,sop,antq_sitonian,antq_germanic_group,1,10,3,antq_field_engineering;antq_frontier_patrols;antq_household_retinue_feasts,pass
SUE,Suebi,2,sop,antq_suebian,antq_germanic_group,1,10,3,antq_field_engineering;antq_frontier_patrols;antq_household_retinue_feasts,pass
NAR,Naristi,3,sop,antq_suebian,antq_germanic_group,1,10,3,antq_field_engineering;antq_frontier_patrols;antq_household_retinue_feasts,pass
LUG,Lugii,3,sop,antq_lugian,antq_germanic_group,1,10,3,antq_field_engineering;antq_frontier_patrols;antq_household_retinue_feasts,pass
NHR,Naharvali,3,sop,antq_naharvalian,antq_germanic_group,1,10,3,antq_field_engineering;antq_frontier_patrols;antq_household_retinue_feasts,pass
MSI,Marsigni,3,sop,antq_marsignian,antq_germanic_group,1,10,3,antq_field_engineering;antq_frontier_patrols;antq_household_retinue_feasts,pass
BUU,Buri,3,sop,antq_burian,antq_germanic_group,1,10,3,antq_field_engineering;antq_frontier_patrols;antq_household_retinue_feasts,pass
MIM,Manimi,3,sop,antq_manimian,antq_germanic_group,1,10,3,antq_field_engineering;antq_frontier_patrols;antq_household_retinue_feasts,pass
HLV,Helveconae,3,sop,antq_helveconan,antq_germanic_group,1,10,3,antq_field_engineering;antq_frontier_patrols;antq_household_retinue_feasts,pass
HRI,Harii,3,sop,antq_harian,antq_germanic_group,1,10,3,antq_field_engineering;antq_frontier_patrols;antq_household_retinue_feasts,pass
HLS,Helisii,3,sop,antq_helisian,antq_germanic_group,1,10,3,antq_field_engineering;antq_frontier_patrols;antq_household_retinue_feasts,pass
ZUM,Zumi,3,sop,antq_zumian,antq_germanic_group,1,10,3,antq_field_engineering;antq_frontier_patrols;antq_household_retinue_feasts,pass
PRZ,Greater-Poland Przeworsk Group,3,sop,antq_przeworsk,antq_germanic_group,1,10,3,antq_field_engineering;antq_frontier_patrols;antq_household_retinue_feasts,pass
LPR,Lesser-Poland Przeworsk Group,3,sop,antq_przeworsk,antq_germanic_group,1,10,3,antq_field_engineering;antq_frontier_patrols;antq_household_retinue_feasts,pass
ILM,Msta-Ilmen Late Dyakovo Horizon,3,sop,antq_late_dyakovo_north,antq_uralic_group,1,10,2,antq_seasonal_round_councils;antq_route_memory_specialists,pass
PLH,Pskov-Luga Striated Pottery Group,3,sop,antq_striated_pottery_north,antq_uralic_group,1,10,2,antq_seasonal_round_councils;antq_route_memory_specialists,pass
BLF,Beloe-Mologa Late Dyakovo Horizon,3,sop,antq_late_dyakovo_north,antq_uralic_group,1,10,2,antq_seasonal_round_councils;antq_route_memory_specialists,pass
MOK,Moskva-Oka Late Dyakovo Culture,3,sop,antq_late_dyakovo,antq_uralic_group,1,10,2,antq_seasonal_round_councils;antq_route_memory_specialists,pass
UVF,Nizhny-Novgorod Gorodets Group,3,sop,antq_gorodets,antq_uralic_group,1,10,2,antq_seasonal_round_councils;antq_route_memory_specialists,pass
UVD,Upper Volga Late Dyakovo Horizon,3,sop,antq_late_dyakovo,antq_uralic_group,1,10,2,antq_seasonal_round_councils;antq_route_memory_specialists,pass
KLY,Klyazma Late Dyakovo Horizon,3,sop,antq_late_dyakovo,antq_uralic_group,1,10,2,antq_seasonal_round_councils;antq_route_memory_specialists,pass
WHT,Late Kargopol Culture,3,sop,antq_late_kargopol,antq_uralic_group,1,10,2,antq_seasonal_round_councils;antq_route_memory_specialists,pass
MZN,Late Belomorye Culture,3,sop,antq_late_belomorye,antq_uralic_group,1,10,2,antq_seasonal_round_councils;antq_route_memory_specialists,pass
VYG,Pidzh Culture,3,sop,antq_pidzh,antq_uralic_group,1,10,2,antq_seasonal_round_councils;antq_route_memory_specialists,pass
MRV,Sura-Volga Gorodets Culture,3,sop,antq_gorodets,antq_uralic_group,1,10,2,antq_seasonal_round_councils;antq_route_memory_specialists,pass
TGD,Tsna-Upper Don Gorodets Horizon,3,sop,antq_gorodets,antq_uralic_group,1,10,2,antq_seasonal_round_councils;antq_route_memory_specialists,pass
SMD,Smolensk Dnieper-Dvina Group,3,sop,antq_dnieper_dvina,antq_slavic_group,1,10,2,antq_forest_ambush_routes;antq_riverside_hamlet_cooperation,pass
RZM,Oka-Moksha Gorodets Culture,3,sop,antq_gorodets,antq_uralic_group,1,10,2,antq_seasonal_round_councils;antq_route_memory_specialists,pass
BLR,Upper Dnieper-Dvina Culture,3,sop,antq_dnieper_dvina,antq_slavic_group,1,10,2,antq_forest_ambush_routes;antq_riverside_hamlet_cooperation,pass
NEM,Upper Neman Striated Pottery Group,3,sop,antq_striated_pottery_neman,antq_slavic_group,1,10,2,antq_forest_ambush_routes;antq_riverside_hamlet_cooperation,pass
ZRB,Zarubintsy Horizon,3,sop,antq_dnieper_venedi,antq_slavic_group,1,10,2,antq_forest_ambush_routes;antq_riverside_hamlet_cooperation,pass
PDL,Podolian Lipița Group,3,sop,antq_lipita,antq_balkan_group,1,10,6,antq_tax_registers;antq_road_milestones;antq_drill_routines;antq_supply_columns;antq_amphora_capacity_standards;antq_agrimensor_field_books,pass
RLG,Red-Ruthenian Lipița Group,3,sop,antq_lipita,antq_balkan_group,1,10,6,antq_tax_registers;antq_road_milestones;antq_drill_routines;antq_supply_columns;antq_amphora_capacity_standards;antq_agrimensor_field_books,pass
DNP,Desna Zarubintsy Group,3,sop,antq_zarubintsy,antq_slavic_group,1,10,2,antq_forest_ambush_routes;antq_riverside_hamlet_cooperation,pass
RBD,Right-Bank Zarubintsy Group,3,sop,antq_zarubintsy,antq_slavic_group,1,10,2,antq_forest_ambush_routes;antq_riverside_hamlet_cooperation,pass
LBD,Left-Bank Zarubintsy Group,3,sop,antq_zarubintsy,antq_slavic_group,1,10,2,antq_forest_ambush_routes;antq_riverside_hamlet_cooperation,pass
KRL,Ladoga Early Iron-Age Horizon,3,sop,antq_ladoga_iron_age,antq_uralic_group,1,10,2,antq_seasonal_round_councils;antq_route_memory_specialists,pass
PRM,Middle Kama Glyadenovo Culture,3,sop,antq_glyadenovo,antq_uralic_group,1,10,2,antq_seasonal_round_councils;antq_route_memory_specialists,pass
VYP,Vyatka Pyanobor Horizon,3,sop,antq_pyanobor,antq_uralic_group,1,10,2,antq_seasonal_round_councils;antq_route_memory_specialists,pass
VLF,Lower Kama Pyanobor Culture,3,sop,antq_pyanobor,antq_uralic_group,1,10,2,antq_seasonal_round_councils;antq_route_memory_specialists,pass
SUG,Kara-Abyz Culture,3,sop,antq_kara_abyz,antq_uralic_group,1,10,2,antq_seasonal_round_councils;antq_route_memory_specialists,pass
SMY,Dzhudzhydyag Culture,3,sop,antq_dzhudzhydyag,antq_uralic_group,1,10,2,antq_seasonal_round_councils;antq_route_memory_specialists,pass
SRG,Omsk-Ishim Sargat Culture,3,sop,antq_sargat,antq_uralic_group,1,10,2,antq_seasonal_round_councils;antq_route_memory_specialists,pass
AKL,Forest-Steppe Altai Kulay Group,3,sop,antq_altai_kulay,antq_uralic_group,1,10,2,antq_seasonal_round_councils;antq_route_memory_specialists,pass
ALT,Altai Xiongnu-Contact Horizon,3,sop,antq_altai_xiongnu_contact,antq_steppe_group,1,10,3,antq_remount_pasture_registers;antq_library_catalogues;antq_han_classics,pass
KUL,Kulay Horizon,3,sop,antq_kulay,antq_uralic_group,1,10,2,antq_seasonal_round_councils;antq_route_memory_specialists,pass
UGR,Lower Irtysh Kulay Horizon,3,sop,antq_kulay,antq_uralic_group,1,10,2,antq_seasonal_round_councils;antq_route_memory_specialists,pass
HOK,Hokuriku Wa Communities,3,sop,antq_wa,antq_japonic_group,1,10,4,antq_legal_petitions;antq_municipal_charters;antq_bronze_cash_strings;antq_bamboo_slip_collation,pass
SHK,Shikoku Wa Communities,3,sop,antq_wa,antq_japonic_group,1,10,4,antq_legal_petitions;antq_municipal_charters;antq_bronze_cash_strings;antq_bamboo_slip_collation,pass
OHW,Northern Honshu Communities,3,sop,antq_wa,antq_japonic_group,1,10,4,antq_legal_petitions;antq_municipal_charters;antq_bronze_cash_strings;antq_bamboo_slip_collation,pass
RYS,Ryukyu Shell-Midden Communities,3,sop,antq_ryukyu_shell_midden,antq_japonic_group,1,10,4,antq_legal_petitions;antq_municipal_charters;antq_bronze_cash_strings;antq_bamboo_slip_collation,pass
KYU,Northern Kyushu Wa Communities,3,sop,antq_wa,antq_japonic_group,1,10,4,antq_legal_petitions;antq_municipal_charters;antq_bronze_cash_strings;antq_bamboo_slip_collation,pass
IZM,Izumo Wa Communities,3,sop,antq_wa,antq_japonic_group,1,10,4,antq_legal_petitions;antq_municipal_charters;antq_bronze_cash_strings;antq_bamboo_slip_collation,pass
KBI,Kibi Wa Communities,3,sop,antq_wa,antq_japonic_group,1,10,4,antq_legal_petitions;antq_municipal_charters;antq_bronze_cash_strings;antq_bamboo_slip_collation,pass
TKW,Tokai Wa Communities,3,sop,antq_wa,antq_japonic_group,1,10,4,antq_legal_petitions;antq_municipal_charters;antq_bronze_cash_strings;antq_bamboo_slip_collation,pass
EHW,Eastern Honshu Communities,3,sop,antq_wa,antq_japonic_group,1,10,4,antq_legal_petitions;antq_municipal_charters;antq_bronze_cash_strings;antq_bamboo_slip_collation,pass
NOK,Late Nok Horizon,3,sop,antq_nok,antq_subsaharan_group,1,10,2,antq_meroitic_temple_stewardship;antq_garamantian_oasis_stages,pass
LCH,Lake Chad Basin Communities,3,sop,antq_chadic,antq_subsaharan_group,1,10,2,antq_meroitic_temple_stewardship;antq_garamantian_oasis_stages,pass
MNG,Middle Niger Communities,3,sop,antq_middle_niger,antq_subsaharan_group,1,10,2,antq_meroitic_temple_stewardship;antq_garamantian_oasis_stages,pass
WGD,Western Sahel Communities,3,sop,antq_western_sahel,antq_subsaharan_group,1,10,2,antq_meroitic_temple_stewardship;antq_garamantian_oasis_stages,pass
VLT,Volta Basin Communities,3,sop,antq_volta_basin,antq_subsaharan_group,1,10,2,antq_meroitic_temple_stewardship;antq_garamantian_oasis_stages,pass
SNG,Senegambian Communities,3,sop,antq_senegambian,antq_subsaharan_group,1,10,2,antq_meroitic_temple_stewardship;antq_garamantian_oasis_stages,pass
AKF,Akan Forest Communities,3,sop,antq_akan_forest,antq_subsaharan_group,1,10,2,antq_meroitic_temple_stewardship;antq_garamantian_oasis_stages,pass
LNC,Lower Niger Communities,3,sop,antq_lower_niger,antq_subsaharan_group,1,10,2,antq_meroitic_temple_stewardship;antq_garamantian_oasis_stages,pass
GUR,Gur Iron-Age Communities,3,sop,antq_gur,antq_subsaharan_group,1,10,2,antq_meroitic_temple_stewardship;antq_garamantian_oasis_stages,pass
MUP,Mande Upland Communities,3,sop,antq_mande,antq_subsaharan_group,1,10,2,antq_meroitic_temple_stewardship;antq_garamantian_oasis_stages,pass
AIR,Air Massif Communities,3,sop,antq_air_massif,antq_subsaharan_group,1,10,2,antq_meroitic_temple_stewardship;antq_garamantian_oasis_stages,pass
GTL,Gutae,2,sop,antq_germanic,antq_germanic_group,1,10,3,antq_field_engineering;antq_frontier_patrols;antq_household_retinue_feasts,pass
SKN,Chaedini,2,sop,antq_germanic,antq_germanic_group,1,10,3,antq_field_engineering;antq_frontier_patrols;antq_household_retinue_feasts,pass
SNR,Dauciones,2,sop,antq_germanic,antq_germanic_group,1,10,3,antq_field_engineering;antq_frontier_patrols;antq_household_retinue_feasts,pass
NNR,Hilleviones,2,sop,antq_germanic,antq_germanic_group,1,10,3,antq_field_engineering;antq_frontier_patrols;antq_household_retinue_feasts,pass
