scope,track,modifier,nodes,script_total,unit,display_total,review_cap
tags:BTV,statecraft,stability_cost_efficiency,1,0.075,percent,7.50%,0.075
tags:BTV,statecraft,trade_range_modifier,1,0.075,percent,7.50%,0.10
tags:BTV,warfare,levy_recovery_modifier,1,0.02,percent,2.00%,0.075
tags:BTV,warfare,stability_cost_efficiency,1,0.03,percent,3.00%,0.075
tags:BTV,warfare,trade_range_modifier,1,0.03,percent,3.00%,0.10
tags:DAC,exchange,export_efficiency,1,0.05,percent,5.00%,0.05
tags:DAC,exchange,global_manpower_modifier,1,0.05,percent,5.00%,0.075
tags:DAC,exchange,land_morale_modifier,1,0.03,percent,3.00%,0.05
tags:DAC,statecraft,export_efficiency,1,0.03,percent,3.00%,0.05
tags:DAC,statecraft,global_manpower_modifier,1,0.025,percent,2.50%,0.075
tags:DAC,statecraft,land_morale_modifier,1,0.02,percent,2.00%,0.05
tags:DAC,warfare,export_efficiency,1,0.02,percent,2.00%,0.05
tags:DAC,warfare,global_manpower_modifier,1,0.01,percent,1.00%,0.075
tags:DAC,warfare,land_morale_modifier,1,0.01,percent,1.00%,0.05
tags:GOG,learning,global_manpower_modifier,1,0.05,percent,5.00%,0.075
tags:GOG,learning,global_monthly_control,1,0.003,percent,0.30%,0.005
tags:GOG,learning,research_speed_modifier,1,0.05,percent,5.00%,0.05
tags:GOG,statecraft,global_manpower_modifier,1,0.025,percent,2.50%,0.075
tags:GOG,statecraft,global_monthly_control,1,0.002,percent,0.20%,0.005
tags:GOG,statecraft,research_speed_modifier,1,0.03,percent,3.00%,0.05
tags:GOG,warfare,global_manpower_modifier,1,0.01,percent,1.00%,0.075
tags:GOG,warfare,global_monthly_control,1,0.001,percent,0.10%,0.005
tags:GOG,warfare,research_speed_modifier,1,0.02,percent,2.00%,0.05
tags:HIM,exchange,global_population_capacity_modifier,1,0.02,percent,2.00%,0.05
tags:HIM,exchange,levy_recovery_modifier,1,0.05,percent,5.00%,0.075
tags:HIM,exchange,trade_range_modifier,1,0.05,percent,5.00%,0.10
tags:HIM,statecraft,global_population_capacity_modifier,1,0.01,percent,1.00%,0.05
tags:HIM,statecraft,levy_recovery_modifier,1,0.03,percent,3.00%,0.075
tags:HIM,statecraft,trade_range_modifier,1,0.03,percent,3.00%,0.10
tags:HIM,warfare,global_population_capacity_modifier,1,0.03,percent,3.00%,0.05
tags:HIM,warfare,levy_recovery_modifier,1,0.075,percent,7.50%,0.075
tags:HIM,warfare,trade_range_modifier,1,0.075,percent,7.50%,0.10
tags:JUD,learning,global_disease_resistance,1,0.07,percent,7%,0.10
tags:JUD,learning,global_monthly_literacy,1,0.05,already_percent,0.05%,0.05
tags:JUD,learning,stability_cost_efficiency,1,0.05,percent,5.00%,0.075
tags:JUD,society,global_disease_resistance,1,0.05,percent,5%,0.10
tags:JUD,society,global_monthly_literacy,1,0.03,already_percent,0.03%,0.05
tags:JUD,society,stability_cost_efficiency,1,0.03,percent,3.00%,0.075
tags:JUD,statecraft,global_disease_resistance,1,0.03,percent,3%,0.10
tags:JUD,statecraft,global_monthly_literacy,1,0.02,already_percent,0.02%,0.05
tags:JUD,statecraft,stability_cost_efficiency,1,0.02,percent,2.00%,0.075
tags:NAB,exchange,army_logistics_distance_modifier,1,0.05,percent,5.00%,0.10
tags:NAB,exchange,merchant_maintenance_efficiency,1,0.01,percent,1.00%,0.05
tags:NAB,exchange,trade_range_modifier,1,0.03,percent,3.00%,0.10
tags:NAB,statecraft,army_logistics_distance_modifier,1,0.075,percent,7.50%,0.10
tags:NAB,statecraft,merchant_maintenance_efficiency,1,0.02,percent,2.00%,0.05
tags:NAB,statecraft,trade_range_modifier,1,0.05,percent,5.00%,0.10
tags:NAB,warfare,army_logistics_distance_modifier,1,0.10,percent,10.00%,0.10
tags:NAB,warfare,merchant_maintenance_efficiency,1,0.03,percent,3.00%,0.05
tags:NAB,warfare,trade_range_modifier,1,0.075,percent,7.50%,0.10
tags:SAT,exchange,army_maintenance_efficiency,1,0.03,percent,3.00%,0.05
tags:SAT,exchange,export_efficiency,1,0.02,percent,2.00%,0.05
tags:SAT,exchange,tax_income_efficiency,1,0.02,percent,2.00%,0.05
tags:SAT,statecraft,army_maintenance_efficiency,1,0.02,percent,2.00%,0.05
tags:SAT,statecraft,export_efficiency,1,0.01,percent,1.00%,0.05
tags:SAT,statecraft,tax_income_efficiency,1,0.01,percent,1.00%,0.05
tags:SAT,warfare,army_maintenance_efficiency,1,0.05,percent,5.00%,0.05
tags:SAT,warfare,export_efficiency,1,0.03,percent,3.00%,0.05
tags:SAT,warfare,tax_income_efficiency,1,0.03,percent,3.00%,0.05
tags:XAA,statecraft,army_logistics_distance_modifier,2,0.15,percent,15.00%,0.20
tags:XAA,statecraft,country_cabinet_efficiency,2,0.04,percent,4.00%,0.10
tags:XAA,statecraft,global_monthly_control,2,0.004,percent,0.40%,0.010
tags:XAA,warfare,army_logistics_distance_modifier,1,0.075,percent,7.50%,0.10
tags:XAA,warfare,country_cabinet_efficiency,1,0.02,percent,2.00%,0.05
tags:XAA,warfare,global_monthly_control,1,0.002,percent,0.20%,0.005
tags:XAH,exchange,army_maintenance_efficiency,1,0.02,percent,2.00%,0.05
tags:XAH,exchange,land_morale_modifier,1,0.02,percent,2.00%,0.05
tags:XAH,exchange,trade_range_modifier,1,0.075,percent,7.50%,0.10
tags:XAH,statecraft,army_maintenance_efficiency,1,0.03,percent,3.00%,0.05
tags:XAH,statecraft,land_morale_modifier,1,0.03,percent,3.00%,0.05
tags:XAH,statecraft,trade_range_modifier,1,0.10,percent,10.00%,0.10
tags:XAH,warfare,army_maintenance_efficiency,1,0.01,percent,1.00%,0.05
tags:XAH,warfare,land_morale_modifier,1,0.01,percent,1.00%,0.05
tags:XAH,warfare,trade_range_modifier,1,0.05,percent,5.00%,0.10
tags:XAO,learning,global_monthly_control,1,0.003,percent,0.30%,0.005
tags:XAO,learning,levy_recovery_modifier,1,0.05,percent,5.00%,0.075
tags:XAO,learning,research_speed_modifier,1,0.05,percent,5.00%,0.05
tags:XAO,statecraft,global_monthly_control,1,0.001,percent,0.10%,0.005
tags:XAO,statecraft,levy_recovery_modifier,1,0.02,percent,2.00%,0.075
tags:XAO,statecraft,research_speed_modifier,1,0.02,percent,2.00%,0.05
tags:XAO,warfare,global_monthly_control,1,0.002,percent,0.20%,0.005
tags:XAO,warfare,levy_recovery_modifier,1,0.03,percent,3.00%,0.075
tags:XAO,warfare,research_speed_modifier,1,0.03,percent,3.00%,0.05
tags:XAR,learning,global_manpower_modifier,1,0.05,percent,5.00%,0.075
tags:XAR,learning,global_monthly_literacy,1,0.02,already_percent,0.02%,0.05
tags:XAR,learning,research_speed_modifier,1,0.02,percent,2.00%,0.05
tags:XAR,statecraft,global_manpower_modifier,1,0.025,percent,2.50%,0.075
tags:XAR,statecraft,global_monthly_literacy,1,0.01,already_percent,0.01%,0.05
tags:XAR,statecraft,research_speed_modifier,1,0.01,percent,1.00%,0.05
tags:XAR,warfare,global_manpower_modifier,1,0.075,percent,7.50%,0.075
tags:XAR,warfare,global_monthly_literacy,1,0.03,already_percent,0.03%,0.05
tags:XAR,warfare,research_speed_modifier,1,0.03,percent,3.00%,0.05
tags:XBE,exchange,country_cabinet_efficiency,1,0.02,percent,2.00%,0.05
tags:XBE,exchange,global_manpower_modifier,1,0.05,percent,5.00%,0.075
tags:XBE,exchange,trade_range_modifier,1,0.05,percent,5.00%,0.10
tags:XBE,statecraft,country_cabinet_efficiency,1,0.01,percent,1.00%,0.05
tags:XBE,statecraft,global_manpower_modifier,1,0.025,percent,2.50%,0.075
tags:XBE,statecraft,trade_range_modifier,1,0.03,percent,3.00%,0.10
tags:XBE,warfare,country_cabinet_efficiency,1,0.03,percent,3.00%,0.05
tags:XBE,warfare,global_manpower_modifier,1,0.075,percent,7.50%,0.075
tags:XBE,warfare,trade_range_modifier,1,0.075,percent,7.50%,0.10
tags:XIO,exchange,army_logistics_distance_modifier,1,0.075,percent,7.50%,0.10
tags:XIO,exchange,levy_recovery_modifier,1,0.05,percent,5.00%,0.075
tags:XIO,exchange,trade_range_modifier,1,0.10,percent,10.00%,0.10
tags:XIO,statecraft,army_logistics_distance_modifier,1,0.05,percent,5.00%,0.10
tags:XIO,statecraft,levy_recovery_modifier,1,0.03,percent,3.00%,0.075
tags:XIO,statecraft,trade_range_modifier,1,0.075,percent,7.50%,0.10
tags:XIO,warfare,army_logistics_distance_modifier,1,0.03,percent,3.00%,0.10
tags:XIO,warfare,levy_recovery_modifier,1,0.02,percent,2.00%,0.075
tags:XIO,warfare,trade_range_modifier,1,0.05,percent,5.00%,0.10
tags:YUE,exchange,army_logistics_distance_modifier,1,0.05,percent,5.00%,0.10
tags:YUE,exchange,cultural_influence_modifier,1,0.03,percent,3.00%,0.05
tags:YUE,exchange,trade_range_modifier,1,0.05,percent,5.00%,0.10
tags:YUE,society,army_logistics_distance_modifier,1,0.075,percent,7.50%,0.10
tags:YUE,society,cultural_influence_modifier,1,0.05,percent,5.00%,0.05
tags:YUE,society,trade_range_modifier,1,0.075,percent,7.50%,0.10
tags:YUE,warfare,army_logistics_distance_modifier,1,0.03,percent,3.00%,0.10
tags:YUE,warfare,cultural_influence_modifier,1,0.02,percent,2.00%,0.05
tags:YUE,warfare,trade_range_modifier,1,0.03,percent,3.00%,0.10
uralic,learning,cultural_influence_modifier,5,0.09,percent,9.00%,0.20
uralic,learning,global_institution_growth_modifier,6,0.30,percent,30.00%,0.50
uralic,learning,global_monthly_literacy,5,0.10,already_percent,0.10%,0.20
uralic,learning,research_speed_modifier,9,0.21,percent,21.00%,0.35
uralic,statecraft,country_cabinet_efficiency,4,0.04,percent,4.00%,0.15
uralic,statecraft,global_monthly_control,5,0.010,percent,1.00%,0.020
uralic,statecraft,legislative_efficiency,5,0.275,percent,27.50%,0.300
uralic,statecraft,stability_cost_efficiency,5,0.14,percent,14.00%,0.300
uralic,statecraft,tax_income_efficiency,6,0.12,percent,12.00%,0.25
