granularity,key,parent,kind,ad1_name,language,method,source,confidence,note,unchanged_verified
location,becaguimec,madawaska_province,land,Wəlastəkw Upper Crossing,Maliseet-Passamaquoddy geographic / English,indigenous river-route reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.thecanadianencyclopedia.ca/en/article/maliseet,low,Uses the indigenous name of the Saint John River.,false
location,bechar,saoura_province,land,Gaetulian Saoura Oasis,Latin ethnonym / English,classical oasis reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Pliny_the_Elder/5*.html,medium,Uses the Saoura oasis in Gaetulian country.,false
location,becharof_lake,ogulmiut_province,lake,Alutiiq Peninsula Lake,Alutiiq ethnogeographic / English,indigenous lake reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.nps.gov/articles/iyatayet.htm,low,Replaces the Russian eponym with the local cultural frame.,false
location,bechyne,bechinsko_province,land,Marcomannian Lužnice Bend,Latin ethnonym / local / English,ethnogeographic river reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://sourcebooks.fordham.edu/source/tacitus-germania.asp,medium,Uses the Lužnice corridor in southern Marcomannia.,false
location,bedale,north_riding_province,land,Brigantian Swale Plain,Latin ethnonym / English,ethnogeographic river reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Ptol.+2.3,medium,Uses the Brigantes and Swale landscape.,false
location,beden,rhodopes_province,land,Bessian Rhodope Valleys,Latin ethnonym / English,ethnogeographic mountain reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Strabo/7/5*.html,high,Places the cell in the Rhodope country of the Bessi.,false
location,bedford,bedfordshire_province,land,Catuvellaunian Ouse Plain,Latin ethnonym / English,ethnogeographic river reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.01.0239:book=4,medium,Uses the northern Catuvellauni and Ouse plain.,false
location,bedia,samegrelo_province,land,Phasis Southern Lowlands,Greek geographic / English,classical Colchian reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://pleiades.stoa.org/places/857275,medium,Directional lowland south of the Phasis.,false
location,bednur,banavasi,land,Vaijayantī Western Hills,Sanskrit,ancient city hinterland reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Banavasi,high,Uses ancient Vaijayanti for the Banavasi uplands.,false
location,beer_dun,cayor_province,land,Thiès Western Savanna,local geographic / English,environmental landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Senegal,low,Directional savanna label before later settlements.,false
location,beersheba,filastin_province,land,Bersabe,Greek / Latin,attested ancient settlement,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://pleiades.stoa.org/places/687839,high,Ancient form of Beersheba used in Roman Judaea.,false
location,beeskow,niederlausitz_province,land,Semnonian Spree Crossing,Latin ethnonym / English,ethnogeographic river-route reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://sourcebooks.fordham.edu/source/tacitus-germania.asp,medium,Uses the Semnones and the Spree crossing.,false
location,beesowuunenno,wishkahuunu_province,land,Bighorn Upper Grasslands,indigenous geographic / English,Plains Woodland landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/topic/Plains-Indian,low,Uses the Bighorn basin before the modern settlement label.,false
location,befandriana,tsimihety_province,land,Sofia Lower Highlands,local geographic / English,environmental landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Madagascar/History,low,Distinct lower-highland cell in the Sofia watershed.,false
location,begho,bono_province,land,Black Volta Iron Fields,archaeological geographic / English,early iron landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Volta-River,medium,Uses the Black Volta and early iron context.,false
location,begoml,lahoysk_province,land,Zarubintsy Berezina North,archaeological culture / English,archaeological landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Berezina-River,medium,Directional cell in the Zarubintsy Berezina zone.,false
location,behabad,zarand_province,land,Carmanian Lut Margin,Greek geographic / English,classical regional reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://depts.washington.edu/silkroad/texts/periplus/periplus.html,medium,Places the cell on the Lut margin of Carmania.,false
location,behali,hazara,land,Darada Hazara Valleys,Sanskrit ethnonym / English,ancient ethnogeographic reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Gilgit-Baltistan,medium,Uses the ancient Darada frame for the mountain valleys.,false
location,behbahan,behbahan_province,land,Elymaean Choaspes Plain,Greek ethnonym / English,Parthian regional reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.iranicaonline.org/articles/elymais/,high,Places the cell in Elymais along the Choaspes.,false
location,beichlingen,saale_province,land,Hermunduri Sala Heights,Latin ethnonym / English,ethnogeographic river reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://sourcebooks.fordham.edu/source/tacitus-germania.asp,medium,Uses Tacitus's Hermunduri and ancient Sala river.,false
location,beihai,laizhou_province,land,Donglai Western Shore,Han Chinese,Han commandery landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://ctext.org/han-shu/di-li-zhi/ens,high,Directional shore within Donglai Commandery.,false
location,beiliu,rongzhou_wuzhou_province,land,Yulin Guijiang Hills,Han Chinese,Han commandery landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://ctext.org/han-shu/di-li-zhi-xia/ens,high,Uses Yulin Commandery and the Guijiang hills.,false
location,beilngries,franconian_alb_province,land,Hermunduri Altmühl Hills,Latin ethnonym / English,ethnogeographic river reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://sourcebooks.fordham.edu/source/tacitus-germania.asp,medium,Places the hills near the Altmühl in Hermunduri country.,false
location,beira_estuary,mozambique_coast_sea_province,sea,Azanian Zambezi Roads,Greek geographic / English,Periplus coastal reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://depts.washington.edu/silkroad/texts/periplus/periplus.html,medium,Uses Azania and the Zambezi estuary.,false
location,beirut,lebanon_province,land,Colonia Berytus,Latin,attested Roman colony,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://pleiades.stoa.org/places/668216,high,Formal Roman-period name for Beirut.,false
location,beishe,sichuan_province,land,Jianwei Southern Pass,Han Chinese,Han commandery landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://ctext.org/han-shu/di-li-zhi-xia/ens,medium,Directional pass in southern Jianwei.,false
location,beisheng,beisheng_province,land,Dian Jinsha North Bank,Han Chinese ethnonym / English,Han frontier landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://ctext.org/han-shu/di-li-zhi-xia/ens,medium,Uses the Dian sphere and Jinsha bank.,false
location,beius,bihar_province,land,Dacian Criș Plain,Latin ethnonym / local / English,ethnogeographic river reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Strab.+7.3,medium,Places the cell on the Criș plain in Dacian country.,false
location,beja,baixo_alentejo_province,land,Pax Iulia,Latin,attested Roman colony,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://pleiades.stoa.org/places/256345,high,Ancient Roman name of Beja.,false
location,beja_TUN,medjerda_province,land,Vaga,Latin,attested Numidian-Roman settlement,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://pleiades.stoa.org/places/315247,high,Ancient Vaga replaces the modern Tunisian name.,false
location,beja_coast,nubia_coast_sea_province,sea,Blemmyan Red-Sea Roads,Greek ethnonym / English,Periplus coastal reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://depts.washington.edu/silkroad/texts/periplus/periplus.html,medium,Uses the Blemmyan coast of the Red Sea.,false
location,bejaad,tamasna_province,land,Mauretanian Anfa Tableland,Latin ethnonym / English,classical regional reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Strabo/17/3*.html,medium,Interior zone behind ancient Anfa in Mauretania.,false
location,bejaia,kabylia_province,land,Saldae,Latin,attested Roman settlement,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://pleiades.stoa.org/places/295345,high,Ancient name of Béjaïa.,false
location,bejar,salamanca_province,land,Vettonian Tormes Heights,Latin ethnonym / English,ethnogeographic river reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Strab.+3.3,medium,Uses the Vettones and upper Tormes landscape.,false
location,bejar_mountains,salamanca_province,land,Vettonian Southern Range,Latin ethnonym / English,ethnogeographic mountain reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Strab.+3.3,medium,Directional mountain cell in Vettonian country.,false
location,bekarlar,nigde_province,land,Tyanitis Western Plateau,Greek geographic / English,classical district reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://pleiades.stoa.org/places/619267,medium,Uses the territory of ancient Tyana.,false
location,bekes,szolnok_province,land,Dacian Körös Marshes,Latin ethnonym / local / English,ethnogeographic wetland reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Strab.+7.3,medium,Uses the Körös wetlands in Dacian country.,false
location,beket_ata,mangistau_province,land,Dahae Mangystau Uplands,Greek ethnonym / English,ethnogeographic steppe reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.iranicaonline.org/articles/dahae,medium,Uses the Dahae association with the Caspian steppe.,false
location,beki,mangistau_province,land,Dahae Mangystau Wells,Greek ethnonym / English,ethnogeographic steppe reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.iranicaonline.org/articles/dahae,medium,Distinct water-point cell in the Dahae uplands.,false
location,bela,bela_province,land,Oritan Porali Plain,Greek ethnonym / local / English,classical regional reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Strab.+15.2,medium,Uses the Oritae and Porali basin.,false
location,belabo,mymensingh_province,land,Vanga Brahmaputra East Bank,Sanskrit ethnogeographic / English,ancient regional reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://en.banglapedia.org/index.php/Pundravardhana,medium,Places the cell in Vanga on the Brahmaputra bank.,false
location,belaga,upper_rajang_province,land,Upper Balui Metal Lands,local geographic / English,Metal Age river reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Borneo-island-Pacific-Ocean,low,Uses the Balui headwaters before later settlement names.,false
location,belalcazar,villanueva_de_la_serena_province,land,Celtici Anas Uplands,Latin ethnonym / English,ethnogeographic river reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Strab.+3.2,medium,Uses the Celtici above the Anas valley.,false
location,belang,manado_province,land,Tondano Southern Slopes,local geographic / English,Metal Age landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Celebes,low,Directional cell in the Tondano volcanic landscape.,false
location,belau,belau_province,land,Belau Western Rock Isles,Palauan geographic / English,indigenous island reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Palau,medium,Uses the indigenous island name with a unique direction.,false
location,belau_atoll,belau_province,land,Belau Northern Atoll,Palauan geographic / English,indigenous atoll reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Palau,medium,Directional atoll in the Belau archipelago.,false
location,belau_high_sea_1,belau_sea_zones_province,sea,Belau Ocean — Northwest,Palauan geographic / English,directional ocean-cell construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Palau,medium,Unique offshore cell around ancient Belau.,false
location,belau_high_sea_2,belau_sea_zones_province,sea,Belau Ocean — North Passage,Palauan geographic / English,directional ocean-cell construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Palau,medium,Unique offshore cell around ancient Belau.,false
location,belau_high_sea_3,belau_sea_zones_province,sea,Belau Ocean — Northeast,Palauan geographic / English,directional ocean-cell construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Palau,medium,Unique offshore cell around ancient Belau.,false
location,belau_high_sea_4,belau_sea_zones_province,sea,Belau Ocean — Southwest,Palauan geographic / English,directional ocean-cell construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Palau,medium,Unique offshore cell around ancient Belau.,false
location,belau_high_sea_5,belau_sea_zones_province,sea,Belau Ocean — South Passage,Palauan geographic / English,directional ocean-cell construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Palau,medium,Unique offshore cell around ancient Belau.,false
location,belau_high_sea_6,belau_sea_zones_province,sea,Belau Ocean — Southeast,Palauan geographic / English,directional ocean-cell construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Palau,medium,Unique offshore cell around ancient Belau.,false
location,belaya_glina,privolnoye_province,land,Siracian Upper Kuban Plain,Greek ethnonym / English,Sarmatian ethnogeographic reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.iranicaonline.org/articles/sarmatians,medium,Uses the Siraces and upper Kuban landscape.,false
location,belaya_kalitva,luhan_province,land,Tanais Donets Crossing,Greek geographic / English,classical river-route reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Strabo/11/2*.html,medium,Places the crossing in the Tanais-Donets system.,false
location,belaya_soroka,chornobyl_province,land,Pripet Zarubintsy Marshes,archaeological culture / English,archaeological wetland reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Pripet-Marshes,medium,Uses the Zarubintsy horizon of the Pripet marshes.,false
location,belayan,upper_mahakam_province,land,Upper Mahakam North Bank,local geographic / English,river-basin reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Borneo-island-Pacific-Ocean,low,Directional cell on the upper Mahakam.,false
location,belcher_islands_coast5,nunavik_sea_zones_province,sea,Sanikiluaq Southern Narrows,Inuktitut geographic / English,indigenous marine reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Hudson-Bay,low,Uses the local island frame for the engine narrows.,false
location,belchite,zaragoza_province,land,Sedetani Huerva Plain,Latin ethnonym / local / English,ethnogeographic landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Strab.+3.4,medium,Uses the Sedetani and Huerva corridor.,false
location,belcoo,tyrone_province,land,Erdini Upper Erne Lands,Latin ethnonym / English,Ptolemaic ethnogeographic reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Ptol.+2.2,medium,Uses the Erdini around the upper Erne.,false
location,beledweyne,shebelle_province,land,Upper Shebelle Ford,local geographic / English,river-route reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Shabeelle-River,medium,Uses the enduring Shebelle ford landscape.,false
location,belekes,krasnaya_gorka_province,land,Lower Sura Forest-Steppe,local geographic / English,river-basin archaeological reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Volga-River,low,Replaces a later settlement with the lower Sura landscape.,false
location,belen_ana,sarysu_province,land,Sarysu Eastern Wells,steppe geographic / English,water-point reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Kazakhstan,low,Directional water-point label in the Sarysu basin.,false
location,belep,tavuavua_province,land,Drehu Northern Isles,Drehu geographic / English,Lapita-descended island reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Loyalty-Islands,medium,Uses the Drehu cultural-geographic frame.,false
location,belep_coast,kanaky_coastal_sea_zones_province,sea,Drehu Northern Reef Waters,Drehu geographic / English,indigenous coastal reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Loyalty-Islands,medium,Names the reef waters from Drehu.,false
location,beleuli,ust_yurt_province,land,Dahae Ustyurt Southern Wells,Greek ethnonym / English,ethnogeographic steppe reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.iranicaonline.org/articles/dahae,medium,Uses the Dahae frame on southern Ustyurt.,false
location,belfast,antrim_province,land,Robogdian Lagan Plain,Latin ethnonym / English,Ptolemaic ethnogeographic reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Ptol.+2.2,medium,Uses the Robogdii and the Lagan plain.,false
location,belfort,upper_alsace_province,land,Rauraci Southern Gate,Latin ethnonym / English,ethnogeographic pass reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Strab.+4.3,medium,Names the southern gate through Rauraci country.,false
location,belgaum,malnad,land,Kuntala Western Uplands,Sanskrit geographic / English,ancient regional reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Karnataka-state-India/History,medium,Uses ancient Kuntala for the western uplands.,false
location,belgorod,belgorod_province,land,Donets Forest-Steppe Crossing,local geographic / English,archaeological landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Donets-River,low,Replaces the medieval fortress with the river crossing.,false
location,belgrad,sumadija_province,land,Singidunum,Latin,attested Roman fortress-town,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://pleiades.stoa.org/places/207443,high,Ancient name of Belgrade.,false
location,belik,smolensk_province,land,Upper Dnieper–Dvina Woods,archaeological geographic / English,archaeological landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Dnieper-River,low,Uses the watershed rather than a later village.,false
location,belin,bazadais_province,land,Vasatian Leyre Crossing,Latin ethnonym / local / English,ethnogeographic route reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Strab.+4.2,medium,Uses the Vasates and Leyre crossing.,false
location,beljamen,beljamen_province,land,Marra Western Foothills,local geographic / English,environmental landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Marrah-Mountains,low,Directional foothill label in the Marra frame.,false
location,belkhandi,kalahandi_garjat,land,Mahakantara Western Forests,Sanskrit geographic / English,ancient forest-region reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Kalinga-ancient-state-India,medium,Uses ancient Mahakantara for the western forest.,false
location,bellac,la_marche_province,land,Lemovices Northern Plateau,Latin ethnonym / English,ethnogeographic landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Strab.+4.2,medium,Directional plateau in Lemovices country.,false
location,bellari,kampili,land,Sātavāhana Tungabhadra Plain,Sanskrit polity / local / English,ancient polity landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/topic/Satavahana-dynasty,medium,Uses the Sātavāhana-era river plain.,false
location,belle_isle,long_range_province,land,Beothuk Northern Strait Isle,Beothuk geographic / English,indigenous island reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.thecanadianencyclopedia.ca/en/article/beothuk,low,Uses the Beothuk landscape and strait position.,false
location,belleme,perche_province,land,Aulerci Diablintes Eastern,Latin ethnonym / English,ethnogeographic forest reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Strab.+4.3,medium,Places the woods east of Diablintes country.,false
location,belley,bresse_province,land,Allobroges Rhodanus Hills,Latin ethnonym / English,ethnogeographic river reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Strab.+4.1,medium,Uses the Allobroges and Rhodanus corridor.,false
location,bellinger,kalaako_kaleap_province_coast,sea,Kalaako Southern Waters,Kalaako geographic / English,indigenous coastal reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://aiatsis.gov.au/explore/map-indigenous-australia,low,Directional waters in the researched Kalaako frame.,false
location,bellinger_river_mouth,turrbal_burugardi_province_coast,sea,Gumbaynggirr River Mouth,Gumbaynggirr geographic / English,indigenous coastal reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://aiatsis.gov.au/explore/map-indigenous-australia,low,Uses the local cultural landscape rather than a colonial surname.,false
location,bellinzona,ticino_province,land,Lepontic Ticinus Gate,Latin ethnonym / English,ethnogeographic pass reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Strab.+4.6,medium,Uses the Lepontii and Ticinus route.,false
location,bellona_coast_1,kanaky_coastal_sea_zones_province,sea,Nengone Reef — Northwest,Nengone geographic / English,directional reef-cell construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Loyalty-Islands,medium,Unique reef cell in the Nengone island frame.,false
location,bellona_coast_2,kanaky_coastal_sea_zones_province,sea,Nengone Reef — North Waters,Nengone geographic / English,directional reef-cell construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Loyalty-Islands,medium,Unique reef cell in the Nengone island frame.,false
location,bellona_coast_3,kanaky_coastal_sea_zones_province,sea,Nengone Reef — Northeast,Nengone geographic / English,directional reef-cell construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Loyalty-Islands,medium,Unique reef cell in the Nengone island frame.,false
location,bellona_coast_4,kanaky_coastal_sea_zones_province,sea,Nengone Reef — East Waters,Nengone geographic / English,directional reef-cell construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Loyalty-Islands,medium,Unique reef cell in the Nengone island frame.,false
location,bellona_coast_5,kanaky_coastal_sea_zones_province,sea,Nengone Reef — Southeast,Nengone geographic / English,directional reef-cell construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Loyalty-Islands,medium,Unique reef cell in the Nengone island frame.,false
location,bellona_coast_6,kanaky_coastal_sea_zones_province,sea,Nengone Reef — South Waters,Nengone geographic / English,directional reef-cell construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Loyalty-Islands,medium,Unique reef cell in the Nengone island frame.,false
location,bellona_coast_7,kanaky_coastal_sea_zones_province,sea,Nengone Reef — Southwest,Nengone geographic / English,directional reef-cell construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Loyalty-Islands,medium,Unique reef cell in the Nengone island frame.,false
location,bellona_coast_8,kanaky_coastal_sea_zones_province,sea,Nengone Reef — West Waters,Nengone geographic / English,directional reef-cell construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Loyalty-Islands,medium,Unique reef cell in the Nengone island frame.,false
location,bellona_high_sea_1,kanaky_coastal_sea_zones_province,sea,Nengone Ocean — Far Northwest,Nengone geographic / English,directional ocean-cell construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Loyalty-Islands,medium,Unique offshore cell beyond the Nengone reef.,false
location,bellona_high_sea_2,kanaky_coastal_sea_zones_province,sea,Nengone Ocean — Far North,Nengone geographic / English,directional ocean-cell construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Loyalty-Islands,medium,Unique offshore cell beyond the Nengone reef.,false
location,bellona_high_sea_3,kanaky_coastal_sea_zones_province,sea,Nengone Ocean — Far Northeast,Nengone geographic / English,directional ocean-cell construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Loyalty-Islands,medium,Unique offshore cell beyond the Nengone reef.,false
location,bellona_high_sea_4,kanaky_coastal_sea_zones_province,sea,Nengone Ocean — Far East,Nengone geographic / English,directional ocean-cell construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Loyalty-Islands,medium,Unique offshore cell beyond the Nengone reef.,false
location,bellona_high_sea_5,kanaky_coastal_sea_zones_province,sea,Nengone Ocean — Far Southeast,Nengone geographic / English,directional ocean-cell construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Loyalty-Islands,medium,Unique offshore cell beyond the Nengone reef.,false
location,bellona_high_sea_6,kanaky_coastal_sea_zones_province,sea,Nengone Ocean — Far South,Nengone geographic / English,directional ocean-cell construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Loyalty-Islands,medium,Unique offshore cell beyond the Nengone reef.,false
location,bellona_high_sea_7,kanaky_coastal_sea_zones_province,sea,Nengone Ocean — Far Southwest,Nengone geographic / English,directional ocean-cell construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Loyalty-Islands,medium,Unique offshore cell beyond the Nengone reef.,false
location,bellona_reef,kanaky_province,land,Nengone Southern Atoll,Nengone geographic / English,Lapita-descended island reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Loyalty-Islands,medium,Uses the Nengone frame instead of a European ship name.,false
location,belluno,belluno_province,land,Venetic Piave Highlands,Latin ethnonym / local / English,ethnogeographic river reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Strab.+5.1,medium,Uses the Veneti and upper Piave corridor.,false
location,belmonte,alarcon_province,land,Olcadian Júcar Plateau,Latin ethnonym / local / English,ethnogeographic landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Strab.+3.4,medium,Places the plateau in Olcadian country.,false
location,beloe,beloe_province,land,Sarmatian Samara Steppe,Greek ethnonym / local / English,ethnogeographic steppe reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.iranicaonline.org/articles/sarmatians,medium,Uses the Samara corridor in the Sarmatian sphere.,false
location,belogorye,belogorye_province,land,Upper Kama Forest,local geographic / English,archaeological landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Kama-River,low,Replaces the later Russian place-name with the river landscape.,false
location,beloozero,beloozero_province,land,Vepsian White-Lake Shore,Finnic ethnogeographic / English,ethnogeographic lake reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Lake-Beloye,low,Uses an early Finnic frame for White Lake.,false
location,belorechensk,labinsk_province,land,Siracian Laba Plain,Greek ethnonym / local / English,Sarmatian ethnogeographic reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.iranicaonline.org/articles/sarmatians,medium,Uses the Siraces and Laba plain.,false
location,beloretsk,meleuz_province,land,Sarmatian Belaya Gorge,Greek ethnonym / local / English,ethnogeographic river reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.iranicaonline.org/articles/sarmatians,medium,Names the upper Belaya gorge in the Sarmatian-age frame.,false
