key,name,kind,status,age,category,sheet,quadrant,master,strip,texture,mask,dimensions,compression,resolver,source,confidence,note
antq_north_arabian_camel_scouts,North Arabian Camel Scouts,land,complete,age_1_traditions,army_light_cavalry,assets_queue/generated/unit_icons/sheets/unit_sheet_14_arabia.png,top_right,assets_queue/generated/unit_icons/masters/antq_north_arabian_camel_scouts.png,assets_queue/generated/unit_icons/strips/army_light_cavalry_antq_north_arabian_camel_scouts_1080x440.png,main_menu/gfx/interface/illustrations/units/army_light_cavalry_antq_north_arabian_camel_scouts.dds,main_menu/gfx/interface/illustrations/units/masks/army_light_cavalry_antq_north_arabian_camel_scouts.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P8.5;P14;STR-ARAB;PTO-ARAB,contested,A bounded mounted scouting adapter for dispersed northern and interior Arabian route communities; it does not impose one ethnic army or permanent camel corps.
antq_northern_british_skirmishers,Northern British Skirmishers,land,complete,age_1_traditions,army_light_infantry,assets_queue/generated/unit_icons/sheets/unit_sheet_12_britain_hibernia.png,top_right,assets_queue/generated/unit_icons/masters/antq_northern_british_skirmishers.png,assets_queue/generated/unit_icons/strips/army_light_infantry_antq_northern_british_skirmishers_1080x440.png,main_menu/gfx/interface/illustrations/units/army_light_infantry_antq_northern_british_skirmishers.dds,main_menu/gfx/interface/illustrations/units/masks/army_light_infantry_antq_northern_british_skirmishers.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P8.7;P14;PTO-GEO-II2;MANN-BRI;CAH-XI,contested,Northern light-infantry role adapter for broken wooded and upland terrain without claiming one ethnic doctrine or permanent confederate army.
antq_nubian_archers,Nubian Archers,land,complete,age_1_traditions,army_light_infantry,assets_queue/generated/unit_icons/sheets/unit_sheet_06_han_india_nubia.png,bottom_right,assets_queue/generated/unit_icons/masters/antq_nubian_archers.png,assets_queue/generated/unit_icons/strips/army_light_infantry_antq_nubian_archers_1080x440.png,main_menu/gfx/interface/illustrations/units/army_light_infantry_antq_nubian_archers.dds,main_menu/gfx/interface/illustrations/units/masks/army_light_infantry_antq_nubian_archers.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;CAH-XI,contested,Nile-valley and Horn archer adapter without claiming a single uniform ethnic establishment
antq_numidian_horse_company,Numidian Horse Company,land,complete,age_1_traditions,army_light_cavalry,assets_queue/generated/unit_icons/sheets/unit_sheet_08_africa_arabia_britain.png,bottom_right,assets_queue/generated/unit_icons/masters/antq_numidian_horse_company.png,assets_queue/generated/unit_icons/strips/army_light_cavalry_antq_numidian_horse_company_1080x440.png,main_menu/gfx/interface/illustrations/units/army_light_cavalry_antq_numidian_horse_company.dds,main_menu/gfx/interface/illustrations/units/masks/army_light_cavalry_antq_numidian_horse_company.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;CAH-XI,contested,Era North African light-horse company adapter distinct from independent-court forces and without a named contract or roster
antq_numidian_light_horse,Numidian Light Horse,land,complete,age_1_traditions,army_light_cavalry,assets_queue/generated/unit_icons/sheets/unit_sheet_08_africa_arabia_britain.png,top_left,assets_queue/generated/unit_icons/masters/antq_numidian_light_horse.png,assets_queue/generated/unit_icons/strips/army_light_cavalry_antq_numidian_light_horse_1080x440.png,main_menu/gfx/interface/illustrations/units/army_light_cavalry_antq_numidian_light_horse.dds,main_menu/gfx/interface/illustrations/units/masks/army_light_cavalry_antq_numidian_light_horse.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;CAH-XI,contested,North African light-cavalry adapter without projecting Roman auxiliary organization onto independent courts
antq_omanite_coastal_warbands,Omanite Coastal Warbands,land,complete,age_1_traditions,army_light_infantry,assets_queue/generated/unit_icons/sheets/unit_sheet_14_arabia.png,bottom_right,assets_queue/generated/unit_icons/masters/antq_omanite_coastal_warbands.png,assets_queue/generated/unit_icons/strips/army_light_infantry_antq_omanite_coastal_warbands_1080x440.png,main_menu/gfx/interface/illustrations/units/army_light_infantry_antq_omanite_coastal_warbands.dds,main_menu/gfx/interface/illustrations/units/masks/army_light_infantry_antq_omanite_coastal_warbands.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P8.6;P14;STR-ARAB;CAH-XI,contested,"A light coastal and oasis following for Omanite communities, bounded away from later naval institutions and any claim for standardized equipment or command."
antq_parthian_foot_archers,Parthian Foot Archers,land,complete,age_1_traditions,army_light_infantry,assets_queue/generated/unit_icons/sheets/unit_sheet_09_eastern_specialists.png,top_left,assets_queue/generated/unit_icons/masters/antq_parthian_foot_archers.png,assets_queue/generated/unit_icons/strips/army_light_infantry_antq_parthian_foot_archers_1080x440.png,main_menu/gfx/interface/illustrations/units/army_light_infantry_antq_parthian_foot_archers.dds,main_menu/gfx/interface/illustrations/units/masks/army_light_infantry_antq_parthian_foot_archers.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;CAH-XI,contested,Bounded Arsacid infantry-archer role adapter without a field-order reconstruction
antq_parthian_horse_archers,Parthian Horse Archers,land,complete,age_1_traditions,army_light_cavalry,assets_queue/generated/unit_icons/sheets/unit_sheet_07_iranian_steppe.png,top_right,assets_queue/generated/unit_icons/masters/antq_parthian_horse_archers.png,assets_queue/generated/unit_icons/strips/army_light_cavalry_antq_parthian_horse_archers_1080x440.png,main_menu/gfx/interface/illustrations/units/army_light_cavalry_antq_parthian_horse_archers.dds,main_menu/gfx/interface/illustrations/units/masks/army_light_cavalry_antq_parthian_horse_archers.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;CAH-XI,secure,Iranian mounted-archery role adapter complementary to cataphracts; it does not fix a noble-house contingent or field-army composition
antq_parthian_noble_lancers,Parthian Noble Lancers,land,complete,age_1_traditions,army_heavy_cavalry,assets_queue/generated/unit_icons/sheets/unit_sheet_09_eastern_specialists.png,top_right,assets_queue/generated/unit_icons/masters/antq_parthian_noble_lancers.png,assets_queue/generated/unit_icons/strips/army_heavy_cavalry_antq_parthian_noble_lancers_1080x440.png,main_menu/gfx/interface/illustrations/units/army_heavy_cavalry_antq_parthian_noble_lancers.dds,main_menu/gfx/interface/illustrations/units/masks/army_heavy_cavalry_antq_parthian_noble_lancers.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;CAH-XI,contested,Bounded noble-lancer role distinct from the general cataphract adapter and without a house contingent claim
antq_quinquereme,Quinquereme,navy,complete,age_1_traditions,navy_galley,assets_queue/generated/unit_icons/sheets/unit_sheet_10_mediterranean_navy.png,bottom_left,assets_queue/generated/unit_icons/masters/antq_quinquereme.png,assets_queue/generated/unit_icons/strips/navy_galley_antq_quinquereme_1080x440.png,main_menu/gfx/interface/illustrations/units/navy_galley_antq_quinquereme.dds,main_menu/gfx/interface/illustrations/units/masks/navy_galley_antq_quinquereme.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;CAH-XI,contested,Larger Hellenistic-Roman galley with heavy crews and deck artillery
antq_roman_alae,Roman Alae,land,complete,age_1_traditions,army_light_cavalry,assets_queue/generated/unit_icons/sheets/unit_sheet_01_roman_core.png,bottom_left,assets_queue/generated/unit_icons/masters/antq_roman_alae.png,assets_queue/generated/unit_icons/strips/army_light_cavalry_antq_roman_alae_1080x440.png,main_menu/gfx/interface/illustrations/units/army_light_cavalry_antq_roman_alae.dds,main_menu/gfx/interface/illustrations/units/masks/army_light_cavalry_antq_roman_alae.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;CAH-XI,secure,Bounded early-imperial auxiliary-cavalry role adapter; it does not reconstruct an ala name strength or provincial posting
antq_roman_marines,Roman Marines,land,complete,age_1_traditions,army_heavy_infantry,assets_queue/generated/unit_icons/sheets/unit_sheet_01_roman_core.png,bottom_right,assets_queue/generated/unit_icons/masters/antq_roman_marines.png,assets_queue/generated/unit_icons/strips/army_heavy_infantry_antq_roman_marines_1080x440.png,main_menu/gfx/interface/illustrations/units/army_heavy_infantry_antq_roman_marines.dds,main_menu/gfx/interface/illustrations/units/masks/army_heavy_infantry_antq_roman_marines.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;CAH-XI,contested,Bounded Roman naval-infantry role adapter without a named fleet detachment or roster
antq_roman_sagittarii,Roman Sagittarii,land,complete,age_1_traditions,army_light_infantry,assets_queue/generated/unit_icons/sheets/unit_sheet_02_roman_specialists.png,top_left,assets_queue/generated/unit_icons/masters/antq_roman_sagittarii.png,assets_queue/generated/unit_icons/strips/army_light_infantry_antq_roman_sagittarii_1080x440.png,main_menu/gfx/interface/illustrations/units/army_light_infantry_antq_roman_sagittarii.dds,main_menu/gfx/interface/illustrations/units/masks/army_light_infantry_antq_roman_sagittarii.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;CAH-XI,contested,Bounded Roman auxiliary-archer role adapter without provincial posting or unit identity claims
antq_roman_scouts,Roman Exploratores,land,complete,age_1_traditions,army_light_cavalry,assets_queue/generated/unit_icons/sheets/unit_sheet_02_roman_specialists.png,top_right,assets_queue/generated/unit_icons/masters/antq_roman_scouts.png,assets_queue/generated/unit_icons/strips/army_light_cavalry_antq_roman_scouts_1080x440.png,main_menu/gfx/interface/illustrations/units/army_light_cavalry_antq_roman_scouts.dds,main_menu/gfx/interface/illustrations/units/masks/army_light_cavalry_antq_roman_scouts.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;CAH-XI,contested,Bounded Roman reconnaissance-cavalry role adapter without a named explorator corps
antq_saka_horse,Saka Horse,land,complete,age_1_traditions,army_light_cavalry,assets_queue/generated/unit_icons/sheets/unit_sheet_07_iranian_steppe.png,bottom_right,assets_queue/generated/unit_icons/masters/antq_saka_horse.png,assets_queue/generated/unit_icons/strips/army_light_cavalry_antq_saka_horse_1080x440.png,main_menu/gfx/interface/illustrations/units/army_light_cavalry_antq_saka_horse.dds,main_menu/gfx/interface/illustrations/units/masks/army_light_cavalry_antq_saka_horse.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;CAH-XI,secure,Era mercenary-company adapter for Saka-style mounted archers
antq_saxon_coastal_warband,Saxon Coastal Warband,land,complete,age_4_reformation,army_light_infantry,assets_queue/generated/unit_icons/sheets/unit_sheet_16_germania_late_confederations.png,bottom_right,assets_queue/generated/unit_icons/masters/antq_saxon_coastal_warband.png,assets_queue/generated/unit_icons/strips/army_light_infantry_antq_saxon_coastal_warband_1080x440.png,main_menu/gfx/interface/illustrations/units/army_light_infantry_antq_saxon_coastal_warband.dds,main_menu/gfx/interface/illustrations/units/masks/army_light_infantry_antq_saxon_coastal_warband.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P8.7;P14;STR-GER;CAH-XII,contested,"A late-Roman North Sea coastal-warband adapter, available only after AD 300 and not a claim for the later Adventus Saxonum outcome."
antq_semnonian_grove_muster,Semnonian Grove Muster,land,complete,age_1_traditions,army_heavy_infantry,assets_queue/generated/unit_icons/sheets/unit_sheet_15_germania_opening_depth.png,bottom_left,assets_queue/generated/unit_icons/masters/antq_semnonian_grove_muster.png,assets_queue/generated/unit_icons/strips/army_heavy_infantry_antq_semnonian_grove_muster_1080x440.png,main_menu/gfx/interface/illustrations/units/army_heavy_infantry_antq_semnonian_grove_muster.dds,main_menu/gfx/interface/illustrations/units/masks/army_heavy_infantry_antq_semnonian_grove_muster.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P8.7;P14;TAC-GER;STR-GER,contested,A district levy gathered under Semnonian sacred and assembly practice without turning the grove into a barracks or claiming uniform arms.
antq_south_arabian_highland_levies,South Arabian Highland Levies,land,complete,age_1_traditions,army_heavy_infantry,assets_queue/generated/unit_icons/sheets/unit_sheet_14_arabia.png,bottom_left,assets_queue/generated/unit_icons/masters/antq_south_arabian_highland_levies.png,assets_queue/generated/unit_icons/strips/army_heavy_infantry_antq_south_arabian_highland_levies_1080x440.png,main_menu/gfx/interface/illustrations/units/army_heavy_infantry_antq_south_arabian_highland_levies.dds,main_menu/gfx/interface/illustrations/units/masks/army_heavy_infantry_antq_south_arabian_highland_levies.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P8.5;P14;UNESCO-SABA;UNESCO-QATABAN;HIMYAR-HIST,contested,"Highland and terrace-country musters receive a restrained infantry adapter without claiming identical weapons, drill, or mobilization across the South Arabian kingdoms."
antq_steppe_horse_archers,Steppe Horse Archers,land,complete,age_1_traditions,army_light_cavalry,assets_queue/generated/unit_icons/sheets/unit_sheet_07_iranian_steppe.png,bottom_left,assets_queue/generated/unit_icons/masters/antq_steppe_horse_archers.png,assets_queue/generated/unit_icons/strips/army_light_cavalry_antq_steppe_horse_archers_1080x440.png,main_menu/gfx/interface/illustrations/units/army_light_cavalry_antq_steppe_horse_archers.dds,main_menu/gfx/interface/illustrations/units/masks/army_light_cavalry_antq_steppe_horse_archers.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;CAH-XI,secure,Mounted-archery adapter for Xiongnu and adjacent steppe polities
antq_suebian_household_retinue,Suebian Household Retinue,land,complete,age_1_traditions,army_heavy_infantry,assets_queue/generated/unit_icons/sheets/unit_sheet_13_germania_baltic.png,top_right,assets_queue/generated/unit_icons/masters/antq_suebian_household_retinue.png,assets_queue/generated/unit_icons/strips/army_heavy_infantry_antq_suebian_household_retinue_1080x440.png,main_menu/gfx/interface/illustrations/units/army_heavy_infantry_antq_suebian_household_retinue.dds,main_menu/gfx/interface/illustrations/units/masks/army_heavy_infantry_antq_suebian_household_retinue.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P8.7;P14;STR-GER;TAC-GER;OCD-GER,contested,Prestige-bound fighting-following gameplay role for several Suebian-associated frames without asserting one federation doctrine uniform or permanent comitatus.
antq_syrian_archers,Syrian Archer Company,land,complete,age_1_traditions,army_light_infantry,assets_queue/generated/unit_icons/sheets/unit_sheet_09_eastern_specialists.png,bottom_left,assets_queue/generated/unit_icons/masters/antq_syrian_archers.png,assets_queue/generated/unit_icons/strips/army_light_infantry_antq_syrian_archers_1080x440.png,main_menu/gfx/interface/illustrations/units/army_light_infantry_antq_syrian_archers.dds,main_menu/gfx/interface/illustrations/units/masks/army_light_infantry_antq_syrian_archers.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;CAH-XI,contested,Era archer-company adapter without a named Syrian regiment or client levy claim
antq_thracian_peltasts,Thracian Peltasts,land,complete,age_1_traditions,army_light_infantry,assets_queue/generated/unit_icons/sheets/unit_sheet_03_hellenistic.png,bottom_right,assets_queue/generated/unit_icons/masters/antq_thracian_peltasts.png,assets_queue/generated/unit_icons/strips/army_light_infantry_antq_thracian_peltasts_1080x440.png,main_menu/gfx/interface/illustrations/units/army_light_infantry_antq_thracian_peltasts.dds,main_menu/gfx/interface/illustrations/units/masks/army_light_infantry_antq_thracian_peltasts.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;CAH-XI,contested,Era light-infantry company adapter for Balkan and Hellenistic military labor markets without a fixed ethnic order of battle
antq_thureophoroi,Thureophoroi,land,complete,age_1_traditions,army_light_infantry,assets_queue/generated/unit_icons/sheets/unit_sheet_03_hellenistic.png,top_left,assets_queue/generated/unit_icons/masters/antq_thureophoroi.png,assets_queue/generated/unit_icons/strips/army_light_infantry_antq_thureophoroi_1080x440.png,main_menu/gfx/interface/illustrations/units/army_light_infantry_antq_thureophoroi.dds,main_menu/gfx/interface/illustrations/units/masks/army_light_infantry_antq_thureophoroi.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;CAH-XI,contested,Hellenistic flexible-infantry adapter; regional availability is deliberately bounded
antq_trireme,Trireme,navy,complete,age_1_traditions,navy_galley,assets_queue/generated/unit_icons/sheets/unit_sheet_10_mediterranean_navy.png,top_right,assets_queue/generated/unit_icons/masters/antq_trireme.png,assets_queue/generated/unit_icons/strips/navy_galley_antq_trireme_1080x440.png,main_menu/gfx/interface/illustrations/units/navy_galley_antq_trireme.dds,main_menu/gfx/interface/illustrations/units/masks/navy_galley_antq_trireme.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;CAH-XI,secure,Oared Mediterranean warship for ramming missile fire and boarding
antq_war_elephants,War Elephants,land,complete,age_1_traditions,army_heavy_cavalry,assets_queue/generated/unit_icons/sheets/unit_sheet_06_han_india_nubia.png,bottom_left,assets_queue/generated/unit_icons/masters/antq_war_elephants.png,assets_queue/generated/unit_icons/strips/army_heavy_cavalry_antq_war_elephants_1080x440.png,main_menu/gfx/interface/illustrations/units/army_heavy_cavalry_antq_war_elephants.dds,main_menu/gfx/interface/illustrations/units/masks/army_heavy_cavalry_antq_war_elephants.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;CAH-XI,contested,War-elephant adapter restricted to South Asian courts; its exact local supply is later economy work
antq_warbands,Warbands,land,complete,age_1_traditions,army_heavy_infantry,assets_queue/generated/unit_icons/sheets/unit_sheet_04_germanic.png,top_left,assets_queue/generated/unit_icons/masters/antq_warbands.png,assets_queue/generated/unit_icons/strips/army_heavy_infantry_antq_warbands_1080x440.png,main_menu/gfx/interface/illustrations/units/army_heavy_infantry_antq_warbands.dds,main_menu/gfx/interface/illustrations/units/masks/army_heavy_infantry_antq_warbands.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;CAH-XI,secure,Germanic Celtic and Brittonic levy-warband adapter; it does not claim a uniform tactical doctrine
