tag,name,region,regular_land,levy_land,mercenary_land,regular_navy,coastal_locations,naval_capability,patrol_navy,transport_navy,land_floor,levy_floor,mercenary_floor,naval_capability_floor,inland_exclusion_floor
OMN,Omanitae,Arabia,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_omanite_coastal_warbands;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_coastal_watch_craft;antq_limited_coastal_transport;antq_local_watercraft;antq_merchant_roundship;antq_mesopotamian_river_transport;antq_open_sea_merchantmen;antq_persian_gulf_patrol_craft;antq_state_oared_squadron,al_khaburah;as_sib;jalan_buani_buali;khor_fakkan;masirah;masqat;nakhal;qalhat;rustaq;saham;shinas;suhar;sur,long_distance_naval_capacity,antq_coastal_watch_craft;antq_persian_gulf_patrol_craft;antq_state_oared_squadron,antq_limited_coastal_transport;antq_merchant_roundship;antq_mesopotamian_river_transport;antq_open_sea_merchantmen,pass,pass,pass,pass,pass
MCM,Marcomanni,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_marcomannic_royal_retinue;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_germanic_horse;antq_germanic_javelins;antq_germanic_spearmen;antq_seasonal_skirmishers;antq_suebian_household_retinue;antq_warbands,antq_caravan_guard_company;antq_dacian_falxmen;antq_frontier_spear_company;antq_germanic_bodyguards,,,inland,,,pass,pass,pass,pass,pass
CRU,Cherusci,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_germanic_horse;antq_germanic_javelins;antq_germanic_spearmen;antq_seasonal_skirmishers;antq_warbands,antq_caravan_guard_company;antq_frontier_spear_company;antq_germanic_bodyguards,,,inland,,,pass,pass,pass,pass,pass
CHT,Chatti,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_germanic_horse;antq_germanic_javelins;antq_germanic_spearmen;antq_seasonal_skirmishers;antq_warbands,antq_caravan_guard_company;antq_frontier_spear_company;antq_germanic_bodyguards,,,inland,,,pass,pass,pass,pass,pass
FRI,Frisii,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_germanic_horse;antq_germanic_javelins;antq_germanic_spearmen;antq_seasonal_skirmishers;antq_warbands,antq_caravan_guard_company;antq_frontier_spear_company,antq_coastal_watch_craft;antq_germanic_north_sea_patrol;antq_germanic_north_sea_transport;antq_limited_coastal_transport;antq_local_watercraft,appingedam;emden;groningen;harlingen;jever;kampen;leer;leeuwarden;sloten;stavoren;wedde;wolvega,organized_patrol,antq_coastal_watch_craft;antq_germanic_north_sea_patrol,antq_germanic_north_sea_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
BTV,Batavi,Germania,antq_batavian_auxiliary_cohort;antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_germanic_horse;antq_germanic_javelins;antq_germanic_spearmen;antq_seasonal_skirmishers;antq_warbands,antq_caravan_guard_company;antq_frontier_spear_company,antq_coastal_watch_craft;antq_germanic_north_sea_patrol;antq_germanic_north_sea_transport;antq_limited_coastal_transport;antq_local_watercraft,alkmaar;amersfoort;amsterdam;antwerp;bergen_zoom;dordrecht;geertruidenberg;harderwijk;hoorn;middelburg;rotterdam;the_hague,organized_patrol,antq_coastal_watch_craft;antq_germanic_north_sea_patrol,antq_germanic_north_sea_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
LAN,Langobardi,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_germanic_horse;antq_germanic_javelins;antq_germanic_spearmen;antq_seasonal_skirmishers;antq_warbands,antq_caravan_guard_company;antq_frontier_spear_company,antq_coastal_watch_craft;antq_germanic_north_sea_patrol;antq_germanic_north_sea_transport;antq_limited_coastal_transport;antq_local_watercraft,hamburg;neuhaus;ritzebuttel;stade,organized_patrol,antq_coastal_watch_craft;antq_germanic_north_sea_patrol,antq_germanic_north_sea_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
SEM,Semnones,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_germanic_horse;antq_germanic_javelins;antq_germanic_spearmen;antq_seasonal_skirmishers;antq_semnonian_grove_muster;antq_suebian_household_retinue;antq_warbands,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
HER,Hermunduri,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_germanic_horse;antq_germanic_javelins;antq_germanic_spearmen;antq_seasonal_skirmishers;antq_suebian_household_retinue;antq_warbands,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
QUA,Quadi,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_germanic_horse;antq_germanic_javelins;antq_germanic_spearmen;antq_seasonal_skirmishers;antq_suebian_household_retinue;antq_warbands,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
GUT,Gutones,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_germanic_horse;antq_germanic_javelins;antq_germanic_spearmen;antq_seasonal_skirmishers;antq_warbands,antq_caravan_guard_company;antq_frontier_spear_company,antq_coastal_watch_craft;antq_germanic_north_sea_patrol;antq_germanic_north_sea_transport;antq_limited_coastal_transport;antq_local_watercraft,gdansk;goleniow;kamien;puck;stettin;ueckermunde,organized_patrol,antq_coastal_watch_craft;antq_germanic_north_sea_patrol,antq_germanic_north_sea_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
VAN,Vandili,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_germanic_horse;antq_germanic_javelins;antq_germanic_spearmen;antq_seasonal_skirmishers;antq_warbands,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
RUG,Rugii,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_germanic_horse;antq_germanic_javelins;antq_germanic_spearmen;antq_seasonal_skirmishers;antq_warbands,antq_caravan_guard_company;antq_frontier_spear_company,antq_coastal_watch_craft;antq_germanic_north_sea_patrol;antq_germanic_north_sea_transport;antq_limited_coastal_transport;antq_local_watercraft,anklam;grimmen;ribnitz;rugen;stralsund;swinousjcie;wolgast,organized_patrol,antq_coastal_watch_craft;antq_germanic_north_sea_patrol,antq_germanic_north_sea_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
BRG,Burgundiones,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_germanic_horse;antq_germanic_javelins;antq_germanic_spearmen;antq_seasonal_skirmishers;antq_warbands,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
ANG,Angles,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_germanic_horse;antq_germanic_javelins;antq_germanic_spearmen;antq_seasonal_skirmishers;antq_warbands,antq_caravan_guard_company;antq_frontier_spear_company,antq_coastal_watch_craft;antq_germanic_north_sea_patrol;antq_germanic_north_sea_transport;antq_limited_coastal_transport;antq_local_watercraft,eckernforde;flensburg;husum;slesvig,organized_patrol,antq_coastal_watch_craft;antq_germanic_north_sea_patrol,antq_germanic_north_sea_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
SAX,Saxons,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_germanic_horse;antq_germanic_javelins;antq_germanic_spearmen;antq_seasonal_skirmishers;antq_warbands,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
JUT,Jutes,Germania,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_germanic_horse;antq_germanic_javelins;antq_germanic_spearmen;antq_seasonal_skirmishers;antq_warbands,antq_caravan_guard_company;antq_frontier_spear_company,antq_coastal_watch_craft;antq_germanic_north_sea_patrol;antq_germanic_north_sea_transport;antq_limited_coastal_transport;antq_local_watercraft,aarhus;kalo;kolding,organized_patrol,antq_coastal_watch_craft;antq_germanic_north_sea_patrol,antq_germanic_north_sea_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
SUI,Suiones,Scandinavia,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_coastal_watch_craft;antq_germanic_north_sea_patrol;antq_germanic_north_sea_transport;antq_limited_coastal_transport;antq_local_watercraft,gefle;grundsunda;hamrange;harnosand;hudiksvall;kastelholm;kolmarden;lulea;norrtalje;nykoping;selanger;sjalevad;soderala;sodertalje;stockholm;tierp;umea,organized_patrol,antq_coastal_watch_craft;antq_germanic_north_sea_patrol,antq_germanic_north_sea_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
AES,Aestii,Baltic,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_aestian_amber_road_guards;antq_baltic_forest_skirmishers;antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_baltic_sewn_plank_patrol;antq_baltic_sewn_plank_transport;antq_coastal_watch_craft;antq_limited_coastal_transport;antq_local_watercraft,balga;brandenburg_prussia;fischhausen;frombork;konigsberg;memel,organized_patrol,antq_baltic_sewn_plank_patrol;antq_coastal_watch_craft,antq_baltic_sewn_plank_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
WBB,West Balt Barrow Culture,Baltic,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_baltic_forest_skirmishers;antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_baltic_sewn_plank_transport;antq_limited_coastal_transport;antq_local_watercraft,elblag,limited_transport,,antq_baltic_sewn_plank_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
BPC,Brushed Pottery Culture,Baltic,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_baltic_forest_skirmishers;antq_baltic_hillfort_spearmen;antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_baltic_sewn_plank_patrol;antq_baltic_sewn_plank_transport;antq_coastal_watch_craft;antq_limited_coastal_transport;antq_local_watercraft,limbazi;riga;salaspils;straupe;tukums,organized_patrol,antq_baltic_sewn_plank_patrol;antq_coastal_watch_craft,antq_baltic_sewn_plank_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
WSC,West Lithuanian Stone-Circle Culture,Baltic,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_baltic_forest_skirmishers;antq_baltic_hillfort_spearmen;antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_baltic_sewn_plank_patrol;antq_baltic_sewn_plank_transport;antq_coastal_watch_craft;antq_limited_coastal_transport;antq_local_watercraft,dundaga;durbe;grobina;kandava;ventspils,organized_patrol,antq_baltic_sewn_plank_patrol;antq_coastal_watch_craft,antq_baltic_sewn_plank_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
ETG,Early Tarand-Grave Horizon,Baltic,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_baltic_forest_skirmishers;antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_baltic_sewn_plank_patrol;antq_baltic_sewn_plank_transport;antq_coastal_watch_craft;antq_limited_coastal_transport;antq_local_watercraft,hapsal;kaina;kuressaare;lihula;narva;padise;parnu;saarde;st_martin;tallinn;toolse;valjala,organized_patrol,antq_baltic_sewn_plank_patrol;antq_coastal_watch_craft,antq_baltic_sewn_plank_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
VEN,Venedi,Eastern Europe,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,,,inland,,,pass,pass,pass,pass,pass
FIN,Fenni,Finland,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_coastal_watch_craft;antq_finnic_coastal_dugout_patrol;antq_finnic_coastal_transport;antq_limited_coastal_transport;antq_local_watercraft,abo;beryozovskoye;bjorneborg;ekenas;helsinge;koppo;korsholm;kymi_fi;nystad;porvoo;raumo;sastmola;sauvo;sjundea;valkeasaari;veckelax;vederlax;vyborg,organized_patrol,antq_coastal_watch_craft;antq_finnic_coastal_dugout_patrol,antq_finnic_coastal_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
CAT,Catuvellauni,Britain,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_british_chariots;antq_british_hillfort_spearmen;antq_district_spear_muster;antq_germanic_horse;antq_seasonal_skirmishers;antq_warbands,antq_caravan_guard_company;antq_frontier_spear_company,antq_british_coastal_warboat;antq_british_hide_transport;antq_coastal_watch_craft;antq_limited_coastal_transport;antq_local_watercraft,london,organized_patrol,antq_british_coastal_warboat;antq_coastal_watch_craft,antq_british_hide_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
TRI,Trinovantes,Britain,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_british_chariots;antq_british_hillfort_spearmen;antq_district_spear_muster;antq_germanic_horse;antq_seasonal_skirmishers;antq_warbands,antq_caravan_guard_company;antq_frontier_spear_company,antq_british_coastal_warboat;antq_british_hide_transport;antq_coastal_watch_craft;antq_limited_coastal_transport;antq_local_watercraft,barking;colchester;prittlewell,organized_patrol,antq_british_coastal_warboat;antq_coastal_watch_craft,antq_british_hide_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
ICE,Iceni,Britain,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_british_chariots;antq_british_hillfort_spearmen;antq_district_spear_muster;antq_germanic_horse;antq_seasonal_skirmishers;antq_warbands,antq_caravan_guard_company;antq_frontier_spear_company,antq_british_coastal_warboat;antq_british_hide_transport;antq_coastal_watch_craft;antq_limited_coastal_transport;antq_local_watercraft,fakenham;ipswich;lowestoft;lynn;yarmouth,organized_patrol,antq_british_coastal_warboat;antq_coastal_watch_craft,antq_british_hide_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
BRI,Brigantes,Britain,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_british_chariots;antq_british_hillfort_spearmen;antq_district_spear_muster;antq_germanic_horse;antq_northern_british_skirmishers;antq_seasonal_skirmishers;antq_warbands,antq_caravan_guard_company;antq_frontier_spear_company,antq_british_coastal_warboat;antq_british_hide_transport;antq_coastal_watch_craft;antq_limited_coastal_transport;antq_local_watercraft,durham;lancaster;liverpool;preston;scarborough;stockton;whitby,organized_patrol,antq_british_coastal_warboat;antq_coastal_watch_craft,antq_british_hide_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
ATB,Atrebates,Britain,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_british_chariots;antq_british_hillfort_spearmen;antq_district_spear_muster;antq_germanic_horse;antq_seasonal_skirmishers;antq_warbands,antq_caravan_guard_company;antq_frontier_spear_company,antq_british_coastal_warboat;antq_british_hide_transport;antq_coastal_watch_craft;antq_limited_coastal_transport;antq_local_watercraft,lymington;portsmouth;southampton;wight,organized_patrol,antq_british_coastal_warboat;antq_coastal_watch_craft,antq_british_hide_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
SIL,Silures,Britain,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_british_chariots;antq_british_hillfort_spearmen;antq_district_spear_muster;antq_germanic_horse;antq_seasonal_skirmishers;antq_warbands,antq_caravan_guard_company;antq_frontier_spear_company,antq_british_coastal_warboat;antq_british_hide_transport;antq_coastal_watch_craft;antq_limited_coastal_transport;antq_local_watercraft,cardiff;monmouth;neath;newport;swansea,organized_patrol,antq_british_coastal_warboat;antq_coastal_watch_craft,antq_british_hide_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
ORD,Ordovices,Britain,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_british_chariots;antq_british_hillfort_spearmen;antq_district_spear_muster;antq_germanic_horse;antq_seasonal_skirmishers;antq_warbands,antq_caravan_guard_company;antq_frontier_spear_company,antq_british_coastal_warboat;antq_british_hide_transport;antq_coastal_watch_craft;antq_limited_coastal_transport;antq_local_watercraft,anglesey;carnarvon;conwy;flint;harlech,organized_patrol,antq_british_coastal_warboat;antq_coastal_watch_craft,antq_british_hide_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
DUM,Dumnonii,Britain,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_british_chariots;antq_british_hillfort_spearmen;antq_district_spear_muster;antq_germanic_horse;antq_seasonal_skirmishers;antq_warbands,antq_caravan_guard_company;antq_frontier_spear_company,antq_british_coastal_warboat;antq_british_hide_transport;antq_coastal_watch_craft;antq_limited_coastal_transport;antq_local_watercraft,barnstaple;bideford;bodmin;exeter;launceston;minehead;plymouth;truro,organized_patrol,antq_british_coastal_warboat;antq_coastal_watch_craft,antq_british_hide_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
BRT,Cantiaci,Britain,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_british_chariots;antq_british_hillfort_spearmen;antq_district_spear_muster;antq_germanic_horse;antq_seasonal_skirmishers;antq_warbands,antq_caravan_guard_company;antq_frontier_spear_company,antq_british_hide_transport;antq_limited_coastal_transport;antq_local_watercraft,canterbury;dover;hythe;rochester,limited_transport,,antq_british_hide_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
REG,Regni,Britain,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_british_chariots;antq_british_hillfort_spearmen;antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_british_hide_transport;antq_limited_coastal_transport;antq_local_watercraft,chichester;hastings;lewes;shoreham,limited_transport,,antq_british_hide_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
BLG,Belgae,Britain,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_british_chariots;antq_british_hillfort_spearmen;antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_british_hide_transport;antq_limited_coastal_transport;antq_local_watercraft,portishead,limited_transport,,antq_british_hide_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
DUR,Durotriges,Britain,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_british_chariots;antq_british_hillfort_spearmen;antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_british_hide_transport;antq_limited_coastal_transport;antq_local_watercraft,dorchester;poole;weymouth,limited_transport,,antq_british_hide_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
DOB,Dobunni,Britain,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_british_chariots;antq_british_hillfort_spearmen;antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_british_hide_transport;antq_limited_coastal_transport;antq_local_watercraft,bristol;gloucester,limited_transport,,antq_british_hide_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
COR,Corieltauvi,Britain,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_british_chariots;antq_british_hillfort_spearmen;antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_british_hide_transport;antq_limited_coastal_transport;antq_local_watercraft,boston;grimsby;louth;spalding,limited_transport,,antq_british_hide_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
CNV,Cornovii,Britain,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_british_chariots;antq_british_hillfort_spearmen;antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_british_hide_transport;antq_limited_coastal_transport;antq_local_watercraft,chester;macclesfield,limited_transport,,antq_british_hide_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
PBI,Parisii,Britain,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_british_chariots;antq_british_hillfort_spearmen;antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_british_hide_transport;antq_limited_coastal_transport;antq_local_watercraft,bridlington;hull,limited_transport,,antq_british_hide_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
CRV,Carvetii,Britain,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_british_hillfort_spearmen;antq_district_spear_muster;antq_northern_british_skirmishers;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_british_hide_transport;antq_limited_coastal_transport;antq_local_watercraft,carlisle;cockermouth;egremont;kendal,limited_transport,,antq_british_hide_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
DEM,Demetae,Britain,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_british_chariots;antq_british_hillfort_spearmen;antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_british_coastal_warboat;antq_british_hide_transport;antq_coastal_watch_craft;antq_limited_coastal_transport;antq_local_watercraft,aberystwyth;cardigan;carmarthen;fishguard;kidwelly;pembroke,organized_patrol,antq_british_coastal_warboat;antq_coastal_watch_craft,antq_british_hide_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
DEC,Deceangli,Britain,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_british_chariots;antq_british_hillfort_spearmen;antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_british_hide_transport;antq_limited_coastal_transport;antq_local_watercraft,denbigh,limited_transport,,antq_british_hide_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
VOT,Votadini,Britain,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_british_hillfort_spearmen;antq_district_spear_muster;antq_northern_british_skirmishers;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_british_coastal_warboat;antq_british_hide_transport;antq_coastal_watch_craft;antq_limited_coastal_transport;antq_local_watercraft,alnwick;dunbar;edinburgh;linlithgow;morpeth;newcastle;stirling,organized_patrol,antq_british_coastal_warboat;antq_coastal_watch_craft,antq_british_hide_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
SEL,Selgovae,Britain,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_british_hillfort_spearmen;antq_district_spear_muster;antq_northern_british_skirmishers;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_british_hide_transport;antq_limited_coastal_transport;antq_local_watercraft,berwick;duns,limited_transport,,antq_british_hide_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
NOV,Novantae,Britain,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_british_hillfort_spearmen;antq_district_spear_muster;antq_northern_british_skirmishers;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_british_coastal_warboat;antq_british_hide_transport;antq_coastal_watch_craft;antq_limited_coastal_transport;antq_local_watercraft,ayr;dumfries;irvine;kirkcudbright;stranraer,organized_patrol,antq_british_coastal_warboat;antq_coastal_watch_craft,antq_british_hide_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
DAM,Damnonii,Britain,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_british_hillfort_spearmen;antq_district_spear_muster;antq_northern_british_skirmishers;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_british_hide_transport;antq_limited_coastal_transport;antq_local_watercraft,dumbarton;glasgow;paisley,limited_transport,,antq_british_hide_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
VCN,Venicones,Britain,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_british_hillfort_spearmen;antq_district_spear_muster;antq_northern_british_skirmishers;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_british_coastal_warboat;antq_british_hide_transport;antq_coastal_watch_craft;antq_limited_coastal_transport;antq_local_watercraft,arbroath;cupar;dundee;dunfermline;st_andrews;stonehaven,organized_patrol,antq_british_coastal_warboat;antq_coastal_watch_craft,antq_british_hide_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
TAE,Taexali,Britain,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_british_hillfort_spearmen;antq_district_spear_muster;antq_northern_british_skirmishers;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_british_hide_transport;antq_limited_coastal_transport;antq_local_watercraft,aberdeen;banff;buchan,limited_transport,,antq_british_hide_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
EPD,Epidii,Britain,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_british_hillfort_spearmen;antq_district_spear_muster;antq_northern_british_skirmishers;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company,antq_british_coastal_warboat;antq_british_hide_transport;antq_coastal_watch_craft;antq_limited_coastal_transport;antq_local_watercraft,ardtornish;arran;cowal;inverary;islay;kintyre;lochaber;mann;mull;oban,organized_patrol,antq_british_coastal_warboat;antq_coastal_watch_craft,antq_british_hide_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
