location,local_map_area,role,source
kastoria,macedonia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
kavaje,albania_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
kavala,macedonia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
kaymaz,central_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
kharga,upper_egypt_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
kharibta,lower_egypt_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
khupati,pontus_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
kibrus,central_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
kicevo,macedonia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
kilkis,macedonia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
kizilca,central_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
kladentsi,bulgaria_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
kleisoura,aegean_archipelago_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
kleisoura_epirus,albania_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
kocani,macedonia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
kochisar,central_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
kom_ombo,upper_egypt_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
koman,albania_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
konitsa,albania_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
konrapa,pontus_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
konya,central_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
kos,aegean_archipelago_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
kotor,serbia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
kozelj,bulgaria_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
kratovo,macedonia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
kruje,albania_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
krupanj,serbia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
krupnik,macedonia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
krusevac,serbia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
ktenia,bulgaria_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
kucevo,serbia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
kula,west_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
kulu_turkey,central_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
kumanovo,macedonia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
kure_i_mamure,pontus_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
kursunlu,central_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
kutahya,marmara_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
kutlovitsa,bulgaria_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
kymi,aegean_archipelago_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
kyparissia,morea_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
kythira,morea_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
kythnos,aegean_archipelago_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
ladik,central_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
lapseki,marmara_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
larende,central_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
larissa,northern_greece_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
lazkiye,west_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
lemnos,aegean_archipelago_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
leukas,northern_greece_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
leuktron,morea_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
lezha,albania_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
livadeia,northern_greece_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
loidoriki,northern_greece_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
lom,bulgaria_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
lovech,bulgaria_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
lyaskovets,bulgaria_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
manavgat,west_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
manfalut,upper_egypt_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
manisa,west_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
mansoura,lower_egypt_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
manyas,marmara_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
marmaris,west_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
matruh,lower_egypt_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
mechili,cyrenaica_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
medveda,serbia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
megara,northern_greece_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
megri,west_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
melnik,macedonia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
menemen,west_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
mengen,pontus_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
menouf,lower_egypt_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
mesudiye,pontus_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
mihalic,marmara_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
mihaliccik,central_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
milas,west_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
milos,aegean_archipelago_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
minya,upper_egypt_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
mitilene,aegean_archipelago_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
mitrovica,serbia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
modon,morea_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
molyvos,aegean_archipelago_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
monemvasia,morea_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
mount_athos,macedonia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
msus,cyrenaica_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
mudurnu,pontus_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
mugla,west_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
mykonos,aegean_archipelago_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
mystras,morea_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
nafpaktos,northern_greece_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
nafplio,morea_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
nalli,marmara_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
naxos,aegean_archipelago_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
nazilli,west_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
negroponte,aegean_archipelago_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
nekhel,sinai_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
neopatras,northern_greece_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
nevrokop,macedonia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
nikopol,bulgaria_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
nis,serbia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
novo_brdo,serbia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
nuweiba,sinai_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
obruk,central_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
ohrid,macedonia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
oitylo,morea_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
onogost,serbia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
oreos,aegean_archipelago_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
oryahovo,bulgaria_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
ostrovo,macedonia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
ovech,bulgaria_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
pangalia,bulgaria_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
parga,northern_greece_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
patras,morea_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
peja,serbia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
pirloganda,central_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
pirot,bulgaria_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
pleven,bulgaria_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
podgorica,serbia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
polatli,central_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
polygyros,macedonia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
pontikokastro,morea_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
preveza,northern_greece_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
prijepolje,serbia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
prilep,macedonia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
pristina,serbia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
prizren,serbia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
prokuplje,serbia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
prosek,macedonia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
pyli,northern_greece_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
qalyub,lower_egypt_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
qaminis,cyrenaica_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
qasr_farafra,upper_egypt_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
qatya,sinai_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
qena,upper_egypt_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
qus,upper_egypt_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
ramsis,lower_egypt_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
ras_gharib,upper_egypt_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
rashid,lower_egypt_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
ravno,serbia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
razgrad,bulgaria_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
rentina,macedonia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
rethymno,aegean_archipelago_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
rize,pontus_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
rodos,aegean_archipelago_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
rudnik,serbia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
ruse,bulgaria_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
sabac,serbia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
sabanozu,central_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
safaga,upper_egypt_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
safranbolu,pontus_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
saint_anthony,upper_egypt_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
saint_katrine,sinai_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
saint_paul_anchorite,upper_egypt_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
sallum,lower_egypt_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
salona,northern_greece_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
samanoud,lower_egypt_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
samokov,bulgaria_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
samos,aegean_archipelago_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
samsun,pontus_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
sandikli,central_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
sarkikaraagac,central_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
selinti,west_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
serres,macedonia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
servia,macedonia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
seydisehir,central_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
seyhli,west_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
seyitgazi,central_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
sharuna,upper_egypt_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
shkoder,albania_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
shtip,macedonia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
shumen,bulgaria_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
siatista,macedonia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
silli,marmara_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
simav,marmara_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
sinop,pontus_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
siteia,aegean_archipelago_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
sivrihisar,central_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
siwa,upper_egypt_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
sjenica,serbia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
skopje,macedonia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
smederevo,serbia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
smyrna,west_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
sogut,marmara_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
soma,marmara_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
sporades,aegean_archipelago_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
sredets,bulgaria_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
stalac,serbia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
stefani,west_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
stomio,northern_greece_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
strumica,macedonia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
suez,lower_egypt_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
suhut,central_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
sultanonu,marmara_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
suluklu,central_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
suluntah,cyrenaica_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
surmene,pontus_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
susurluk,marmara_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
svoge,bulgaria_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
svrljig,bulgaria_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
tahna,upper_egypt_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
targoviste_BUL,bulgaria_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
tarnovo,bulgaria_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
tarrana,lower_egypt_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
taskopru,pontus_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
tavas,west_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
tavsanli,marmara_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
terme,pontus_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
tetovo,macedonia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
thasos,macedonia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
thebes,northern_greece_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
thessaloniki,macedonia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
tidah,lower_egypt_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
tinnis,lower_egypt_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
tirana,albania_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
tire,west_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
tmimi,cyrenaica_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
tobruk,cyrenaica_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
tosya,central_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
trebizond,pontus_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
trgoviste_SER,serbia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
trikala,northern_greece_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
tripolitsa,morea_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
tryavna,bulgaria_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
tsaribrod,bulgaria_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
tulcea,bulgaria_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
turgut,central_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
tutrakan,bulgaria_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
tyrnavos,northern_greece_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
uluborlu,west_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
ulus,pontus_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
unye,pontus_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
urla,west_anatolia_area,AD 395 Eastern Roman transfer envelope,OUP-EW;CAM-DYNASTY; local M3 mesh proxy
