category,key,profile,source,source_sha256,cell,source_layout,master,texture,contract
cabinet_action,antq_steppe_wing_musters,steppe,assets_queue/politics/sources/steppe_council_atlas.png,e191587a1bf4a4fd5bdb77f2a2f0b9ef350d46fb709b20ac1e8a71c22ddb9a7b,2,six_up_painting,assets_queue/politics/masters/antq_steppe_wing_musters_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_steppe_wing_musters.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_steppe_gift_circulation,steppe,assets_queue/politics/sources/steppe_council_atlas.png,e191587a1bf4a4fd5bdb77f2a2f0b9ef350d46fb709b20ac1e8a71c22ddb9a7b,3,six_up_painting,assets_queue/politics/masters/antq_steppe_gift_circulation_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_steppe_gift_circulation.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_steppe_envoy_circuits,steppe,assets_queue/politics/sources/steppe_council_atlas.png,e191587a1bf4a4fd5bdb77f2a2f0b9ef350d46fb709b20ac1e8a71c22ddb9a7b,4,six_up_painting,assets_queue/politics/masters/antq_steppe_envoy_circuits_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_steppe_envoy_circuits.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_steppe_remount_registers,steppe,assets_queue/politics/sources/steppe_council_atlas.png,e191587a1bf4a4fd5bdb77f2a2f0b9ef350d46fb709b20ac1e8a71c22ddb9a7b,5,six_up_painting,assets_queue/politics/masters/antq_steppe_remount_registers_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_steppe_remount_registers.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_steppe_pasture_circuit_tallies,steppe,assets_queue/politics/sources/small_state_programmes_02.png,d288ea77e1f5a45f701f175a0dfe78745548f035471394048d76a59d7706a1a2,0,four_up_chroma,assets_queue/politics/masters/antq_steppe_pasture_circuit_tallies_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_steppe_pasture_circuit_tallies.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_steppe_remount_herd_levies,steppe,assets_queue/politics/sources/small_state_programmes_02.png,d288ea77e1f5a45f701f175a0dfe78745548f035471394048d76a59d7706a1a2,1,four_up_chroma,assets_queue/politics/masters/antq_steppe_remount_herd_levies_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_steppe_remount_herd_levies.dds,128x128 BC7 sRGBA + full mip chain
parliament_type,antq_tribal_assembly,tribal,assets_queue/politics/sources/tribal_assembly_atlas.png,7ab5f2b0be3cdc70c17ae253ae7143d4fa87cf57792becd0be4c0a119753c1af,0,six_up_painting,assets_queue/politics/masters/antq_tribal_assembly_128.png,main_menu/gfx/interface/icons/parliament_types/antq_tribal_assembly.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_tribal_elder_moot,tribal,assets_queue/politics/sources/tribal_assembly_atlas.png,7ab5f2b0be3cdc70c17ae253ae7143d4fa87cf57792becd0be4c0a119753c1af,1,six_up_painting,assets_queue/politics/masters/antq_tribal_elder_moot_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_tribal_elder_moot.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_tribal_warband_gifts,tribal,assets_queue/politics/sources/tribal_assembly_atlas.png,7ab5f2b0be3cdc70c17ae253ae7143d4fa87cf57792becd0be4c0a119753c1af,2,six_up_painting,assets_queue/politics/masters/antq_tribal_warband_gifts_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_tribal_warband_gifts.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_tribal_grove_custody,tribal,assets_queue/politics/sources/tribal_assembly_atlas.png,7ab5f2b0be3cdc70c17ae253ae7143d4fa87cf57792becd0be4c0a119753c1af,3,six_up_painting,assets_queue/politics/masters/antq_tribal_grove_custody_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_tribal_grove_custody.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_tribal_seasonal_muster,tribal,assets_queue/politics/sources/tribal_assembly_atlas.png,7ab5f2b0be3cdc70c17ae253ae7143d4fa87cf57792becd0be4c0a119753c1af,4,six_up_painting,assets_queue/politics/masters/antq_tribal_seasonal_muster_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_tribal_seasonal_muster.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_tribal_river_exchange,tribal,assets_queue/politics/sources/tribal_assembly_atlas.png,7ab5f2b0be3cdc70c17ae253ae7143d4fa87cf57792becd0be4c0a119753c1af,5,six_up_painting,assets_queue/politics/masters/antq_tribal_river_exchange_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_tribal_river_exchange.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_tribal_seasonal_subsistence_round,tribal,assets_queue/politics/sources/small_state_programmes_02.png,d288ea77e1f5a45f701f175a0dfe78745548f035471394048d76a59d7706a1a2,2,four_up_chroma,assets_queue/politics/masters/antq_tribal_seasonal_subsistence_round_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_tribal_seasonal_subsistence_round.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_tribal_intercommunity_envoys,tribal,assets_queue/politics/sources/small_state_programmes_02.png,d288ea77e1f5a45f701f175a0dfe78745548f035471394048d76a59d7706a1a2,3,four_up_chroma,assets_queue/politics/masters/antq_tribal_intercommunity_envoys_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_tribal_intercommunity_envoys.dds,128x128 BC7 sRGBA + full mip chain
parliament_type,antq_sacral_court,sacral,assets_queue/politics/sources/sacral_court_atlas.png,e3f2c652277ae4a140c20c8fe64f6381efae9c53e54fae6e89271f12d2cff1fb,0,six_up_painting,assets_queue/politics/masters/antq_sacral_court_128.png,main_menu/gfx/interface/icons/parliament_types/antq_sacral_court.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_sacral_temple_storehouses,sacral,assets_queue/politics/sources/sacral_court_atlas.png,e3f2c652277ae4a140c20c8fe64f6381efae9c53e54fae6e89271f12d2cff1fb,1,six_up_painting,assets_queue/politics/masters/antq_sacral_temple_storehouses_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_sacral_temple_storehouses.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_sacral_royal_waterworks,sacral,assets_queue/politics/sources/sacral_court_atlas.png,e3f2c652277ae4a140c20c8fe64f6381efae9c53e54fae6e89271f12d2cff1fb,2,six_up_painting,assets_queue/politics/masters/antq_sacral_royal_waterworks_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_sacral_royal_waterworks.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_sacral_cult_processions,sacral,assets_queue/politics/sources/sacral_court_atlas.png,e3f2c652277ae4a140c20c8fe64f6381efae9c53e54fae6e89271f12d2cff1fb,3,six_up_painting,assets_queue/politics/masters/antq_sacral_cult_processions_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_sacral_cult_processions.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_sacral_scribal_accounts,sacral,assets_queue/politics/sources/sacral_court_atlas.png,e3f2c652277ae4a140c20c8fe64f6381efae9c53e54fae6e89271f12d2cff1fb,4,six_up_painting,assets_queue/politics/masters/antq_sacral_scribal_accounts_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_sacral_scribal_accounts.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_sacral_frontier_offerings,sacral,assets_queue/politics/sources/sacral_court_atlas.png,e3f2c652277ae4a140c20c8fe64f6381efae9c53e54fae6e89271f12d2cff1fb,5,six_up_painting,assets_queue/politics/masters/antq_sacral_frontier_offerings_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_sacral_frontier_offerings.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_sacral_sanctuary_estate_accounts,sacral,assets_queue/politics/sources/small_state_programmes_03.png,a46bf3282ccff4315d28f7bb5e7bd852caaaa2a8ee929182b1abc5c2dfe50257,0,four_up_chroma,assets_queue/politics/masters/antq_sacral_sanctuary_estate_accounts_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_sacral_sanctuary_estate_accounts.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_sacral_festival_supply_calendar,sacral,assets_queue/politics/sources/small_state_programmes_03.png,a46bf3282ccff4315d28f7bb5e7bd852caaaa2a8ee929182b1abc5c2dfe50257,1,four_up_chroma,assets_queue/politics/masters/antq_sacral_festival_supply_calendar_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_sacral_festival_supply_calendar.dds,128x128 BC7 sRGBA + full mip chain
parliament_type,antq_royal_council,royal,assets_queue/politics/sources/royal_council_atlas.png,fe3e1232bff8a306800f20c5151590d4df405dabfe36e14a7ea87a9d450324a3,0,six_up_painting,assets_queue/politics/masters/antq_royal_council_128.png,main_menu/gfx/interface/icons/parliament_types/antq_royal_council.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_royal_palace_petitions,royal,assets_queue/politics/sources/royal_council_atlas.png,fe3e1232bff8a306800f20c5151590d4df405dabfe36e14a7ea87a9d450324a3,1,six_up_painting,assets_queue/politics/masters/antq_royal_palace_petitions_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_royal_palace_petitions.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_royal_tribute_registers,royal,assets_queue/politics/sources/royal_council_atlas.png,fe3e1232bff8a306800f20c5151590d4df405dabfe36e14a7ea87a9d450324a3,2,six_up_painting,assets_queue/politics/masters/antq_royal_tribute_registers_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_royal_tribute_registers.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_royal_court_embassies,royal,assets_queue/politics/sources/royal_council_atlas.png,fe3e1232bff8a306800f20c5151590d4df405dabfe36e14a7ea87a9d450324a3,3,six_up_painting,assets_queue/politics/masters/antq_royal_court_embassies_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_royal_court_embassies.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_royal_dynastic_compacts,royal,assets_queue/politics/sources/royal_council_atlas.png,fe3e1232bff8a306800f20c5151590d4df405dabfe36e14a7ea87a9d450324a3,4,six_up_painting,assets_queue/politics/masters/antq_royal_dynastic_compacts_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_royal_dynastic_compacts.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_royal_fortress_provisioning,royal,assets_queue/politics/sources/royal_council_atlas.png,fe3e1232bff8a306800f20c5151590d4df405dabfe36e14a7ea87a9d450324a3,5,six_up_painting,assets_queue/politics/masters/antq_royal_fortress_provisioning_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_royal_fortress_provisioning.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_royal_provincial_envoy_returns,royal,assets_queue/politics/sources/small_state_programmes_03.png,a46bf3282ccff4315d28f7bb5e7bd852caaaa2a8ee929182b1abc5c2dfe50257,2,four_up_chroma,assets_queue/politics/masters/antq_royal_provincial_envoy_returns_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_royal_provincial_envoy_returns.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_royal_royal_storehouse_inspection,royal,assets_queue/politics/sources/small_state_programmes_03.png,a46bf3282ccff4315d28f7bb5e7bd852caaaa2a8ee929182b1abc5c2dfe50257,3,four_up_chroma,assets_queue/politics/masters/antq_royal_royal_storehouse_inspection_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_royal_royal_storehouse_inspection.dds,128x128 BC7 sRGBA + full mip chain
parliament_type,antq_xiongnu_wing_council,xiongnu,assets_queue/politics/sources/xiongnu_chanyu_atlas.png,f458ad1af8ad185d10fb6eaf9c649231a5c9b69a6310752a7e63c7d4b5258ec9,0,six_up_painting,assets_queue/politics/masters/antq_xiongnu_wing_council_128.png,main_menu/gfx/interface/icons/parliament_types/antq_xiongnu_wing_council.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_xiongnu_pasture_returns,xiongnu,assets_queue/politics/sources/xiongnu_chanyu_atlas.png,f458ad1af8ad185d10fb6eaf9c649231a5c9b69a6310752a7e63c7d4b5258ec9,1,six_up_painting,assets_queue/politics/masters/antq_xiongnu_pasture_returns_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_xiongnu_pasture_returns.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_xiongnu_wing_muster,xiongnu,assets_queue/politics/sources/xiongnu_chanyu_atlas.png,f458ad1af8ad185d10fb6eaf9c649231a5c9b69a6310752a7e63c7d4b5258ec9,2,six_up_painting,assets_queue/politics/masters/antq_xiongnu_wing_muster_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_xiongnu_wing_muster.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_xiongnu_silk_gift_register,xiongnu,assets_queue/politics/sources/xiongnu_chanyu_atlas.png,f458ad1af8ad185d10fb6eaf9c649231a5c9b69a6310752a7e63c7d4b5258ec9,3,six_up_painting,assets_queue/politics/masters/antq_xiongnu_silk_gift_register_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_xiongnu_silk_gift_register.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_xiongnu_envoy_relays,xiongnu,assets_queue/politics/sources/xiongnu_chanyu_atlas.png,f458ad1af8ad185d10fb6eaf9c649231a5c9b69a6310752a7e63c7d4b5258ec9,4,six_up_painting,assets_queue/politics/masters/antq_xiongnu_envoy_relays_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_xiongnu_envoy_relays.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_xiongnu_lineage_sureties,xiongnu,assets_queue/politics/sources/xiongnu_chanyu_atlas.png,f458ad1af8ad185d10fb6eaf9c649231a5c9b69a6310752a7e63c7d4b5258ec9,5,six_up_painting,assets_queue/politics/masters/antq_xiongnu_lineage_sureties_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_xiongnu_lineage_sureties.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_xiongnu_chanyu_lineage_nominations,xiongnu,assets_queue/politics/sources/xiongnu_state_offices_ii_atlas.png,ce9be47311990f525ae76b0665903e94017e3aadbd41c14ad39844f587d75fcd,0,six_up_painting,assets_queue/politics/masters/antq_xiongnu_chanyu_lineage_nominations_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_xiongnu_chanyu_lineage_nominations.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_xiongnu_wing_command_returns,xiongnu,assets_queue/politics/sources/xiongnu_state_offices_ii_atlas.png,ce9be47311990f525ae76b0665903e94017e3aadbd41c14ad39844f587d75fcd,1,six_up_painting,assets_queue/politics/masters/antq_xiongnu_wing_command_returns_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_xiongnu_wing_command_returns.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_xiongnu_frontier_treaty_accounts,xiongnu,assets_queue/politics/sources/xiongnu_state_offices_ii_atlas.png,ce9be47311990f525ae76b0665903e94017e3aadbd41c14ad39844f587d75fcd,2,six_up_painting,assets_queue/politics/masters/antq_xiongnu_frontier_treaty_accounts_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_xiongnu_frontier_treaty_accounts.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_xiongnu_western_tribute_relays,xiongnu,assets_queue/politics/sources/xiongnu_state_offices_ii_atlas.png,ce9be47311990f525ae76b0665903e94017e3aadbd41c14ad39844f587d75fcd,3,six_up_painting,assets_queue/politics/masters/antq_xiongnu_western_tribute_relays_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_xiongnu_western_tribute_relays.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_xiongnu_craft_household_stores,xiongnu,assets_queue/politics/sources/xiongnu_state_offices_ii_atlas.png,ce9be47311990f525ae76b0665903e94017e3aadbd41c14ad39844f587d75fcd,4,six_up_painting,assets_queue/politics/masters/antq_xiongnu_craft_household_stores_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_xiongnu_craft_household_stores.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_xiongnu_seasonal_assembly_dockets,xiongnu,assets_queue/politics/sources/xiongnu_state_offices_ii_atlas.png,ce9be47311990f525ae76b0665903e94017e3aadbd41c14ad39844f587d75fcd,5,six_up_painting,assets_queue/politics/masters/antq_xiongnu_seasonal_assembly_dockets_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_xiongnu_seasonal_assembly_dockets.dds,128x128 BC7 sRGBA + full mip chain
parliament_type,antq_xianbei_chiefly_assembly,xianbei,assets_queue/politics/sources/xianbei_chiefly_council_atlas.png,d2e1f5e05f34c9ed04ecbca830465b3b96f84fc506a9e0732165c67232c55ac5,0,six_up_painting,assets_queue/politics/masters/antq_xianbei_chiefly_assembly_128.png,main_menu/gfx/interface/icons/parliament_types/antq_xianbei_chiefly_assembly.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_xianbei_lineage_circuit_returns,xianbei,assets_queue/politics/sources/xianbei_chiefly_council_atlas.png,d2e1f5e05f34c9ed04ecbca830465b3b96f84fc506a9e0732165c67232c55ac5,1,six_up_painting,assets_queue/politics/masters/antq_xianbei_lineage_circuit_returns_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_xianbei_lineage_circuit_returns.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_xianbei_mounted_following_returns,xianbei,assets_queue/politics/sources/xianbei_chiefly_council_atlas.png,d2e1f5e05f34c9ed04ecbca830465b3b96f84fc506a9e0732165c67232c55ac5,2,six_up_painting,assets_queue/politics/masters/antq_xianbei_mounted_following_returns_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_xianbei_mounted_following_returns.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_xianbei_frontier_embassies,xianbei,assets_queue/politics/sources/xianbei_chiefly_council_atlas.png,d2e1f5e05f34c9ed04ecbca830465b3b96f84fc506a9e0732165c67232c55ac5,3,six_up_painting,assets_queue/politics/masters/antq_xianbei_frontier_embassies_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_xianbei_frontier_embassies.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_xianbei_seasonal_hunt_assemblies,xianbei,assets_queue/politics/sources/xianbei_chiefly_council_atlas.png,d2e1f5e05f34c9ed04ecbca830465b3b96f84fc506a9e0732165c67232c55ac5,4,six_up_painting,assets_queue/politics/masters/antq_xianbei_seasonal_hunt_assemblies_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_xianbei_seasonal_hunt_assemblies.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_xianbei_lineage_compensation,xianbei,assets_queue/politics/sources/xianbei_chiefly_council_atlas.png,d2e1f5e05f34c9ed04ecbca830465b3b96f84fc506a9e0732165c67232c55ac5,5,six_up_painting,assets_queue/politics/masters/antq_xianbei_lineage_compensation_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_xianbei_lineage_compensation.dds,128x128 BC7 sRGBA + full mip chain
parliament_type,antq_goguryeo_royal_council,goguryeo,assets_queue/politics/sources/goguryeo_court_atlas.png,4481a1b0e96e1279652ceeb8c59805357479b0ca4de2913deddc812638343973,0,six_up_painting,assets_queue/politics/masters/antq_goguryeo_royal_council_128.png,main_menu/gfx/interface/icons/parliament_types/antq_goguryeo_royal_council.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_goguryeo_fortress_households,goguryeo,assets_queue/politics/sources/goguryeo_court_atlas.png,4481a1b0e96e1279652ceeb8c59805357479b0ca4de2913deddc812638343973,1,six_up_painting,assets_queue/politics/masters/antq_goguryeo_fortress_households_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_goguryeo_fortress_households.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_goguryeo_millet_stores,goguryeo,assets_queue/politics/sources/goguryeo_court_atlas.png,4481a1b0e96e1279652ceeb8c59805357479b0ca4de2913deddc812638343973,2,six_up_painting,assets_queue/politics/masters/antq_goguryeo_millet_stores_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_goguryeo_millet_stores.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_goguryeo_beacon_dispatches,goguryeo,assets_queue/politics/sources/goguryeo_court_atlas.png,4481a1b0e96e1279652ceeb8c59805357479b0ca4de2913deddc812638343973,3,six_up_painting,assets_queue/politics/masters/antq_goguryeo_beacon_dispatches_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_goguryeo_beacon_dispatches.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_goguryeo_lineage_petitions,goguryeo,assets_queue/politics/sources/goguryeo_court_atlas.png,4481a1b0e96e1279652ceeb8c59805357479b0ca4de2913deddc812638343973,4,six_up_painting,assets_queue/politics/masters/antq_goguryeo_lineage_petitions_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_goguryeo_lineage_petitions.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_goguryeo_artisan_obligations,goguryeo,assets_queue/politics/sources/goguryeo_court_atlas.png,4481a1b0e96e1279652ceeb8c59805357479b0ca4de2913deddc812638343973,5,six_up_painting,assets_queue/politics/masters/antq_goguryeo_artisan_obligations_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_goguryeo_artisan_obligations.dds,128x128 BC7 sRGBA + full mip chain
parliament_type,antq_meroitic_royal_council,kushite,assets_queue/politics/sources/kushite_court_atlas.png,a81b2482701dc32fb86f60996c31c7ee3ab27c613dc19c51a271595a0c0ce4e9,0,six_up_painting,assets_queue/politics/masters/antq_meroitic_royal_council_128.png,main_menu/gfx/interface/icons/parliament_types/antq_meroitic_royal_council.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_kushite_royal_seals,kushite,assets_queue/politics/sources/kushite_court_atlas.png,a81b2482701dc32fb86f60996c31c7ee3ab27c613dc19c51a271595a0c0ce4e9,1,six_up_painting,assets_queue/politics/masters/antq_kushite_royal_seals_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_kushite_royal_seals.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_kushite_nile_contributions,kushite,assets_queue/politics/sources/kushite_court_atlas.png,a81b2482701dc32fb86f60996c31c7ee3ab27c613dc19c51a271595a0c0ce4e9,2,six_up_painting,assets_queue/politics/masters/antq_kushite_nile_contributions_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_kushite_nile_contributions.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_kushite_temple_stores,kushite,assets_queue/politics/sources/kushite_court_atlas.png,a81b2482701dc32fb86f60996c31c7ee3ab27c613dc19c51a271595a0c0ce4e9,3,six_up_painting,assets_queue/politics/masters/antq_kushite_temple_stores_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_kushite_temple_stores.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_kushite_metalwork_returns,kushite,assets_queue/politics/sources/kushite_court_atlas.png,a81b2482701dc32fb86f60996c31c7ee3ab27c613dc19c51a271595a0c0ce4e9,4,six_up_painting,assets_queue/politics/masters/antq_kushite_metalwork_returns_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_kushite_metalwork_returns.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_kushite_desert_dispatches,kushite,assets_queue/politics/sources/kushite_court_atlas.png,a81b2482701dc32fb86f60996c31c7ee3ab27c613dc19c51a271595a0c0ce4e9,5,six_up_painting,assets_queue/politics/masters/antq_kushite_desert_dispatches_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_kushite_desert_dispatches.dds,128x128 BC7 sRGBA + full mip chain
parliament_type,antq_anuradhapura_royal_council,lankan,assets_queue/politics/sources/lankan_court_atlas.png,1068194d5ad9aed5375674fa4bd78ef888cc4ec14f7f1f26fbf1addbf4ba946e,0,six_up_painting,assets_queue/politics/masters/antq_anuradhapura_royal_council_128.png,main_menu/gfx/interface/icons/parliament_types/antq_anuradhapura_royal_council.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_lankan_reservoir_accounts,lankan,assets_queue/politics/sources/lankan_court_atlas.png,1068194d5ad9aed5375674fa4bd78ef888cc4ec14f7f1f26fbf1addbf4ba946e,1,six_up_painting,assets_queue/politics/masters/antq_lankan_reservoir_accounts_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_lankan_reservoir_accounts.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_lankan_endowment_stores,lankan,assets_queue/politics/sources/lankan_court_atlas.png,1068194d5ad9aed5375674fa4bd78ef888cc4ec14f7f1f26fbf1addbf4ba946e,2,six_up_painting,assets_queue/politics/masters/antq_lankan_endowment_stores_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_lankan_endowment_stores.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_lankan_port_measures,lankan,assets_queue/politics/sources/lankan_court_atlas.png,1068194d5ad9aed5375674fa4bd78ef888cc4ec14f7f1f26fbf1addbf4ba946e,3,six_up_painting,assets_queue/politics/masters/antq_lankan_port_measures_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_lankan_port_measures.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_lankan_regional_petitions,lankan,assets_queue/politics/sources/lankan_court_atlas.png,1068194d5ad9aed5375674fa4bd78ef888cc4ec14f7f1f26fbf1addbf4ba946e,4,six_up_painting,assets_queue/politics/masters/antq_lankan_regional_petitions_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_lankan_regional_petitions.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_lankan_elephant_service,lankan,assets_queue/politics/sources/lankan_court_atlas.png,1068194d5ad9aed5375674fa4bd78ef888cc4ec14f7f1f26fbf1addbf4ba946e,5,six_up_painting,assets_queue/politics/masters/antq_lankan_elephant_service_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_lankan_elephant_service.dds,128x128 BC7 sRGBA + full mip chain
parliament_type,antq_armenian_royal_council,armenian,assets_queue/politics/sources/armenian_court_atlas.png,b5fefe53b833b4ba751561ddb0519e403a89a61bc3f949a56485ff5c5a89f928,0,six_up_painting,assets_queue/politics/masters/antq_armenian_royal_council_128.png,main_menu/gfx/interface/icons/parliament_types/antq_armenian_royal_council.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_armenian_highland_fortress_musters,armenian,assets_queue/politics/sources/armenian_court_atlas.png,b5fefe53b833b4ba751561ddb0519e403a89a61bc3f949a56485ff5c5a89f928,1,six_up_painting,assets_queue/politics/masters/antq_armenian_highland_fortress_musters_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_armenian_highland_fortress_musters.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_armenian_pass_courier_relays,armenian,assets_queue/politics/sources/armenian_court_atlas.png,b5fefe53b833b4ba751561ddb0519e403a89a61bc3f949a56485ff5c5a89f928,2,six_up_painting,assets_queue/politics/masters/antq_armenian_pass_courier_relays_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_armenian_pass_courier_relays.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_armenian_dynastic_arbitration,armenian,assets_queue/politics/sources/armenian_court_atlas.png,b5fefe53b833b4ba751561ddb0519e403a89a61bc3f949a56485ff5c5a89f928,3,six_up_painting,assets_queue/politics/masters/antq_armenian_dynastic_arbitration_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_armenian_dynastic_arbitration.dds,128x128 BC7 sRGBA + full mip chain
